Key,year,month,day_of_month,full_date,time_of_game,away_team_name,away_team_league,home_team_name,home_team_league
1,2016,01,01,01/01/2016,7:30 PM,Magic,East,Nets,East
2,2016,01,01,01/01/2016,7:30 PM,Bucks,East,Raptors,East
3,2016,01,01,01/01/2016,8:00 PM,Blazers,West,Bulls,East
4,2016,01,01,01/01/2016,8:00 PM,Lakers,West,Timberwolves,West
5,2016,01,02,01/02/2016,10:00 PM,Hornets,East,Kings,West
6,2016,01,02,01/02/2016,10:30 PM,Grizzlies,West,Clippers,West
7,2016,01,02,01/02/2016,7:00 PM,Blazers,West,Cavaliers,East
8,2016,01,02,01/02/2016,7:30 PM,Spurs,West,Knicks,East
9,2016,01,02,01/02/2016,9:00 PM,Hawks,East,Suns,West
10,2016,01,03,01/03/2016,10:30 PM,Thunder,West,Lakers,West
11,2016,01,03,01/03/2016,7:00 PM,Spurs,West,76ers,East
12,2016,01,03,01/03/2016,7:00 PM,Rockets,West,Magic,East
13,2016,01,03,01/03/2016,7:00 PM,Knicks,East,Wizards,East
14,2016,01,03,01/03/2016,7:30 PM,Pistons,East,Heat,East
15,2016,01,03,01/03/2016,7:30 PM,Timberwolves,West,Nets,East
16,2016,01,03,01/03/2016,8:00 PM,Pacers,East,Bucks,East
17,2016,01,03,01/03/2016,8:00 PM,Raptors,East,Bulls,East
18,2016,01,03,01/03/2016,8:00 PM,Cavaliers,East,Celtics,East
19,2016,01,03,01/03/2016,8:30 PM,Warriors,West,Mavericks,West
20,2016,01,03,01/03/2016,9:00 PM,Pelicans,West,Jazz,West
21,2016,01,03,01/03/2016,9:00 PM,Suns,West,Nuggets,West
22,2016,01,04,01/04/2016,10:30 PM,Thunder,West,Clippers,West
23,2016,01,04,01/04/2016,8:00 PM,Warriors,West,Rockets,West
24,2016,01,05,01/05/2016,10:00 PM,Hawks,East,Blazers,West
25,2016,01,05,01/05/2016,10:30 PM,Hornets,East,Lakers,West
26,2016,01,05,01/05/2016,7:00 PM,Pistons,East,76ers,East
27,2016,01,05,01/05/2016,7:00 PM,Knicks,East,Heat,East
28,2016,01,05,01/05/2016,7:30 PM,Timberwolves,West,Celtics,East
29,2016,01,05,01/05/2016,8:00 PM,Raptors,East,Bucks,East
30,2016,01,05,01/05/2016,8:30 PM,Bulls,East,Mavericks,West
31,2016,01,05,01/05/2016,8:30 PM,Suns,West,Spurs,West
32,2016,01,05,01/05/2016,9:00 PM,Jazz,West,Nuggets,West
33,2016,01,05,01/05/2016,9:30 PM,Wizards,East,Grizzlies,West
34,2016,01,06,01/06/2016,10:00 PM,Nuggets,West,Kings,West
35,2016,01,06,01/06/2016,3:30 PM,Warriors,West,Clippers,West
36,2016,01,06,01/06/2016,6:00 PM,Celtics,East,Nets,East
37,2016,01,06,01/06/2016,7:00 PM,Cavaliers,East,Magic,East
38,2016,01,06,01/06/2016,7:00 PM,Bulls,East,Pacers,East
39,2016,01,06,01/06/2016,7:00 PM,Rockets,West,Pistons,East
40,2016,01,06,01/06/2016,8:00 PM,Bucks,East,Wizards,East
41,2016,01,06,01/06/2016,9:00 PM,Pelicans,West,Timberwolves,West
42,2016,01,07,01/07/2016,3:30 PM,Jazz,West,Heat,East
43,2016,01,07,01/07/2016,7:00 PM,Knicks,East,Mavericks,West
44,2016,01,07,01/07/2016,8:00 PM,Thunder,West,Suns,West
45,2016,01,07,01/07/2016,9:00 PM,Spurs,West,Blazers,West
46,2016,01,07,01/07/2016,9:30 PM,Hawks,East,Lakers,West
47,2016,01,08,01/08/2016,10:00 PM,Spurs,West,Kings,West
48,2016,01,08,01/08/2016,10:30 PM,Hawks,East,Clippers,West
49,2016,01,08,01/08/2016,10:30 PM,Nuggets,West,Warriors,West
50,2016,01,08,01/08/2016,7:00 PM,Bucks,East,Pacers,East
51,2016,01,08,01/08/2016,7:30 PM,Raptors,East,Nets,East
52,2016,01,08,01/08/2016,8:00 PM,Rockets,West,Bulls,East
53,2016,01,08,01/08/2016,8:00 PM,Pistons,East,Pelicans,West
54,2016,01,08,01/08/2016,8:00 PM,Cavaliers,East,Timberwolves,West
55,2016,01,09,01/09/2016,10:30 PM,Kings,West,Lakers,West
56,2016,01,09,01/09/2016,7:30 PM,Heat,East,Raptors,East
57,2016,01,09,01/09/2016,8:00 PM,Blazers,West,Thunder,West
58,2016,01,09,01/09/2016,8:30 PM,Magic,East,Mavericks,West
59,2016,01,10,01/10/2016,10:30 PM,Clippers,West,Warriors,West
60,2016,01,10,01/10/2016,7:00 PM,Mavericks,West,Hornets,East
61,2016,01,10,01/10/2016,7:00 PM,Heat,East,Pacers,East
62,2016,01,10,01/10/2016,7:00 PM,Jazz,West,Wizards,East
63,2016,01,10,01/10/2016,7:30 PM,Bulls,East,Knicks,East
64,2016,01,10,01/10/2016,7:30 PM,Pistons,East,Nets,East
65,2016,01,10,01/10/2016,8:00 PM,Magic,East,Bucks,East
66,2016,01,10,01/10/2016,8:00 PM,Pelicans,West,Grizzlies,West
67,2016,01,10,01/10/2016,8:00 PM,Blazers,West,Rockets,West
68,2016,01,10,01/10/2016,8:00 PM,Thunder,West,Timberwolves,West
69,2016,01,10,01/10/2016,9:00 PM,Hawks,East,Nuggets,West
70,2016,01,11,01/11/2016,10:00 PM,Clippers,West,Kings,West
71,2016,01,11,01/11/2016,10:30 PM,Spurs,West,Lakers,West
72,2016,01,11,01/11/2016,3:00 PM,Celtics,East,76ers,East
73,2016,01,11,01/11/2016,8:00 PM,Cavaliers,East,Raptors,East
74,2016,01,12,01/12/2016,10:30 PM,Rockets,West,Suns,West
75,2016,01,12,01/12/2016,7:00 PM,Jazz,West,Hornets,East
76,2016,01,12,01/12/2016,7:00 PM,Cavaliers,East,Pacers,East
77,2016,01,12,01/12/2016,7:00 PM,Magic,East,Wizards,East
78,2016,01,12,01/12/2016,7:30 PM,Nets,East,Hawks,East
79,2016,01,12,01/12/2016,8:00 PM,Warriors,West,Bucks,East
80,2016,01,12,01/12/2016,8:00 PM,Blazers,West,Pelicans,West
81,2016,01,12,01/12/2016,8:00 PM,Knicks,East,Timberwolves,West
82,2016,01,12,01/12/2016,9:00 PM,Grizzlies,West,Nuggets,West
83,2016,01,13,01/13/2016,2:00 PM,Lakers,West,Mavericks,West
84,2016,01,13,01/13/2016,3:30 PM,Kings,West,Clippers,West
85,2016,01,13,01/13/2016,5:00 PM,Thunder,West,Hornets,East
86,2016,01,13,01/13/2016,7:00 PM,Nets,East,Wizards,East
87,2016,01,13,01/13/2016,7:30 PM,Warriors,West,Raptors,East
88,2016,01,13,01/13/2016,8:00 PM,Pistons,East,Bulls,East
89,2016,01,13,01/13/2016,8:30 PM,Nuggets,West,Spurs,West
90,2016,01,14,01/14/2016,1:00 PM,Bucks,East,Heat,East
91,2016,01,14,01/14/2016,3:30 PM,Pelicans,West,Knicks,East
92,2016,01,14,01/14/2016,8:00 PM,Pacers,East,Suns,West
93,2016,01,14,01/14/2016,9:00 PM,Blazers,West,Timberwolves,West
94,2016,01,15,01/15/2016,10:30 PM,Rockets,West,Clippers,West
95,2016,01,15,01/15/2016,12:30 PM,Hornets,East,Pistons,East
96,2016,01,15,01/15/2016,1:00 PM,Raptors,East,76ers,East
97,2016,01,15,01/15/2016,2:00 PM,Bucks,East,Wizards,East
98,2016,01,15,01/15/2016,3:00 PM,Spurs,West,Hawks,East
99,2016,01,15,01/15/2016,3:00 PM,Knicks,East,Nets,East
100,2016,01,15,01/15/2016,3:30 PM,Heat,East,Bulls,East
101,2016,01,15,01/15/2016,5:30 PM,Lakers,West,Grizzlies,West
102,2016,01,15,01/15/2016,8:00 PM,Warriors,West,Cavaliers,East
103,2016,01,15,01/15/2016,8:00 PM,Kings,West,Thunder,West
104,2016,01,15,01/15/2016,9:00 PM,Pacers,East,Jazz,West
105,2016,01,16,01/16/2016,10:00 PM,Suns,West,Blazers,West
106,2016,01,16,01/16/2016,7:00 PM,Timberwolves,West,Magic,East
107,2016,01,16,01/16/2016,7:30 PM,Pelicans,West,Celtics,East
108,2016,01,16,01/16/2016,9:00 PM,Mavericks,West,Nuggets,West
109,2016,01,17,01/17/2016,10:00 PM,Jazz,West,Kings,West
110,2016,01,17,01/17/2016,10:30 PM,Nuggets,West,Clippers,West
111,2016,01,17,01/17/2016,7:00 PM,Wizards,East,Hornets,East
112,2016,01,17,01/17/2016,7:30 PM,Pelicans,West,Hawks,East
113,2016,01,17,01/17/2016,7:30 PM,Spurs,West,Nets,East
114,2016,01,17,01/17/2016,7:30 PM,Pistons,East,Raptors,East
115,2016,01,17,01/17/2016,8:00 PM,Heat,East,Bucks,East
116,2016,01,17,01/17/2016,8:00 PM,Warriors,West,Bulls,East
117,2016,01,17,01/17/2016,8:00 PM,Knicks,East,Grizzlies,West
118,2016,01,17,01/17/2016,8:00 PM,Lakers,West,Thunder,West
119,2016,01,18,01/18/2016,10:00 PM,Pacers,East,Blazers,West
120,2016,01,18,01/18/2016,7:00 PM,Magic,East,Cavaliers,East
121,2016,01,18,01/18/2016,7:00 PM,76ers,East,Celtics,East
122,2016,01,18,01/18/2016,9:30 PM,Timberwolves,West,Rockets,West
123,2016,01,19,01/19/2016,10:30 PM,Knicks,East,Jazz,West
124,2016,01,19,01/19/2016,10:30 PM,Pacers,East,Lakers,West
125,2016,01,19,01/19/2016,7:00 PM,Spurs,West,Raptors,East
126,2016,01,19,01/19/2016,7:30 PM,Heat,East,Nets,East
127,2016,01,19,01/19/2016,8:00 PM,Kings,West,Grizzlies,West
128,2016,01,19,01/19/2016,8:00 PM,Wizards,East,Pistons,East
129,2016,01,19,01/19/2016,9:00 PM,Suns,West,Nuggets,West
130,2016,01,20,01/20/2016,10:00 PM,Mavericks,West,Blazers,West
131,2016,01,20,01/20/2016,3:30 PM,Thunder,West,Cavaliers,East
132,2016,01,20,01/20/2016,5:00 PM,Bulls,East,Hawks,East
133,2016,01,20,01/20/2016,7:00 PM,Heat,East,Hornets,East
134,2016,01,20,01/20/2016,7:00 PM,Grizzlies,West,Pelicans,West
135,2016,01,20,01/20/2016,7:30 PM,Bucks,East,76ers,East
136,2016,01,20,01/20/2016,8:30 PM,Warriors,West,Rockets,West
137,2016,01,20,01/20/2016,9:00 PM,Clippers,West,Jazz,West
138,2016,01,20,01/20/2016,9:00 PM,Raptors,East,Timberwolves,West
139,2016,01,21,01/21/2016,1:00 PM,Magic,East,Celtics,East
140,2016,01,21,01/21/2016,3:30 PM,Knicks,East,Lakers,West
141,2016,01,21,01/21/2016,4:00 PM,Nets,East,Pistons,East
142,2016,01,21,01/21/2016,7:00 PM,Pacers,East,Spurs,West
143,2016,01,22,01/22/2016,10:30 PM,Timberwolves,West,Clippers,West
144,2016,01,22,01/22/2016,7:00 PM,Kings,West,Hornets,East
145,2016,01,22,01/22/2016,7:30 PM,Jazz,West,Hawks,East
146,2016,01,22,01/22/2016,8:00 PM,Suns,West,Bucks,East
147,2016,01,22,01/22/2016,8:00 PM,76ers,East,Grizzlies,West
148,2016,01,22,01/22/2016,8:00 PM,Bulls,East,Pelicans,West
149,2016,01,22,01/22/2016,8:00 PM,Heat,East,Rockets,West
150,2016,01,22,01/22/2016,8:30 PM,Wizards,East,Mavericks,West
151,2016,01,22,01/22/2016,9:00 PM,Blazers,West,Nuggets,West
152,2016,01,23,01/23/2016,10:30 PM,Celtics,East,Lakers,West
153,2016,01,23,01/23/2016,10:30 PM,Knicks,East,Warriors,West
154,2016,01,23,01/23/2016,7:00 PM,Kings,West,Magic,East
155,2016,01,23,01/23/2016,8:00 PM,Cavaliers,East,Spurs,West
156,2016,01,23,01/23/2016,8:00 PM,Nets,East,Thunder,West
157,2016,01,24,01/24/2016,10:00 PM,Timberwolves,West,Blazers,West
158,2016,01,24,01/24/2016,10:30 PM,Celtics,East,Clippers,West
159,2016,01,24,01/24/2016,7:00 PM,Bulls,East,76ers,East
160,2016,01,24,01/24/2016,7:00 PM,Pelicans,West,Hornets,East
161,2016,01,24,01/24/2016,7:00 PM,Suns,West,Pacers,East
162,2016,01,24,01/24/2016,7:00 PM,Jazz,West,Pistons,East
163,2016,01,24,01/24/2016,7:30 PM,Raptors,East,Hawks,East
164,2016,01,24,01/24/2016,8:00 PM,Spurs,West,Grizzlies,West
165,2016,01,24,01/24/2016,8:00 PM,Rockets,West,Mavericks,West
166,2016,01,25,01/25/2016,10:30 PM,Timberwolves,West,Warriors,West
167,2016,01,25,01/25/2016,7:30 PM,Kings,West,Heat,East
168,2016,01,25,01/25/2016,8:00 PM,Wizards,East,Thunder,West
169,2016,01,25,01/25/2016,9:00 PM,Knicks,East,Nuggets,West
170,2016,01,26,01/26/2016,7:00 PM,Hawks,East,Hornets,East
171,2016,01,26,01/26/2016,7:30 PM,Pacers,East,Cavaliers,East
172,2016,01,26,01/26/2016,7:30 PM,Jazz,West,Raptors,East
173,2016,01,26,01/26/2016,8:00 PM,Nets,East,Bucks,East
174,2016,01,26,01/26/2016,8:00 PM,Lakers,West,Bulls,East
175,2016,01,26,01/26/2016,8:00 PM,Clippers,West,Grizzlies,West
176,2016,01,26,01/26/2016,8:00 PM,Rockets,West,Pelicans,West
177,2016,01,26,01/26/2016,8:30 PM,Blazers,West,Mavericks,West
178,2016,01,26,01/26/2016,8:30 PM,76ers,East,Spurs,West
179,2016,01,26,01/26/2016,9:00 PM,Knicks,East,Suns,West
180,2016,01,27,01/27/2016,5:00 PM,Thunder,West,Pistons,East
181,2016,01,27,01/27/2016,7:00 PM,Magic,East,Pacers,East
182,2016,01,27,01/27/2016,7:30 PM,Wizards,East,Hawks,East
183,2016,01,27,01/27/2016,7:30 PM,Hornets,East,Heat,East
184,2016,01,27,01/27/2016,8:30 PM,Celtics,East,Warriors,West
185,2016,01,27,01/27/2016,9:00 PM,Mavericks,West,Nuggets,West
186,2016,01,27,01/27/2016,9:00 PM,Nets,East,Timberwolves,West
187,2016,01,28,01/28/2016,3:30 PM,Bucks,East,Bulls,East
188,2016,01,28,01/28/2016,3:30 PM,Suns,West,Rockets,West
189,2016,01,28,01/28/2016,4:00 PM,Clippers,West,Pelicans,West
190,2016,01,28,01/28/2016,6:00 PM,Pistons,East,Cavaliers,East
191,2016,01,28,01/28/2016,6:00 PM,Lakers,West,Raptors,East
192,2016,01,28,01/28/2016,6:00 PM,76ers,East,Thunder,West
193,2016,01,28,01/28/2016,7:00 PM,Kings,West,Spurs,West
194,2016,01,29,01/29/2016,7:00 PM,Hornets,East,Pacers,East
195,2016,01,29,01/29/2016,7:30 PM,Timberwolves,West,Hawks,East
196,2016,01,29,01/29/2016,8:00 PM,76ers,East,Bucks,East
197,2016,01,29,01/29/2016,8:00 PM,Suns,West,Grizzlies,West
198,2016,01,29,01/29/2016,8:30 PM,Heat,East,Mavericks,West
199,2016,01,29,01/29/2016,9:00 PM,Celtics,East,Nuggets,West
200,2016,01,30,01/30/2016,10:30 PM,Blazers,West,Clippers,West
201,2016,01,30,01/30/2016,7:00 PM,Thunder,West,Wizards,East
202,2016,01,30,01/30/2016,7:30 PM,Nets,East,Knicks,East
203,2016,01,30,01/30/2016,7:30 PM,Timberwolves,West,Raptors,East
204,2016,01,30,01/30/2016,8:00 PM,Kings,West,Pelicans,West
205,2016,01,30,01/30/2016,8:00 PM,Cavaliers,East,Pistons,East
206,2016,01,30,01/30/2016,8:00 PM,Magic,East,Rockets,West
207,2016,01,30,01/30/2016,8:30 PM,Nuggets,West,Spurs,West
208,2016,01,30,01/30/2016,9:00 PM,Warriors,West,Jazz,West
209,2016,01,31,01/31/2016,10:00 PM,Bulls,East,Blazers,West
210,2016,01,31,01/31/2016,10:30 PM,Mavericks,West,Suns,West
211,2016,01,31,01/31/2016,7:00 PM,Lakers,West,Magic,East
212,2016,01,31,01/31/2016,7:00 PM,Grizzlies,West,Pacers,East
213,2016,01,31,01/31/2016,7:30 PM,Heat,East,Cavaliers,East
214,2016,01,31,01/31/2016,7:30 PM,Hornets,East,Hawks,East
215,2016,01,31,01/31/2016,7:30 PM,76ers,East,Nets,East
216,2016,01,31,01/31/2016,8:00 PM,Knicks,East,Celtics,East
217,2016,02,01,02/01/2016,10:30 PM,Thunder,West,Nuggets,West
218,2016,02,01,02/01/2016,7:00 PM,Grizzlies,West,Pistons,East
219,2016,02,01,02/01/2016,7:00 PM,Raptors,East,Wizards,East
220,2016,02,01,02/01/2016,8:00 PM,Rockets,West,Spurs,West
221,2016,02,01,02/01/2016,8:00 PM,Bucks,East,Timberwolves,West
222,2016,02,02,02/02/2016,10:30 PM,Warriors,West,Kings,West
223,2016,02,02,02/02/2016,7:00 PM,Pacers,East,Hornets,East
224,2016,02,02,02/02/2016,7:30 PM,Hawks,East,Celtics,East
225,2016,02,02,02/02/2016,7:30 PM,Lakers,West,Nets,East
226,2016,02,02,02/02/2016,7:30 PM,Blazers,West,Raptors,East
227,2016,02,02,02/02/2016,8:00 PM,Heat,East,76ers,East
228,2016,02,02,02/02/2016,8:00 PM,Knicks,East,Bucks,East
229,2016,02,02,02/02/2016,9:00 PM,Jazz,West,Suns,West
230,2016,02,02,02/02/2016,9:00 PM,Pelicans,West,Thunder,West
231,2016,02,03,02/03/2016,10:00 PM,Mavericks,West,Kings,West
232,2016,02,03,02/03/2016,3:30 PM,Bulls,East,Clippers,West
233,2016,02,03,02/03/2016,7:00 PM,Wizards,East,Magic,East
234,2016,02,03,02/03/2016,7:00 PM,76ers,East,Pacers,East
235,2016,02,03,02/03/2016,7:00 PM,Heat,East,Pistons,East
236,2016,02,03,02/03/2016,8:30 PM,Rockets,West,Cavaliers,East
237,2016,02,03,02/03/2016,9:00 PM,Warriors,West,Nuggets,West
238,2016,02,03,02/03/2016,9:00 PM,Jazz,West,Spurs,West
239,2016,02,03,02/03/2016,9:00 PM,Pelicans,West,Timberwolves,West
240,2016,02,04,02/04/2016,12:00 PM,Blazers,West,Celtics,East
241,2016,02,04,02/04/2016,12:00 PM,Hawks,East,Knicks,East
242,2016,02,04,02/04/2016,12:00 PM,Bucks,East,Nets,East
243,2016,02,04,02/04/2016,12:00 PM,Grizzlies,West,Raptors,East
244,2016,02,04,02/04/2016,2:00 PM,Lakers,West,Thunder,West
245,2016,02,04,02/04/2016,3:00 PM,Hornets,East,Suns,West
246,2016,02,05,02/05/2016,10:00 PM,Bulls,East,Kings,West
247,2016,02,05,02/05/2016,10:30 PM,Mavericks,West,Clippers,West
248,2016,02,05,02/05/2016,7:00 PM,Wizards,East,Pacers,East
249,2016,02,05,02/05/2016,7:00 PM,Blazers,West,Pistons,East
250,2016,02,05,02/05/2016,7:30 PM,Magic,East,Heat,East
251,2016,02,05,02/05/2016,8:00 PM,Jazz,West,Pelicans,West
252,2016,02,05,02/05/2016,9:00 PM,Hornets,East,Nuggets,West
253,2016,02,06,02/06/2016,10:30 PM,Suns,West,Lakers,West
254,2016,02,06,02/06/2016,10:30 PM,Thunder,West,Warriors,West
255,2016,02,06,02/06/2016,7:00 PM,Cavaliers,East,Magic,East
256,2016,02,06,02/06/2016,7:30 PM,Grizzlies,West,Hawks,East
257,2016,02,06,02/06/2016,7:30 PM,Bucks,East,Knicks,East
258,2016,02,06,02/06/2016,7:30 PM,Rockets,West,Nets,East
259,2016,02,06,02/06/2016,7:30 PM,Celtics,East,Raptors,East
260,2016,02,06,02/06/2016,8:00 PM,Wizards,East,76ers,East
261,2016,02,07,02/07/2016,10:30 PM,Spurs,West,Suns,West
262,2016,02,07,02/07/2016,7:00 PM,Nets,East,Pistons,East
263,2016,02,07,02/07/2016,7:30 PM,Rockets,West,Heat,East
264,2016,02,07,02/07/2016,8:00 PM,Timberwolves,West,Cavaliers,East
265,2016,02,07,02/07/2016,8:00 PM,Jazz,West,Grizzlies,West
266,2016,02,07,02/07/2016,8:00 PM,Pacers,East,Pelicans,West
267,2016,02,08,02/08/2016,10:00 PM,Hornets,East,Blazers,West
268,2016,02,08,02/08/2016,10:30 PM,Thunder,West,Lakers,West
269,2016,02,08,02/08/2016,10:30 PM,Mavericks,West,Warriors,West
270,2016,02,08,02/08/2016,7:00 PM,Hawks,East,Magic,East
271,2016,02,08,02/08/2016,7:30 PM,Knicks,East,Raptors,East
272,2016,02,08,02/08/2016,8:00 PM,Celtics,East,Wizards,East
273,2016,02,09,02/09/2016,10:30 PM,Blazers,West,Kings,West
274,2016,02,09,02/09/2016,7:00 PM,Pelicans,West,76ers,East
275,2016,02,09,02/09/2016,7:00 PM,Clippers,West,Pistons,East
276,2016,02,09,02/09/2016,7:30 PM,Pacers,East,Celtics,East
277,2016,02,09,02/09/2016,7:30 PM,Cavaliers,East,Hawks,East
278,2016,02,09,02/09/2016,8:00 PM,Timberwolves,West,Bulls,East
279,2016,02,09,02/09/2016,8:00 PM,Bucks,East,Heat,East
280,2016,02,09,02/09/2016,8:00 PM,Nuggets,West,Rockets,West
281,2016,02,09,02/09/2016,9:00 PM,Hornets,East,Jazz,West
282,2016,02,10,02/10/2016,6:00 PM,Pelicans,West,Nets,East
283,2016,02,10,02/10/2016,7:00 PM,Clippers,West,76ers,East
284,2016,02,10,02/10/2016,7:00 PM,Bucks,East,Magic,East
285,2016,02,10,02/10/2016,8:00 PM,Wizards,East,Bulls,East
286,2016,02,10,02/10/2016,8:30 PM,Lakers,West,Mavericks,West
287,2016,02,10,02/10/2016,8:30 PM,Spurs,West,Warriors,West
