"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2016-2017","S.J",11,2.25,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.NEDELJKOVIC","2016-2017","CAR",1,0.63,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2016-2017","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2016-2017","MTL",14,8.45,5,0,100,91.6,8.4,100,100,100,0.42
"ANDERS.NILSSON","2016-2017","BUF",14,2.45,5,0,100,87.6,12.4,100,100,100,0.62
"ANDREI.VASILEVSKIY","2016-2017","T.B",21,17.1,17,1,94.12,94,0.12,100,100,0,0.02
"ANDREW.HAMMOND","2016-2017","OTT",4,9.02,4,0,100,85.75,14.25,100,100,100,0.57
"ANTHONY.STOLARZ","2016-2017","PHI",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTOINE.BIBEAU","2016-2017","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2016-2017","CBJ",1,1.5,1,0,100,90,10,NA,100,NA,0.1
"ANTON.KHUDOBIN","2016-2017","BOS",7,3.72,4,0,100,86,14,NA,100,100,0.56
"ANTTI.NIEMI","2016-2017","DAL",13,9.18,8,2,75,79.12,-4.12,NA,75,75,-0.33
"ANTTI.RAANTA","2016-2017","NYR",17,19.3,6,0,100,88,12,NA,100,100,0.72
"BEN.BISHOP","2016-2017","T.B/L.A",21,15.73,7,2,71.43,91,-19.57,100,100,33.33,-1.37
"BRADEN.HOLTBY","2016-2017","WSH",26,17.4,16,4,75,88.88,-13.88,100,100,33.33,-2.22
"BRIAN.ELLIOTT","2016-2017","CGY",24,20.62,9,3,66.67,87.22,-20.56,100,80,0,-1.85
"CALVIN.PICKARD","2016-2017","COL",24,16.85,8,0,100,90,10,100,100,100,0.8
"CAM.TALBOT","2016-2017","EDM",35,20.2,6,2,66.67,88.83,-22.17,100,0,66.67,-1.33
"CAM.WARD","2016-2017","CAR",28,27.2,11,1,90.91,94.27,-3.36,100,85.71,100,-0.37
"CAREY.PRICE","2016-2017","MTL",25,24.25,17,2,88.24,83.12,5.12,100,83.33,87.5,0.87
"CARTER.HUTTON","2016-2017","STL",15,16,8,0,100,85.25,14.75,100,100,100,1.18
"CHAD.JOHNSON","2016-2017","CGY",16,16.33,3,0,100,95,5,100,100,NA,0.15
"CHARLIE.LINDGREN","2016-2017","MTL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.DRIEDGER","2016-2017","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2016-2017","WPG",24,16.42,10,0,100,94.1,5.9,100,100,NA,0.59
"COREY.CRAWFORD","2016-2017","CHI",26,23.92,13,3,76.92,89.69,-12.77,60,100,75,-1.66
"CORY.SCHNEIDER","2016-2017","N.J",27,26.57,16,0,100,91.38,8.62,100,100,100,1.38
"CRAIG.ANDERSON","2016-2017","OTT",19,26.85,12,0,100,90.42,9.58,100,100,100,1.15
"CURTIS.MCELHINNEY","2016-2017","CBJ/TOR",12,15.1,9,0,100,93.22,6.78,100,100,100,0.61
"DARCY.KUEMPER","2016-2017","MIN",12,6,2,0,100,88,12,NA,100,100,0.24
"DEVAN.DUBNYK","2016-2017","MIN",28,15.65,10,2,80,87.3,-7.3,100,100,33.33,-0.73
"EDDIE.LACK","2016-2017","CAR",11,4.6,2,0,100,96.5,3.5,100,100,NA,0.07
"ERIC.COMRIE","2016-2017","WPG",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2016-2017","TOR",31,23.47,11,0,100,91.45,8.55,100,100,100,0.94
