"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2011-2012","OTT",7,0.4,1,1,0,30,-30,NA,NA,0,-0.3
"ALLEN.YORK","2011-2012","CBJ",6,1.67,4,0,100,77,23,NA,100,100,0.92
"AL.MONTOYA","2011-2012","NYI",15,1.38,4,2,50,63.25,-13.25,NA,NA,50,-0.53
"ANDERS.LINDBACK","2011-2012","NSH",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2011-2012","NYI",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.RAYCROFT","2011-2012","DAL",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2011-2012","S.J",34,1.1,2,1,50,67.5,-17.5,NA,0,100,-0.35
"BEN.BISHOP","2011-2012","OTT",7,0.92,1,1,0,84,-84,NA,NA,0,-0.84
"BEN.SCRIVENS","2011-2012","TOR",6,1.45,3,1,66.67,76,-9.33,NA,100,50,-0.28
"BRADEN.HOLTBY","2011-2012","WSH",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRAD.THIESSEN","2011-2012","PIT",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRENT.JOHNSON","2011-2012","PIT",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.BOUCHER","2011-2012","CAR",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2011-2012","STL",20,1.15,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2011-2012","CAR",34,5.95,8,2,75,80.5,-5.5,NA,100,66.67,-0.44
"CAREY.PRICE","2011-2012","MTL",35,4.4,5,0,100,78.8,21.2,NA,100,100,1.06
"CHRIS.MASON","2011-2012","WPG",6,3.5,7,0,100,79.71,20.29,NA,100,100,1.42
"COREY.CRAWFORD","2011-2012","CHI",30,1.22,1,1,0,74,-74,NA,NA,0,-0.74
"CORY.SCHNEIDER","2011-2012","VAN",14,0.73,1,0,100,81,19,NA,NA,100,0.19
"CRAIG.ANDERSON","2011-2012","OTT",29,2.02,3,0,100,81.33,18.67,NA,100,100,0.56
"CURTIS.SANFORD","2011-2012","CBJ",15,0,0,0,NA,NA,NA,NA,NA,NA,0
