"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2015-2016","S.J",7,262.93,91,9,90.11,93.85,-3.74,95.83,86.67,76.92,-3.4
"AL.MONTOYA","2015-2016","FLA",10,390.42,167,11,93.41,92.89,0.52,98.81,92.73,78.57,0.87
"ANDERS.LINDBACK","2015-2016","ARI",10,317.67,130,13,90,93.42,-3.42,94.59,90.91,73.91,-4.44
"ANDERS.NILSSON","2015-2016","EDM/STL",12,502.57,259,22,91.51,92.64,-1.14,96.69,92.22,77.08,-2.94
"ANDREI.VASILEVSKIY","2015-2016","T.B",8,361.33,183,16,91.26,93.79,-2.54,92.63,92.75,78.95,-4.64
"ANDREW.HAMMOND","2015-2016","OTT",11,481.25,227,17,92.51,92.04,0.47,97.2,93.59,78.57,1.06
"ANTON.FORSBERG","2015-2016","CBJ",1,51.68,26,0,100,94.04,5.96,100,100,100,1.55
"ANTON.KHUDOBIN","2015-2016","ANA",4,119.9,59,9,84.75,90.68,-5.93,94.12,88,70.59,-3.5
"ANTTI.NIEMI","2015-2016","DAL",25,1045.78,463,30,93.52,92.06,1.46,98.17,95.56,81.82,6.78
"ANTTI.RAANTA","2015-2016","NYR",12,522.45,229,16,93.01,90.72,2.29,97.75,95.65,84.51,5.24
"BEN.BISHOP","2015-2016","T.B",33,1548.97,686,52,92.42,93.45,-1.03,98.33,91.06,72.83,-7.06
"BEN.SCRIVENS","2015-2016","MTL",6,253.48,126,7,94.44,93.35,1.1,100,92.5,80,1.38
"BRADEN.HOLTBY","2015-2016","WSH",33,1513.83,690,50,92.75,92.96,-0.2,98.49,91.38,80.16,-1.39
"BRIAN.ELLIOTT","2015-2016","STL",22,856.13,412,30,92.72,92.3,0.42,99.47,91.03,80,1.71
"CALVIN.PICKARD","2015-2016","COL",8,340.7,204,12,94.12,92.56,1.56,98.06,93.94,82.86,3.18
