"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2014-2015","S.J",10,0.75,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2014-2015","FLA",9,0.37,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2014-2015","DAL/BUF",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2014-2015","T.B",8,0.35,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2014-2015","OTT",12,2.53,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2014-2015","CBJ",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2014-2015","CAR",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2014-2015","S.J",32,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2014-2015","CHI",10,0.92,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2014-2015","T.B",34,6.03,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.SCRIVENS","2014-2015","EDM",33,4.63,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2014-2015","WSH",36,8.27,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2014-2015","STL",24,1.97,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.PICKARD","2014-2015","COL",9,1.42,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2014-2015","NYR",17,0.18,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2014-2015","CAR",27,1.5,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2014-2015","MTL",37,1.85,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2014-2015","NSH",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2014-2015","NYI",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.DRIEDGER","2014-2015","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2014-2015","CHI",29,1.18,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2014-2015","N.J",34,4.23,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2014-2015","OTT",17,2.18,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2014-2015","CBJ",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2014-2015","FLA",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2014-2015","MIN",15,1.52,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2014-2015","ARI/MIN",29,1.65,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2014-2015","MTL",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2014-2015","VAN",20,1.6,0,0,NA,NA,NA,NA,NA,NA,0
"EVGENI.NABOKOV","2014-2015","T.B",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2014-2015","ANA",28,2.33,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2014-2015","NYR",26,3.47,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2014-2015","ANA",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2014-2015","VAN",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2014-2015","STL",18,0.28,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2014-2015","TOR",14,0.37,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2014-2015","NYI",34,1.78,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2014-2015","ANA",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2014-2015","BUF/DAL",25,0.8,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2014-2015","DET",30,2.23,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.CURRY","2014-2015","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2014-2015","ANA",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2014-2015","DET",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2014-2015","CGY",28,2.57,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2014-2015","TOR",33,5.48,1,0,100,96,4,100,NA,NA,0.04
"JONATHAN.QUICK","2014-2015","L.A",38,2.87,1,0,100,96,4,NA,100,NA,0.04
"JUSSI.RYNNAS","2014-2015","DAL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2014-2015","WSH",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2014-2015","DAL",36,2.83,0,0,NA,NA,NA,NA,NA,NA,0
"KARRI.RAMO","2014-2015","CGY",17,1.52,0,0,NA,NA,NA,NA,NA,NA,0
"KEITH.KINKAID","2014-2015","N.J",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"LAURENT.BROSSOIT","2014-2015","EDM",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"LOUIS.DOMINGUE","2014-2015","ARI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
