"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2015-2016","S.J",7,3.3,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2015-2016","FLA",10,0.37,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2015-2016","ARI",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2015-2016","EDM/STL",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2015-2016","T.B",8,3.3,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2015-2016","OTT",11,1.53,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2015-2016","CBJ",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2015-2016","ANA",4,0.78,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2015-2016","DAL",25,0.17,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2015-2016","NYR",12,2,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2015-2016","T.B",33,4.87,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.SCRIVENS","2015-2016","MTL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2015-2016","WSH",33,4.02,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2015-2016","STL",22,4.95,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.PICKARD","2015-2016","COL",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2015-2016","EDM",29,1.1,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2015-2016","CAR",29,3.68,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2015-2016","MTL",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2015-2016","NSH",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2015-2016","BUF",22,1.42,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.GIBSON","2015-2016","NYI",2,0.28,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2015-2016","WPG",17,2.8,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2015-2016","CHI",31,3.48,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2015-2016","N.J",30,2.35,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2015-2016","OTT",31,2.8,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2015-2016","CBJ",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2015-2016","MIN",10,0.1,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2015-2016","MIN",34,2.4,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2015-2016","MTL",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2015-2016","CAR",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2015-2016","ANA",19,2.63,0,0,NA,NA,NA,NA,NA,NA,0
"GARRET.SPARKS","2015-2016","TOR",11,0.45,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2015-2016","NYR",32,0.93,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2015-2016","VAN",15,1.02,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2015-2016","STL",23,1.88,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2015-2016","TOR/S.J",20,1.18,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2015-2016","NYI",16,0.95,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.KASDORF","2015-2016","BUF",1,0.85,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-FRANCOIS.BERUBE","2015-2016","NYI",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2015-2016","PIT",5,2.07,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2015-2016","L.A",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2015-2016","DET",16,0.8,1,0,100,98,2,100,NA,NA,0.02
"JOHN.GIBSON","2015-2016","ANA",23,1.6,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2015-2016","BOS",10,1.25,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2015-2016","CGY",11,1.12,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2015-2016","TOR",17,0.77,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2015-2016","L.A",39,2.95,0,0,NA,NA,NA,NA,NA,NA,0
"JONI.ORTIO","2015-2016","CGY",13,2.37,0,0,NA,NA,NA,NA,NA,NA,0
"JOONAS.KORPISALO","2015-2016","CBJ",16,1.22,0,0,NA,NA,NA,NA,NA,NA,0
"JORDAN.BINNINGTON","2015-2016","STL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUUSE.SAROS","2015-2016","NSH",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2015-2016","DAL",22,1.57,0,0,NA,NA,NA,NA,NA,NA,0
"KARRI.RAMO","2015-2016","CGY",19,2.2,0,0,NA,NA,NA,NA,NA,NA,0
"KEITH.KINKAID","2015-2016","N.J",9,2.88,0,0,NA,NA,NA,NA,NA,NA,0
"LAURENT.BROSSOIT","2015-2016","EDM",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"LINUS.ULLMARK","2015-2016","BUF",12,2,0,0,NA,NA,NA,NA,NA,NA,0
"LOUIS.DOMINGUE","2015-2016","ARI",24,4.45,0,0,NA,NA,NA,NA,NA,NA,0
"MAGNUS.HELLBERG","2015-2016","NYR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2015-2016","PIT",31,2.42,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.JONES","2015-2016","S.J",33,2.58,0,0,NA,NA,NA,NA,NA,NA,0
"MATTHEW.MURRAY","2015-2016","PIT",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.HUTCHINSON","2015-2016","WPG",9,0.12,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.LEIGHTON","2015-2016","CHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2015-2016","PHI",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.CONDON","2015-2016","MTL",30,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2015-2016","ARI",13,2.02,0,0,NA,NA,NA,NA,NA,NA,0
"NIKLAS.TREUTLE","2015-2016","ARI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ONDREJ.PAVELEC","2015-2016","WPG",18,0.75,0,0,NA,NA,NA,NA,NA,NA,0
"PEKKA.RINNE","2015-2016","NSH",37,4.42,1,0,100,99,1,100,NA,NA,0.01
"PETR.MRAZEK","2015-2016","DET",28,0.32,0,0,NA,NA,NA,NA,NA,NA,0
"PHILIPP.GRUBAUER","2015-2016","WSH",11,1.28,0,0,NA,NA,NA,NA,NA,NA,0
"RETO.BERRA","2015-2016","COL",4,0.58,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2015-2016","FLA",34,7.62,1,0,100,91,9,NA,100,NA,0.09
"ROBIN.LEHNER","2015-2016","BUF",11,2.25,0,0,NA,NA,NA,NA,NA,NA,0
"RYAN.MILLER","2015-2016","VAN",26,3.92,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.DARLING","2015-2016","CHI",11,4.77,1,0,100,98,2,100,NA,NA,0.02
"SCOTT.WEDGEWOOD","2015-2016","N.J",2,1.18,0,0,NA,NA,NA,NA,NA,NA,0
"SEMYON.VARLAMOV","2015-2016","COL",33,2.02,0,0,NA,NA,NA,NA,NA,NA,0
"SERGEI.BOBROVSKY","2015-2016","CBJ",21,1.03,0,0,NA,NA,NA,NA,NA,NA,0
"STEVE.MASON","2015-2016","PHI",28,2.5,0,0,NA,NA,NA,NA,NA,NA,0
"THOMAS.GREISS","2015-2016","NYI",22,0.9,0,0,NA,NA,NA,NA,NA,NA,0
"TUUKKA.RASK","2015-2016","BOS",33,1.82,0,0,NA,NA,NA,NA,NA,NA,0
