"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2016-2017","S.J",9,38.25,10,2,80,87.4,-7.4,100,100,60,-0.74
"ALEX.STALOCK","2016-2017","MIN",1,3.93,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2016-2017","MTL",5,18,4,0,100,87.5,12.5,100,100,100,0.5
"ANDERS.NILSSON","2016-2017","BUF",11,42.7,7,0,100,91.29,8.71,100,100,100,0.61
"ANDREI.VASILEVSKIY","2016-2017","T.B",28,145.77,20,1,95,92.45,2.55,100,90,100,0.51
"ANDREW.HAMMOND","2016-2017","OTT",1,3.7,1,0,100,97,3,100,NA,NA,0.03
"ANTHONY.STOLARZ","2016-2017","PHI",3,17.43,3,2,33.33,90.33,-57,NA,50,0,-1.71
"ANTOINE.BIBEAU","2016-2017","TOR",1,9.13,3,0,100,90,10,100,NA,100,0.3
"ANTON.KHUDOBIN","2016-2017","BOS",9,47.62,13,2,84.62,93.54,-8.92,100,100,0,-1.16
"ANTTI.NIEMI","2016-2017","DAL",22,84.78,16,2,87.5,88.38,-0.88,100,100,66.67,-0.14
"ANTTI.RAANTA","2016-2017","NYR",13,59.78,7,0,100,95,5,100,100,100,0.35
"BEN.BISHOP","2016-2017","T.B/L.A",18,85.12,8,2,75,88.38,-13.38,100,100,50,-1.07
"BRADEN.HOLTBY","2016-2017","WSH",37,187.2,20,2,90,88.1,1.9,100,88.89,85.71,0.38
"BRIAN.ELLIOTT","2016-2017","CGY",25,128.2,20,2,90,92.55,-2.55,100,100,50,-0.51
"CALVIN.PICKARD","2016-2017","COL",25,128.88,20,1,95,91.75,3.25,100,90,100,0.65
"CAM.TALBOT","2016-2017","EDM",38,188.08,21,3,85.71,88.62,-2.9,100,83.33,77.78,-0.61
"CAM.WARD","2016-2017","CAR",33,152.72,14,3,78.57,86.79,-8.21,100,80,66.67,-1.15
"CAREY.PRICE","2016-2017","MTL",37,177.02,27,4,85.19,91.85,-6.67,100,87.5,57.14,-1.8
"CARTER.HUTTON","2016-2017","STL",13,53.72,12,1,91.67,91,0.67,100,100,66.67,0.08
"CHAD.JOHNSON","2016-2017","CGY",19,95.87,11,1,90.91,86.18,4.73,100,100,75,0.52
"CONNOR.HELLEBUYCK","2016-2017","WPG",31,165.58,27,3,88.89,91.96,-3.07,100,85.71,60,-0.83
"COREY.CRAWFORD","2016-2017","CHI",27,128.68,17,2,88.24,91.59,-3.35,100,90.91,50,-0.57
"CORY.SCHNEIDER","2016-2017","N.J",33,157.6,23,7,69.57,84.04,-14.48,100,100,46.15,-3.33
"CRAIG.ANDERSON","2016-2017","OTT",20,87.75,10,1,90,88.3,1.7,100,100,75,0.17
"CURTIS.MCELHINNEY","2016-2017","CBJ/TOR",9,42.78,6,1,83.33,89.17,-5.83,100,100,75,-0.35
"DARCY.KUEMPER","2016-2017","MIN",6,24.85,1,0,100,84,16,NA,NA,100,0.16
"DEVAN.DUBNYK","2016-2017","MIN",34,158.32,22,1,95.45,90.05,5.41,100,100,85.71,1.19
"DUSTIN.TOKARSKI","2016-2017","ANA",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2016-2017","CAR",8,36.02,4,1,75,82.5,-7.5,100,100,50,-0.3
"FREDERIK.ANDERSEN","2016-2017","TOR",35,156.93,32,3,90.62,89.5,1.12,100,100,70,0.36
"HENRIK.LUNDQVIST","2016-2017","NYR",31,131.13,13,0,100,88.08,11.92,100,100,100,1.55
"JACK.CAMPBELL","2016-2017","L.A",1,2,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2016-2017","VAN",9,50.5,8,0,100,94.62,5.38,100,100,100,0.43
"JAKE.ALLEN","2016-2017","STL",32,155.67,16,2,87.5,89.5,-2,100,100,66.67,-0.32
"JAMES.REIMER","2016-2017","FLA",20,95.23,10,2,80,87.4,-7.4,100,75,75,-0.74
"JARED.COREAU","2016-2017","DET",5,25.92,6,3,50,89,-39,100,50,0,-2.34
"JAROSLAV.HALAK","2016-2017","NYI",14,69.77,6,1,83.33,70,13.33,100,100,75,0.8
"JEAN-FRANCOIS.BERUBE","2016-2017","NYI",6,27.88,3,0,100,91.33,8.67,100,100,100,0.26
"JEFF.ZATKOFF","2016-2017","L.A",4,10,2,1,50,93,-43,100,NA,0,-0.86
"JEREMY.SMITH","2016-2017","COL",3,12,2,0,100,94,6,100,100,NA,0.12
"JHONAS.ENROTH","2016-2017","TOR",1,2,1,0,100,85,15,NA,NA,100,0.15
"JIMMY.HOWARD","2016-2017","DET",15,80.5,14,1,92.86,86.21,6.64,100,100,83.33,0.93
