"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2016-2017","S.J",7,1.07,2,1,50,74,-24,NA,100,0,-0.48
"ALEX.NEDELJKOVIC","2016-2017","CAR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2016-2017","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2016-2017","MTL",12,11.67,9,1,88.89,82.89,6,NA,100,83.33,0.54
"ANDERS.NILSSON","2016-2017","BUF",11,15.93,15,1,93.33,80.07,13.27,NA,100,90.91,1.99
"ANDREI.VASILEVSKIY","2016-2017","T.B",18,17.93,9,1,88.89,86.44,2.44,NA,83.33,100,0.22
"ANDREW.HAMMOND","2016-2017","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTHONY.STOLARZ","2016-2017","PHI",2,2.73,1,0,100,94,6,NA,100,NA,0.06
"ANTOINE.BIBEAU","2016-2017","TOR",1,2.02,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2016-2017","CBJ",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2016-2017","BOS",7,3.02,1,1,0,86,-86,NA,NA,0,-0.86
"ANTTI.NIEMI","2016-2017","DAL",6,4.17,3,2,33.33,85,-51.67,NA,0,50,-1.55
"ANTTI.RAANTA","2016-2017","NYR",11,10.2,4,1,75,77.25,-2.25,NA,100,66.67,-0.09
"BEN.BISHOP","2016-2017","T.B/L.A",16,11.33,6,2,66.67,85.33,-18.67,NA,100,33.33,-1.12
"BRADEN.HOLTBY","2016-2017","WSH",20,20.88,12,0,100,83.33,16.67,NA,100,100,2
"BRIAN.ELLIOTT","2016-2017","CGY",21,20.38,16,2,87.5,82.12,5.38,NA,100,80,0.86
"CALVIN.PICKARD","2016-2017","COL",16,1.98,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2016-2017","EDM",23,20.73,11,2,81.82,78.18,3.64,NA,100,75,0.4
"CAM.WARD","2016-2017","CAR",22,25.25,19,3,84.21,83.21,1,NA,83.33,84.62,0.19
"CAREY.PRICE","2016-2017","MTL",23,24.48,17,1,94.12,83.65,10.47,NA,83.33,100,1.78
"CARTER.HUTTON","2016-2017","STL",12,2.03,2,0,100,79,21,NA,NA,100,0.42
"CHAD.JOHNSON","2016-2017","CGY",12,6.67,4,0,100,83.75,16.25,NA,100,100,0.65
"CHARLIE.LINDGREN","2016-2017","MTL",1,1.7,1,0,100,90,10,NA,100,NA,0.1
"CHRIS.DRIEDGER","2016-2017","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2016-2017","WPG",14,11.48,8,2,75,76.62,-1.62,NA,NA,75,-0.13
"COREY.CRAWFORD","2016-2017","CHI",18,8.92,5,1,80,83,-3,NA,100,75,-0.15
"CORY.SCHNEIDER","2016-2017","N.J",22,12.62,12,4,66.67,78.83,-12.17,NA,75,62.5,-1.46
"CRAIG.ANDERSON","2016-2017","OTT",15,19.92,13,0,100,81.69,18.31,NA,100,100,2.38
"CURTIS.MCELHINNEY","2016-2017","CBJ/TOR",9,9.28,9,1,88.89,82.33,6.56,NA,75,100,0.59
"DARCY.KUEMPER","2016-2017","MIN",10,8.87,5,2,60,86,-26,NA,100,0,-1.3
"DEVAN.DUBNYK","2016-2017","MIN",20,20.12,13,2,84.62,86.38,-1.77,NA,100,71.43,-0.23
"EDDIE.LACK","2016-2017","CAR",9,6.3,7,2,71.43,86,-14.57,NA,50,80,-1.02
"ERIC.COMRIE","2016-2017","WPG",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2016-2017","TOR",23,24.15,14,4,71.43,85.71,-14.29,NA,85.71,57.14,-2
"HENRIK.LUNDQVIST","2016-2017","NYR",16,15.83,7,0,100,87.14,12.86,NA,100,100,0.9
"JACOB.MARKSTROM","2016-2017","VAN",9,13.02,11,0,100,83.27,16.73,NA,100,100,1.84
"JAKE.ALLEN","2016-2017","STL",19,8.92,4,1,75,84,-9,100,100,50,-0.36
