"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2014-2015","S.J",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2014-2015","FLA",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2014-2015","DAL/BUF",14,1.1,5,2,60,74.6,-14.6,NA,100,33.33,-0.73
"ANDREI.VASILEVSKIY","2014-2015","T.B",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2014-2015","OTT",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREY.MAKAROV","2014-2015","BUF",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2014-2015","CBJ",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2014-2015","CAR",18,0.17,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2014-2015","S.J",29,4.7,12,0,100,79.58,20.42,NA,100,100,2.45
"ANTTI.RAANTA","2014-2015","CHI",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2014-2015","T.B",28,4.1,6,1,83.33,73.33,10,NA,NA,83.33,0.6
"BEN.SCRIVENS","2014-2015","EDM",24,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2014-2015","WSH",37,6.3,13,3,76.92,77,-0.08,NA,66.67,80,-0.01
"BRIAN.ELLIOTT","2014-2015","STL",22,0,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.PICKARD","2014-2015","COL",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2014-2015","NYR",19,4.13,3,1,66.67,78.33,-11.67,NA,100,50,-0.35
"CAM.WARD","2014-2015","CAR",24,0.5,1,0,100,95,5,NA,100,NA,0.05
"CAREY.PRICE","2014-2015","MTL",29,3.68,3,1,66.67,79.67,-13,NA,NA,66.67,-0.39
"CARTER.HUTTON","2014-2015","NSH",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2014-2015","NYI",13,0.17,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2014-2015","CHI",28,2.03,2,1,50,88,-38,NA,0,100,-0.76
"CORY.SCHNEIDER","2014-2015","N.J",35,2.25,1,1,0,82,-82,NA,NA,0,-0.82
"CRAIG.ANDERSON","2014-2015","OTT",18,3.17,3,0,100,74,26,NA,NA,100,0.78
"CURTIS.MCELHINNEY","2014-2015","CBJ",19,1.88,6,2,66.67,78.33,-11.67,NA,100,60,-0.7
"DAN.ELLIS","2014-2015","FLA",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2014-2015","MIN",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2014-2015","ARI/MIN",29,2.95,3,0,100,84,16,NA,100,100,0.48
"DUSTIN.TOKARSKI","2014-2015","MTL",13,1.25,2,0,100,87.5,12.5,NA,100,100,0.25
"EDDIE.LACK","2014-2015","VAN",21,1.75,9,2,77.78,73.89,3.89,NA,100,75,0.35
"EVGENI.NABOKOV","2014-2015","T.B",9,1.12,1,0,100,44,56,NA,NA,100,0.56
"FREDERIK.ANDERSEN","2014-2015","ANA",26,3.7,7,2,71.43,78.43,-7,NA,100,66.67,-0.49
"HENRIK.LUNDQVIST","2014-2015","NYR",20,0.98,2,1,50,87,-37,NA,100,0,-0.74
"ILYA.BRYZGALOV","2014-2015","ANA",6,1.37,1,0,100,91,9,NA,100,NA,0.09
"JACOB.MARKSTROM","2014-2015","VAN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2014-2015","STL",19,1.13,2,0,100,87.5,12.5,NA,100,100,0.25
"JAMES.REIMER","2014-2015","TOR",21,3.43,3,0,100,92,8,NA,100,NA,0.24
"JAROSLAV.HALAK","2014-2015","NYI",25,3.65,9,2,77.78,76,1.78,NA,100,71.43,0.16
"JASON.LABARBERA","2014-2015","ANA",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2014-2015","PIT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2014-2015","BUF/DAL",25,1.8,4,2,50,70.75,-20.75,NA,0,66.67,-0.83
"JIMMY.HOWARD","2014-2015","DET",23,3.1,4,1,75,83.75,-8.75,NA,NA,75,-0.35
"JOHN.CURRY","2014-2015","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2014-2015","ANA",13,1.65,1,0,100,83,17,NA,NA,100,0.17
"JONAS.GUSTAVSSON","2014-2015","DET",6,0.42,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2014-2015","CGY",24,0.42,1,1,0,67,-67,NA,NA,0,-0.67
"JONATHAN.BERNIER","2014-2015","TOR",25,1.93,4,1,75,81.75,-6.75,NA,0,100,-0.27
"JONATHAN.QUICK","2014-2015","L.A",34,0.35,1,1,0,64,-64,NA,NA,0,-0.64
"JONI.ORTIO","2014-2015","CGY",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSSI.RYNNAS","2014-2015","DAL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2014-2015","WSH",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2014-2015","DAL",29,2.65,4,0,100,77,23,NA,100,100,0.92
"KARRI.RAMO","2014-2015","CGY",16,0.85,3,1,66.67,85.67,-19,NA,100,50,-0.57
"KEITH.KINKAID","2014-2015","N.J",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"KEVIN.POULIN","2014-2015","NYI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"LOUIS.DOMINGUE","2014-2015","ARI",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"MACKENZIE.SKAPSKI","2014-2015","NYR",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"MALCOLM.SUBBAN","2014-2015","BOS",1,0,0,0,NA,NA,NA,NA,NA,NA,0
