"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2016-2017","S.J",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2016-2017","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2016-2017","MTL",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2016-2017","BUF",11,1.63,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2016-2017","T.B",27,2.58,4,1,75,76.5,-1.5,NA,100,66.67,-0.06
"ANDREW.HAMMOND","2016-2017","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTHONY.STOLARZ","2016-2017","PHI",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTOINE.BIBEAU","2016-2017","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2016-2017","BOS",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2016-2017","DAL",22,4.23,5,1,80,77.2,2.8,NA,100,66.67,0.14
"ANTTI.RAANTA","2016-2017","NYR",13,0.55,1,1,0,52,-52,NA,NA,0,-0.52
"BEN.BISHOP","2016-2017","T.B/L.A",18,1.72,3,1,66.67,83.67,-17,NA,50,100,-0.51
"BRADEN.HOLTBY","2016-2017","WSH",37,4.15,4,0,100,79,21,NA,NA,100,0.84
"BRIAN.ELLIOTT","2016-2017","CGY",25,5.67,8,2,75,74.5,0.5,NA,100,66.67,0.04
"CALVIN.PICKARD","2016-2017","COL",25,1.77,2,1,50,84.5,-34.5,NA,100,0,-0.69
"CAM.TALBOT","2016-2017","EDM",38,4.72,7,1,85.71,77.29,8.43,NA,100,80,0.59
"CAM.WARD","2016-2017","CAR",33,2.77,6,2,66.67,58.83,7.83,NA,NA,66.67,0.47
"CAREY.PRICE","2016-2017","MTL",37,2.6,4,0,100,83.75,16.25,NA,100,100,0.65
"CARTER.HUTTON","2016-2017","STL",13,0.27,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2016-2017","CGY",19,1.8,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2016-2017","WPG",31,5.25,8,1,87.5,76.88,10.62,NA,0,100,0.85
"COREY.CRAWFORD","2016-2017","CHI",27,2,4,1,75,79.75,-4.75,NA,50,100,-0.19
"CORY.SCHNEIDER","2016-2017","N.J",33,4.05,5,1,80,72,8,NA,100,75,0.4
"CRAIG.ANDERSON","2016-2017","OTT",20,1.12,1,1,0,83,-83,NA,NA,0,-0.83
"CURTIS.MCELHINNEY","2016-2017","CBJ/TOR",9,1.58,3,0,100,84,16,NA,NA,100,0.48
"DARCY.KUEMPER","2016-2017","MIN",6,0.82,1,0,100,89,11,NA,100,NA,0.11
"DEVAN.DUBNYK","2016-2017","MIN",34,0.13,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2016-2017","ANA",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2016-2017","CAR",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2016-2017","TOR",35,4.92,5,1,80,82.8,-2.8,NA,100,75,-0.14
"HENRIK.LUNDQVIST","2016-2017","NYR",31,1.7,0,0,NA,NA,NA,NA,NA,NA,0
"JACK.CAMPBELL","2016-2017","L.A",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2016-2017","VAN",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2016-2017","STL",32,8.22,12,2,83.33,77.42,5.92,NA,100,77.78,0.71
"JAMES.REIMER","2016-2017","FLA",20,0.57,1,0,100,83,17,NA,NA,100,0.17
"JARED.COREAU","2016-2017","DET",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2016-2017","NYI",14,1.2,3,0,100,73,27,NA,100,100,0.81
"JEAN-FRANCOIS.BERUBE","2016-2017","NYI",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2016-2017","L.A",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEREMY.SMITH","2016-2017","COL",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2016-2017","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2016-2017","DET",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2016-2017","ANA",26,2.35,4,1,75,77.75,-2.75,NA,NA,75,-0.11
"JONAS.GUSTAVSSON","2016-2017","EDM",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2016-2017","ANA",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2016-2017","L.A",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOONAS.KORPISALO","2016-2017","CBJ",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUUSE.SAROS","2016-2017","NSH",9,0.27,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2016-2017","DAL",26,2.35,4,2,50,72.25,-22.25,NA,100,33.33,-0.89
"KEITH.KINKAID","2016-2017","N.J",11,1.23,3,1,66.67,78,-11.33,NA,100,50,-0.34
"LAURENT.BROSSOIT","2016-2017","EDM",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"LOUIS.DOMINGUE","2016-2017","ARI",12,0.68,0,0,NA,NA,NA,NA,NA,NA,0
"MAGNUS.HELLBERG","2016-2017","NYR",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"MALCOLM.SUBBAN","2016-2017","BOS",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2016-2017","PIT",20,5.13,12,2,83.33,78.33,5,NA,100,75,0.6
"MAREK.LANGHAMER","2016-2017","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.JONES","2016-2017","S.J",32,0.85,1,0,100,77,23,NA,NA,100,0.23
"MATTHEW.MURRAY","2016-2017","PIT",24,1.53,4,0,100,85.5,14.5,NA,100,100,0.58
"MICHAEL.HUTCHINSON","2016-2017","WPG",13,1.03,4,1,75,80.5,-5.5,NA,100,66.67,-0.22
"MICHAEL.LEIGHTON","2016-2017","CAR",2,0.03,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2016-2017","PHI",14,0.28,1,1,0,87,-87,NA,0,NA,-0.87
"MIKE.CONDON","2016-2017","OTT",20,1.77,4,0,100,76.75,23.25,NA,NA,100,0.93
"MIKE.SMITH","2016-2017","ARI",30,2.3,4,0,100,85.5,14.5,NA,100,100,0.58
"ONDREJ.PAVELEC","2016-2017","WPG",5,0.97,2,2,0,71.5,-71.5,NA,NA,0,-1.43
"PEKKA.RINNE","2016-2017","NSH",34,4.08,3,1,66.67,65.67,1,NA,NA,66.67,0.03
"PETER.BUDAJ","2016-2017","L.A/T.B",27,0.07,0,0,NA,NA,NA,NA,NA,NA,0
"PETR.MRAZEK","2016-2017","DET",24,1.92,6,1,83.33,82,1.33,NA,100,80,0.08
"PHILIPP.GRUBAUER","2016-2017","WSH",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"RETO.BERRA","2016-2017","FLA",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2016-2017","FLA",20,6.02,13,0,100,72.23,27.77,NA,100,100,3.61
"ROBIN.LEHNER","2016-2017","BUF",32,2.02,2,0,100,89,11,NA,100,NA,0.22
"RYAN.MILLER","2016-2017","VAN",32,0,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.DARLING","2016-2017","CHI",15,0,0,0,NA,NA,NA,NA,NA,NA,0
