"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2013-2014","S.J",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2013-2014","WPG",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2013-2014","T.B",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2013-2014","NYI",6,0.22,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2013-2014","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2013-2014","CAR",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2013-2014","S.J",27,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2013-2014","CHI",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2013-2014","T.B",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.SCRIVENS","2013-2014","L.A/EDM",18,3.2,2,0,100,89.5,10.5,NA,100,100,0.21
"BRADEN.HOLTBY","2013-2014","WSH",9,0.72,1,0,100,96,4,100,NA,NA,0.04
"BRIAN.ELLIOTT","2013-2014","STL",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.HEETER","2013-2014","PHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2013-2014","NYR",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2013-2014","CAR",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2013-2014","MTL",22,0,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2013-2014","NSH",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2013-2014","BOS",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2013-2014","CHI",20,0,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2013-2014","N.J",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2013-2014","OTT",18,2,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2013-2014","CBJ",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2013-2014","DAL/FLA",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2013-2014","MIN",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2013-2014","EDM/NSH",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2013-2014","VAN",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"EVGENI.NABOKOV","2013-2014","NYI",18,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2013-2014","ANA",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2013-2014","NYR",26,1.05,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2013-2014","EDM/MIN",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2013-2014","FLA/VAN",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2013-2014","TOR",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2013-2014","STL/WSH",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2013-2014","EDM",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2013-2014","COL",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2013-2014","PIT",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2013-2014","BUF",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2013-2014","DET",15,1.63,0,0,NA,NA,NA,NA,NA,NA,0
"JOEY.MACDONALD","2013-2014","CGY",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2013-2014","ANA",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2013-2014","DET",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2013-2014","ANA",9,0.57,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2013-2014","TOR",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2013-2014","L.A",23,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONI.ORTIO","2013-2014","CGY",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOSH.HARDING","2013-2014","MIN",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2013-2014","CAR",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2013-2014","DAL",22,0.35,0,0,NA,NA,NA,NA,NA,NA,0
"KARRI.RAMO","2013-2014","CGY",7,0,0,0,NA,NA,NA,NA,NA,NA,0
