"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2011-2012","OTT",7,27.95,30,7,76.67,89.43,-12.77,66.67,93.33,55.56,-3.83
"ALLEN.YORK","2011-2012","CBJ",6,15.47,12,2,83.33,91.08,-7.75,100,87.5,50,-0.93
"AL.MONTOYA","2011-2012","NYI",15,74.9,42,6,85.71,85.83,-0.12,100,94.74,75,-0.05
"ANDERS.LINDBACK","2011-2012","NSH",5,14.2,12,2,83.33,91.17,-7.83,NA,90,50,-0.94
"ANDERS.NILSSON","2011-2012","NYI",3,13.63,9,1,88.89,82.44,6.44,100,100,80,0.58
"ANDREW.RAYCROFT","2011-2012","DAL",3,11.98,12,3,75,84.67,-9.67,100,100,57.14,-1.16
"ANTTI.NIEMI","2011-2012","S.J",34,127.07,111,21,81.08,86.61,-5.53,100,93.75,51.43,-6.14
"BEN.BISHOP","2011-2012","OTT",7,35.2,30,1,96.67,89.43,7.23,100,92.86,100,2.17
"BEN.SCRIVENS","2011-2012","TOR",6,13.75,10,1,90,86.4,3.6,NA,80,100,0.36
"BRADEN.HOLTBY","2011-2012","WSH",4,12.17,17,3,82.35,86.29,-3.94,100,100,25,-0.67
"BRAD.THIESSEN","2011-2012","PIT",4,15.42,14,1,92.86,92,0.86,100,88.89,100,0.12
"BRENT.JOHNSON","2011-2012","PIT",4,8.72,4,1,75,88.5,-13.5,100,100,50,-0.54
"BRIAN.BOUCHER","2011-2012","CAR",5,18.85,15,2,86.67,87.8,-1.13,100,100,66.67,-0.17
"BRIAN.ELLIOTT","2011-2012","STL",20,113.48,75,5,93.33,89.35,3.99,95,97.14,85,2.99
"CAM.WARD","2011-2012","CAR",34,144.13,122,14,88.52,88.8,-0.27,95.45,93.94,73.53,-0.33
"CAREY.PRICE","2011-2012","MTL",35,188.45,129,16,87.6,88.79,-1.19,96,90.48,78.05,-1.54
"CHRIS.MASON","2011-2012","WPG",6,33.88,21,4,80.95,87.05,-6.1,100,80,71.43,-1.28
"COREY.CRAWFORD","2011-2012","CHI",30,129.53,112,18,83.93,89.63,-5.71,95.83,91.94,53.85,-6.39
"CORY.SCHNEIDER","2011-2012","VAN",14,66.8,61,4,93.44,87.49,5.95,100,91.67,92.86,3.63
"CRAIG.ANDERSON","2011-2012","OTT",29,144.33,143,19,86.71,89.03,-2.31,95.65,92,73.33,-3.31
"CURTIS.SANFORD","2011-2012","CBJ",15,70.95,57,7,87.72,88.81,-1.09,100,88.24,80,-0.62
"DAN.ELLIS","2011-2012","ANA",5,20.88,22,2,90.91,86,4.91,100,100,71.43,1.08
"DEVAN.DUBNYK","2011-2012","EDM",23,108.97,84,10,88.1,86.95,1.14,92.31,90.7,82.14,0.96
"DREW.MACINTYRE","2011-2012","BUF",1,2,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2011-2012","T.B",4,12.83,9,3,66.67,80.56,-13.89,100,50,66.67,-1.25
"DWAYNE.ROLOSON","2011-2012","T.B",19,85.33,102,16,84.31,87.28,-2.97,94.44,95.24,69.05,-3.03
"EVGENI.NABOKOV","2011-2012","NYI",17,57.72,51,6,88.24,88.18,0.06,87.5,86.96,90,0.03
"HENRIK.KARLSSON","2011-2012","CGY",4,10.57,9,3,66.67,87.56,-20.89,100,75,50,-1.88
"HENRIK.LUNDQVIST","2011-2012","NYR",33,155.37,102,12,88.24,86.38,1.85,100,90.57,83.33,1.89
"IIRO.TARKKI","2011-2012","ANA",1,7.03,1,1,0,85,-85,NA,NA,0,-0.85
"ILYA.BRYZGALOV","2011-2012","PHI",33,183.18,115,17,85.22,84.77,0.45,100,92.86,71.74,0.52
"JACOB.MARKSTROM","2011-2012","FLA",2,5.58,8,0,100,92,8,NA,100,100,0.64
"JAMES.REIMER","2011-2012","TOR",17,78.52,64,14,78.12,85.41,-7.28,100,87.1,61.54,-4.66
"JAROSLAV.HALAK","2011-2012","STL",21,129.03,96,12,87.5,87.35,0.15,87.5,93.62,80.49,0.14
"JASON.LABARBERA","2011-2012","ARI",8,25.68,14,2,85.71,89.07,-3.36,100,87.5,80,-0.47
"JEAN-SEBASTIEN.GIGUERE","2011-2012","COL",16,88.33,50,5,90,88.02,1.98,100,95,80,0.99
"JEFF.DESLAURIERS","2011-2012","ANA",1,4.68,2,0,100,91,9,NA,100,NA,0.18
"JHONAS.ENROTH","2011-2012","BUF",13,81.77,64,7,89.06,90.17,-1.11,85.71,88.89,92.86,-0.71
"JIMMY.HOWARD","2011-2012","DET",32,176.88,138,16,88.41,87.53,0.88,95,90.62,83.33,1.21
"JOEY.MACDONALD","2011-2012","DET",8,47.42,31,3,90.32,88.35,1.97,100,100,66.67,0.61
"JOHAN.HEDBERG","2011-2012","N.J",8,39.15,30,0,100,89.67,10.33,100,100,100,3.1
"JONAS.GUSTAVSSON","2011-2012","TOR",20,68.8,44,2,95.45,91.39,4.07,91.67,100,87.5,1.79
"JONAS.HILLER","2011-2012","ANA",39,209.55,150,14,90.67,87.93,2.74,100,94.12,82.35,4.11
"JONATHAN.BERNIER","2011-2012","L.A",7,51.07,41,5,87.8,91.12,-3.32,92.31,88.24,81.82,-1.36
"JONATHAN.QUICK","2011-2012","L.A",34,198.95,168,15,91.07,88.98,2.1,96.67,95.51,79.59,3.52
