"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"KENT.SIMPSON","2013-2014","CHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"KEVIN.POULIN","2013-2014","NYI",17,1.37,3,0,100,77.33,22.67,NA,NA,100,0.68
"MARC-ANDRE.FLEURY","2013-2014","PIT",30,0.92,2,1,50,74,-24,NA,NA,50,-0.48
"MAREK.MAZANEC","2013-2014","NSH",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BIRON","2013-2014","NYR",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BRODEUR","2013-2014","N.J",17,0.33,1,1,0,69,-69,NA,NA,0,-0.69
"MARTIN.JONES","2013-2014","L.A",12,1.2,3,1,66.67,76.33,-9.67,NA,100,50,-0.29
"MATT.HACKETT","2013-2014","BUF",6,1.5,4,1,75,76,-1,NA,NA,75,-0.04
"MICHAEL.HUTCHINSON","2013-2014","WPG",1,0.97,1,1,0,77,-77,NA,NA,0,-0.77
"MICHAL.NEUVIRTH","2013-2014","WSH/BUF",8,1.3,1,0,100,81,19,NA,NA,100,0.19
"MIKE.MCKENNA","2013-2014","CBJ",2,0.05,1,1,0,63,-63,NA,NA,0,-0.63
"MIKE.SMITH","2013-2014","ARI",30,6.57,13,2,84.62,82.85,1.77,NA,100,75,0.23
"NATHAN.LIEUWEN","2013-2014","BUF",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"NIKLAS.BACKSTROM","2013-2014","MIN",12,2.33,3,1,66.67,68.67,-2,NA,100,50,-0.06
"NIKOLAI.KHABIBULIN","2013-2014","CHI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ONDREJ.PAVELEC","2013-2014","WPG",25,7.37,7,0,100,83.57,16.43,NA,100,100,1.15
"PEKKA.RINNE","2013-2014","NSH",12,1.63,4,0,100,85,15,NA,100,100,0.6
"PETER.BUDAJ","2013-2014","MTL",18,1.47,1,0,100,71,29,NA,NA,100,0.29
"PETR.MRAZEK","2013-2014","DET",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"PHILIPP.GRUBAUER","2013-2014","WSH",9,0.32,1,1,0,88,-88,NA,NA,0,-0.88
"RAY.EMERY","2013-2014","PHI",18,2.67,2,2,0,55.5,-55.5,NA,NA,0,-1.11
"RETO.BERRA","2013-2014","CGY/COL",15,1.7,4,0,100,84,16,NA,100,100,0.64
"RICHARD.BACHMAN","2013-2014","EDM",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2013-2014","VAN/FLA",22,2.85,4,0,100,80,20,NA,NA,100,0.8
"ROBIN.LEHNER","2013-2014","OTT",20,6.2,14,1,92.86,83.14,9.71,NA,100,88.89,1.36
"RYAN.MILLER","2013-2014","BUF/STL",26,2.85,3,0,100,83.33,16.67,NA,NA,100,0.5
"SAMI.AITTOKALLIO","2013-2014","COL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.CLEMMENSEN","2013-2014","FLA",12,0.6,1,0,100,94,6,NA,100,NA,0.06
"SEMYON.VARLAMOV","2013-2014","COL",26,3.12,2,2,0,59,-59,NA,NA,0,-1.18
"SERGEI.BOBROVSKY","2013-2014","CBJ",29,0.33,1,1,0,90,-90,NA,0,NA,-0.9
"STEVE.MASON","2013-2014","PHI",26,5.2,9,2,77.78,65,12.78,NA,NA,77.78,1.15
"THOMAS.GREISS","2013-2014","ARI",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"TIM.THOMAS","2013-2014","FLA/DAL",27,5.73,9,2,77.78,81.11,-3.33,NA,100,66.67,-0.3
"TUUKKA.RASK","2013-2014","BOS",26,2.98,3,0,100,76.33,23.67,NA,NA,100,0.71
"VIKTOR.FASTH","2013-2014","ANA/EDM",7,1.4,1,0,100,90,10,NA,100,NA,0.1
