"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",9,43.7,37,1,97.3,86.68,10.62,100,100,94.12,3.93
"ADIN.HILL","2017-2018","ARI",1,2.13,2,1,50,62.5,-12.5,NA,100,0,-0.25
"ALEX.STALOCK","2017-2018","MIN",7,42.78,37,1,97.3,84.19,13.11,100,100,93.33,4.85
"ANDERS.NILSSON","2017-2018","VAN",6,27.33,26,4,84.62,87.92,-3.31,66.67,88.24,83.33,-0.86
"ANDREI.VASILEVSKIY","2017-2018","T.B",21,100.68,84,11,86.9,89.12,-2.21,86.67,95.45,72,-1.86
"ANTON.FORSBERG","2017-2018","CHI",6,19.02,25,3,88,80,8,100,100,75,2
"ANTON.KHUDOBIN","2017-2018","BOS",7,38.45,31,5,83.87,85.13,-1.26,100,100,64.29,-0.39
"ANTTI.NIEMI","2017-2018","FLA/MTL",4,10.93,8,2,75,85.88,-10.88,NA,80,66.67,-0.87
"ANTTI.RAANTA","2017-2018","ARI",14,42.63,35,5,85.71,86.03,-0.31,100,85,84.62,-0.11
"BEN.BISHOP","2017-2018","DAL",22,109.15,94,9,90.43,87.33,3.1,90,92.31,87.5,2.91
"BRADEN.HOLTBY","2017-2018","WSH",21,103.7,88,10,88.64,85.77,2.86,100,100,72.97,2.52
"BRIAN.ELLIOTT","2017-2018","PHI",18,54,42,11,73.81,86.67,-12.86,33.33,83.33,66.67,-5.4
"CAM.TALBOT","2017-2018","EDM",19,74.63,82,21,74.39,82.85,-8.46,100,85.37,53.12,-6.94
"CAM.WARD","2017-2018","CAR",10,45.28,38,4,89.47,89.13,0.34,87.5,95.24,77.78,0.13
"CAREY.PRICE","2017-2018","MTL",19,79.4,58,5,91.38,86.78,4.6,100,93.94,85,2.67
"CARTER.HUTTON","2017-2018","STL",10,24.7,28,2,92.86,84.25,8.61,100,100,84.62,2.41
"CASEY.DESMITH","2017-2018","PIT",1,2,1,0,100,95,5,NA,100,NA,0.05
"CHAD.JOHNSON","2017-2018","BUF",7,28.95,22,2,90.91,88.41,2.5,100,91.67,85.71,0.55
"CHARLIE.LINDGREN","2017-2018","MTL",6,31.6,29,3,89.66,82.59,7.07,100,100,82.35,2.05
"CONNOR.HELLEBUYCK","2017-2018","WPG",20,96.83,99,8,91.92,85.89,6.03,100,98.04,78.79,5.97
"COREY.CRAWFORD","2017-2018","CHI",15,71.42,58,6,89.66,84.83,4.83,100,91.67,83.33,2.8
"CORY.SCHNEIDER","2017-2018","N.J",19,106.08,104,13,87.5,85.79,1.71,100,93.88,78.26,1.78
"CRAIG.ANDERSON","2017-2018","OTT",20,80.55,81,13,83.95,86.36,-2.41,100,90.48,67.86,-1.95
"CURTIS.MCELHINNEY","2017-2018","TOR",3,13.03,12,1,91.67,88.83,2.83,NA,100,80,0.34
"DARCY.KUEMPER","2017-2018","L.A",5,20.98,14,1,92.86,80.86,12,100,100,83.33,1.68
"DAVID.RITTICH","2017-2018","CGY",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2017-2018","MIN",18,90.1,69,5,92.75,89.19,3.57,100,95,80,2.46
"EDDIE.LACK","2017-2018","CGY",2,1.87,2,1,50,94,-44,NA,50,NA,-0.88
"FREDERIK.ANDERSEN","2017-2018","TOR",19,95.85,76,11,85.53,86.46,-0.93,75,92.86,76.67,-0.71
"HENRIK.LUNDQVIST","2017-2018","NYR",24,97.77,82,10,87.8,85.6,2.21,100,89.74,84.62,1.81
"JACOB.MARKSTROM","2017-2018","VAN",17,82.63,70,9,87.14,88.59,-1.44,100,84.38,80.95,-1.01
"JAKE.ALLEN","2017-2018","STL",19,89.7,75,9,88,86.04,1.96,100,89.74,82.76,1.47
"JAMES.REIMER","2017-2018","FLA",15,68.1,66,8,87.88,87.35,0.53,100,85,89.47,0.35
"JAROSLAV.HALAK","2017-2018","NYI",15,70.87,72,8,88.89,87.85,1.04,100,93.33,76.19,0.75
"JEFF.GLASS","2017-2018","CHI",4,16.92,12,0,100,87.5,12.5,NA,100,100,1.5
"JIMMY.HOWARD","2017-2018","DET",23,104.78,94,11,88.3,82.81,5.49,100,87.5,85.71,5.16
"JOHN.GIBSON","2017-2018","ANA",22,123.38,127,16,87.4,85.51,1.89,100,91.78,78.72,2.4
"JONATHAN.BERNIER","2017-2018","COL",14,74.8,76,5,93.42,90.12,3.3,94.44,97.73,78.57,2.51
"JONATHAN.QUICK","2017-2018","L.A",19,114.42,94,11,88.3,85.87,2.43,100,90.2,82.86,2.28
"JOONAS.KORPISALO","2017-2018","CBJ",7,33.6,21,1,95.24,91.43,3.81,100,92.31,100,0.8
"JUUSE.SAROS","2017-2018","NSH",4,25.72,33,3,90.91,87.09,3.82,100,86.36,100,1.26
"KARI.LEHTONEN","2017-2018","DAL",4,12.88,15,2,86.67,89.53,-2.87,100,81.82,100,-0.43
"KEITH.KINKAID","2017-2018","N.J",3,23.87,10,0,100,83.6,16.4,NA,100,100,1.64
"LAURENT.BROSSOIT","2017-2018","EDM",5,23.32,20,8,60,78.4,-18.4,50,62.5,60,-3.68
"LINUS.ULLMARK","2017-2018","BUF",1,1.32,3,1,66.67,93.67,-27,NA,66.67,NA,-0.81
"LOUIS.DOMINGUE","2017-2018","ARI",3,7.9,7,4,42.86,81.14,-38.29,50,50,0,-2.68
"MALCOLM.SUBBAN","2017-2018","VGK",9,37.22,31,4,87.1,87,0.1,100,85.71,87.5,0.03
"MARC-ANDRE.FLEURY","2017-2018","VGK",9,42.18,33,2,93.94,88.61,5.33,100,92.86,92.31,1.76
"MAREK.LANGHAMER","2017-2018","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.JONES","2017-2018","S.J",16,65.6,66,6,90.91,85.14,5.77,100,93.75,85.71,3.81
"MATTHEW.MURRAY","2017-2018","PIT",15,61,61,8,86.89,86.16,0.72,83.33,92.59,82.14,0.44
"MAXIME.LAGACE","2017-2018","VGK",3,15.35,18,2,88.89,91.61,-2.72,100,84.62,100,-0.49
"MICHAL.NEUVIRTH","2017-2018","PHI",9,40.53,39,8,79.49,82.26,-2.77,88.89,90.91,68.42,-1.08
"MIKE.CONDON","2017-2018","OTT",7,35.6,41,8,80.49,87.37,-6.88,100,87.5,61.54,-2.82
"MIKE.SMITH","2017-2018","CGY",24,109.9,100,14,86,88.02,-2.02,100,87.23,77.14,-2.02
"ONDREJ.PAVELEC","2017-2018","NYR",6,24.67,18,1,94.44,88.06,6.39,100,90,100,1.15
"OSCAR.DANSK","2017-2018","VGK",3,11.62,9,0,100,88.33,11.67,NA,100,100,1.05
"PEKKA.RINNE","2017-2018","NSH",19,96.3,83,14,83.13,86.02,-2.89,100,97.3,61.76,-2.4
"PETER.BUDAJ","2017-2018","T.B",3,14.38,21,4,80.95,89.43,-8.48,100,90,57.14,-1.78
"PETR.MRAZEK","2017-2018","DET",5,15.35,13,1,92.31,87.85,4.46,100,100,80,0.58
"PHILIPP.GRUBAUER","2017-2018","WSH",5,22.62,26,3,88.46,87.73,0.73,100,83.33,90.91,0.19
"RETO.BERRA","2017-2018","ANA",1,4,4,0,100,88.5,11.5,NA,100,100,0.46
