"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2015-2016","S.J",6,1.95,1,0,100,90,10,NA,100,NA,0.1
"AL.MONTOYA","2015-2016","FLA",15,0.23,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2015-2016","ARI",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2015-2016","EDM/STL",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2015-2016","T.B",16,1.27,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2015-2016","OTT",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2015-2016","CBJ",2,3.08,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2015-2016","ANA",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2015-2016","DAL",23,1.3,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2015-2016","NYR",13,0.43,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2015-2016","T.B",28,3.87,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.SCRIVENS","2015-2016","MTL",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2015-2016","WSH",33,1.52,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2015-2016","STL",20,0.07,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.PICKARD","2015-2016","COL",11,3.28,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2015-2016","EDM",27,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2015-2016","CAR",23,0.68,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2015-2016","MTL",7,1.08,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2015-2016","NSH",13,2.77,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2015-2016","BUF",23,2.05,0,0,NA,NA,NA,NA,NA,NA,0
"CHARLIE.LINDGREN","2015-2016","MTL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.DRIEDGER","2015-2016","OTT",1,0.57,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.GIBSON","2015-2016","NYI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2015-2016","WPG",9,0.9,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2015-2016","CHI",27,3.93,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2015-2016","N.J",28,3.85,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2015-2016","OTT",29,1.08,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2015-2016","CBJ",11,0.35,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2015-2016","MIN",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2015-2016","MIN",33,2.35,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2015-2016","MTL",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2015-2016","CAR",21,0.72,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2015-2016","ANA",24,0.9,0,0,NA,NA,NA,NA,NA,NA,0
"GARRET.SPARKS","2015-2016","TOR",6,0.08,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2015-2016","NYR",33,1.68,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2015-2016","VAN",17,0.97,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2015-2016","STL",24,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2015-2016","TOR/S.J",20,2.17,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2015-2016","NYI",20,0.73,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-FRANCOIS.BERUBE","2015-2016","NYI",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2015-2016","PIT",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2015-2016","L.A",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2015-2016","DET",21,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2015-2016","ANA",17,1.37,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2015-2016","BOS",14,0.15,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2015-2016","CGY",15,1.85,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2015-2016","TOR",21,2.92,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2015-2016","L.A",29,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONI.ORTIO","2015-2016","CGY",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOONAS.KORPISALO","2015-2016","CBJ",15,1.53,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2015-2016","DAL",21,0.7,0,0,NA,NA,NA,NA,NA,NA,0
"KARRI.RAMO","2015-2016","CGY",18,2.17,0,0,NA,NA,NA,NA,NA,NA,0
"KEITH.KINKAID","2015-2016","N.J",14,1.28,0,0,NA,NA,NA,NA,NA,NA,0
"KRISTERS.GUDLEVSKIS","2015-2016","T.B",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"LAURENT.BROSSOIT","2015-2016","EDM",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"LINUS.ULLMARK","2015-2016","BUF",8,2.58,0,0,NA,NA,NA,NA,NA,NA,0
"LOUIS.DOMINGUE","2015-2016","ARI",15,3.42,2,1,50,71.5,-21.5,NA,NA,50,-0.43
"MARC-ANDRE.FLEURY","2015-2016","PIT",27,2.4,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.JONES","2015-2016","S.J",32,2.08,0,0,NA,NA,NA,NA,NA,NA,0
"MATTHEW.MURRAY","2015-2016","PIT",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.HUTCHINSON","2015-2016","WPG",21,0.05,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2015-2016","PHI",18,2.97,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.CONDON","2015-2016","MTL",24,0.97,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2015-2016","ARI",19,3.07,0,0,NA,NA,NA,NA,NA,NA,0
"NIKLAS.BACKSTROM","2015-2016","CGY",4,0.12,0,0,NA,NA,NA,NA,NA,NA,0
"ONDREJ.PAVELEC","2015-2016","WPG",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"PEKKA.RINNE","2015-2016","NSH",29,0,0,0,NA,NA,NA,NA,NA,NA,0
"PETER.BUDAJ","2015-2016","L.A",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"PETR.MRAZEK","2015-2016","DET",25,0,0,0,NA,NA,NA,NA,NA,NA,0
"PHEONIX.COPLEY","2015-2016","STL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"PHILIPP.GRUBAUER","2015-2016","WSH",11,1.02,0,0,NA,NA,NA,NA,NA,NA,0
"RETO.BERRA","2015-2016","COL",10,3.27,1,0,100,41,59,NA,NA,100,0.59
"RICHARD.BACHMAN","2015-2016","VAN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2015-2016","FLA",28,5.78,0,0,NA,NA,NA,NA,NA,NA,0
"ROBIN.LEHNER","2015-2016","BUF",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROMAN.WILL","2015-2016","COL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"RYAN.MILLER","2015-2016","VAN",25,3.37,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.DARLING","2015-2016","CHI",18,0.78,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.WEDGEWOOD","2015-2016","N.J",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"SEMYON.VARLAMOV","2015-2016","COL",24,1.12,0,0,NA,NA,NA,NA,NA,NA,0
"SERGEI.BOBROVSKY","2015-2016","CBJ",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"STEVE.MASON","2015-2016","PHI",26,1.93,0,0,NA,NA,NA,NA,NA,NA,0
"THOMAS.GREISS","2015-2016","NYI",18,1.88,0,0,NA,NA,NA,NA,NA,NA,0
"TUUKKA.RASK","2015-2016","BOS",31,0.87,0,0,NA,NA,NA,NA,NA,NA,0
"YANN.DANIS","2015-2016","N.J",2,0,0,0,NA,NA,NA,NA,NA,NA,0
