"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",11,1.17,0,0,NA,NA,NA,NA,NA,NA,0
"ADIN.HILL","2017-2018","ARI",2,0.28,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2017-2018","MIN",12,1.27,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2017-2018","MTL/EDM",6,0.07,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2017-2018","VAN",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2017-2018","T.B",18,2.9,1,0,100,84,16,NA,NA,100,0.16
"ANTON.FORSBERG","2017-2018","CHI",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2017-2018","BOS",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2017-2018","PIT/MTL",6,1.08,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2017-2018","ARI",12,2.97,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2017-2018","DAL",15,1.48,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2017-2018","WSH",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2017-2018","PHI",19,0.83,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.PICKARD","2017-2018","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2017-2018","EDM",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2017-2018","CAR",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2017-2018","MTL",14,1.15,1,0,100,77,23,NA,NA,100,0.23
"CARTER.HUTTON","2017-2018","STL",8,2.58,0,0,NA,NA,NA,NA,NA,NA,0
"CASEY.DESMITH","2017-2018","PIT",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2017-2018","BUF",10,0.15,0,0,NA,NA,NA,NA,NA,NA,0
"CHARLIE.LINDGREN","2017-2018","MTL",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2017-2018","WPG",19,0.37,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2017-2018","CHI",13,2.6,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2017-2018","N.J",14,1.08,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2017-2018","OTT",14,1.6,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2017-2018","TOR",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2017-2018","L.A",5,0.38,0,0,NA,NA,NA,NA,NA,NA,0
"DAVID.RITTICH","2017-2018","CGY",5,0.98,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2017-2018","MIN",13,1.62,0,0,NA,NA,NA,NA,NA,NA,0
"DYLAN.FERGUSON","2017-2018","VGK",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2017-2018","CGY",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ERIC.COMRIE","2017-2018","WPG",1,2.45,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2017-2018","TOR",21,1.53,0,0,NA,NA,NA,NA,NA,NA,0
"HARRI.SATERI","2017-2018","FLA",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2017-2018","NYR",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2017-2018","VAN",16,1.55,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2017-2018","STL",17,2.67,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2017-2018","FLA",16,1.13,1,0,100,96,4,100,NA,NA,0.04
"JAROSLAV.HALAK","2017-2018","NYI",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.GLASS","2017-2018","CHI",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"J.F..BERUBE","2017-2018","CHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2017-2018","DET",13,2.17,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2017-2018","ANA",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2017-2018","COL",7,0.85,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2017-2018","L.A",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"JON.GILLIES","2017-2018","CGY",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOONAS.KORPISALO","2017-2018","CBJ",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUUSE.SAROS","2017-2018","NSH",8,0.93,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2017-2018","DAL",11,1.72,0,0,NA,NA,NA,NA,NA,NA,0
"KEITH.KINKAID","2017-2018","N.J",11,0.13,0,0,NA,NA,NA,NA,NA,NA,0
"KEN.APPLEBY","2017-2018","N.J",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"LAURENT.BROSSOIT","2017-2018","EDM",8,2,1,0,100,82,18,NA,NA,100,0.18
"LOUIS.DOMINGUE","2017-2018","ARI/T.B",5,0.58,0,0,NA,NA,NA,NA,NA,NA,0
"MALCOLM.SUBBAN","2017-2018","VGK",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2017-2018","VGK",7,2.55,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.JONES","2017-2018","S.J",15,1.73,0,0,NA,NA,NA,NA,NA,NA,0
"MATTHEW.MURRAY","2017-2018","PIT",16,2.02,0,0,NA,NA,NA,NA,NA,NA,0
"MAXIME.LAGACE","2017-2018","VGK",11,1.2,1,0,100,91,9,NA,100,NA,0.09
"MICHAL.NEUVIRTH","2017-2018","PHI",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.CONDON","2017-2018","OTT",8,0.97,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2017-2018","CGY",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"ONDREJ.PAVELEC","2017-2018","NYR",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"OSCAR.DANSK","2017-2018","VGK",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"PEKKA.RINNE","2017-2018","NSH",15,2.82,0,0,NA,NA,NA,NA,NA,NA,0
"PETER.BUDAJ","2017-2018","T.B",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"PETR.MRAZEK","2017-2018","DET",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"PHILIPP.GRUBAUER","2017-2018","WSH",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"RETO.BERRA","2017-2018","ANA",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2017-2018","FLA",7,1.02,0,0,NA,NA,NA,NA,NA,NA,0
"ROBIN.LEHNER","2017-2018","BUF",18,0.78,0,0,NA,NA,NA,NA,NA,NA,0
"RYAN.MILLER","2017-2018","ANA",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.DARLING","2017-2018","CAR",16,1.27,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.WEDGEWOOD","2017-2018","ARI",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"SEMYON.VARLAMOV","2017-2018","COL",12,0.3,0,0,NA,NA,NA,NA,NA,NA,0
"SERGEI.BOBROVSKY","2017-2018","CBJ",20,0,0,0,NA,NA,NA,NA,NA,NA,0
"STEVE.MASON","2017-2018","WPG",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"THOMAS.GREISS","2017-2018","NYI",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"TRISTAN.JARRY","2017-2018","PIT",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"TUUKKA.RASK","2017-2018","BOS",13,0,0,0,NA,NA,NA,NA,NA,NA,0
