"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2014-2015","S.J",10,8.9,4,0,100,87.5,12.5,100,NA,100,0.5
"AL.MONTOYA","2014-2015","FLA",9,9.22,4,1,75,96.5,-21.5,100,0,NA,-0.86
"ANDERS.LINDBACK","2014-2015","DAL/BUF",12,15.62,15,1,93.33,90.4,2.93,100,100,80,0.44
"ANDREI.VASILEVSKIY","2014-2015","T.B",7,13.98,7,1,85.71,87.86,-2.14,100,100,66.67,-0.15
"ANDREW.HAMMOND","2014-2015","OTT",12,23.55,11,0,100,91.09,8.91,100,100,100,0.98
"ANTON.FORSBERG","2014-2015","CBJ",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2014-2015","CAR",15,36.92,14,2,85.71,90.93,-5.21,100,80,80,-0.73
"ANTTI.NIEMI","2014-2015","S.J",32,59.17,39,4,89.74,92.72,-2.97,100,95,40,-1.16
"ANTTI.RAANTA","2014-2015","CHI",9,5.87,5,0,100,88.8,11.2,100,100,100,0.56
"BEN.BISHOP","2014-2015","T.B",33,53.77,19,0,100,95.16,4.84,100,100,NA,0.92
"BEN.SCRIVENS","2014-2015","EDM",32,38.65,23,2,91.3,88.48,2.83,100,100,80,0.65
"BRADEN.HOLTBY","2014-2015","WSH",36,64.47,27,1,96.3,92.85,3.44,100,92.86,100,0.93
"BRIAN.ELLIOTT","2014-2015","STL",23,46.58,22,2,90.91,91.14,-0.23,100,93.33,66.67,-0.05
"CALVIN.PICKARD","2014-2015","COL",9,10.4,6,1,83.33,86.17,-2.83,NA,66.67,100,-0.17
"CAM.TALBOT","2014-2015","NYR",16,19.3,11,1,90.91,90.55,0.36,100,83.33,100,0.04
"CAM.WARD","2014-2015","CAR",27,44.37,27,1,96.3,91.96,4.33,100,100,66.67,1.17
"CAREY.PRICE","2014-2015","MTL",37,68.1,37,1,97.3,92.95,4.35,100,100,85.71,1.61
