"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2010-2011","MTL",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2010-2011","NYI",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2010-2011","NSH",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.RAYCROFT","2010-2011","DAL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTERO.NIITTYMAKI","2010-2011","S.J",9,1.9,2,0,100,92,8,NA,100,NA,0.16
"ANTTI.NIEMI","2010-2011","S.J",18,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2010-2011","STL",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2010-2011","WSH",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRENT.JOHNSON","2010-2011","PIT",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.BOUCHER","2010-2011","PHI",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2010-2011","OTT/COL",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2010-2011","CAR",24,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2010-2011","MTL",25,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2010-2011","NYR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.MASON","2010-2011","ATL",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.OSGOOD","2010-2011","DET",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2010-2011","CHI",20,0,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2010-2011","VAN",10,0.45,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2010-2011","COL/OTT",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2010-2011","ANA/OTT",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2010-2011","T.B/ANA",16,0.17,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2010-2011","EDM",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"DWAYNE.ROLOSON","2010-2011","NYI/T.B",17,0.57,1,0,100,91,9,NA,100,NA,0.09
"HENRIK.KARLSSON","2010-2011","CGY",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2010-2011","NYR",25,0,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2010-2011","ARI",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2010-2011","FLA",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2010-2011","TOR",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2010-2011","STL",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2010-2011","ARI",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2010-2011","TOR",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2010-2011","BUF",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2010-2011","DET",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOEY.MACDONALD","2010-2011","DET",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHAN.HEDBERG","2010-2011","N.J",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2010-2011","TOR",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2010-2011","ANA",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2010-2011","L.A",7,2,1,0,100,95,5,NA,100,NA,0.05
"JONATHAN.QUICK","2010-2011","L.A",20,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOSE.THEODORE","2010-2011","MIN",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2010-2011","CAR",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2010-2011","DAL",23,0,0,0,NA,NA,NA,NA,NA,NA,0
"KEVIN.POULIN","2010-2011","NYI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2010-2011","PIT",19,0.62,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BIRON","2010-2011","NYR",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BRODEUR","2010-2011","N.J",21,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTY.TURCO","2010-2011","CHI",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"MATHIEU.GARON","2010-2011","CBJ",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"MATT.CLIMIE","2010-2011","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.LEIGHTON","2010-2011","PHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2010-2011","WSH",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIIKKA.KIPRUSOFF","2010-2011","CGY",18,1.3,1,0,100,86,14,NA,NA,100,0.14
"MIKE.MCKENNA","2010-2011","N.J",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2010-2011","T.B",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKKO.KOSKINEN","2010-2011","NYI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"NATHAN.LAWSON","2010-2011","NYI",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"NIKLAS.BACKSTROM","2010-2011","MIN",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"NIKOLAI.KHABIBULIN","2010-2011","EDM",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"ONDREJ.PAVELEC","2010-2011","ATL",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"PASCAL.LECLAIRE","2010-2011","OTT",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"PATRICK.LALIME","2010-2011","BUF",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"PEKKA.RINNE","2010-2011","NSH",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"PETER.BUDAJ","2010-2011","COL",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"RAY.EMERY","2010-2011","ANA",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"RICHARD.BACHMAN","2010-2011","DAL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"RICK.DIPIETRO","2010-2011","NYI",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2010-2011","VAN",20,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBIN.LEHNER","2010-2011","OTT",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"RYAN.MILLER","2010-2011","BUF",25,0.25,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.CLEMMENSEN","2010-2011","FLA",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"SEMYON.VARLAMOV","2010-2011","WSH",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"SERGEI.BOBROVSKY","2010-2011","PHI",16,1.23,0,0,NA,NA,NA,NA,NA,NA,0
