"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2010-2011","MTL",11,382.75,178,12,93.26,91.83,1.43,97.1,94.59,82.86,2.54
"AL.MONTOYA","2010-2011","NYI",7,291.37,161,13,91.93,91.38,0.55,97.22,96.36,73.53,0.88
"ANDERS.LINDBACK","2010-2011","NSH",13,593.32,309,24,92.23,92.9,-0.67,99.21,88.49,83.72,-2.06
"ANDREW.RAYCROFT","2010-2011","DAL",13,492.17,266,32,87.97,92.32,-4.35,96.64,87.38,65.91,-11.58
"ANTERO.NIITTYMAKI","2010-2011","S.J",12,521.75,219,19,91.32,91.54,-0.21,97.62,89.89,82.61,-0.47
"ANTON.KHUDOBIN","2010-2011","MIN",2,55.37,27,1,96.3,93.81,2.48,100,92.31,100,0.67
"ANTTI.NIEMI","2010-2011","S.J",31,1415.85,672,51,92.41,93.15,-0.74,97.17,91.98,77.17,-4.95
"BEN.BISHOP","2010-2011","STL",3,141.12,66,6,90.91,91.86,-0.95,95,88.57,90.91,-0.63
"BRADEN.HOLTBY","2010-2011","WSH",8,319.35,121,12,90.08,92.27,-2.19,97.83,92.86,63.16,-2.65
"BRENT.JOHNSON","2010-2011","PIT",15,647.62,307,21,93.16,92.58,0.58,96.99,92.42,83.33,1.79
"BRIAN.BOUCHER","2010-2011","PHI",20,866.88,439,35,92.03,92.87,-0.84,96.45,91.35,78.95,-3.68
"BRIAN.ELLIOTT","2010-2011","OTT/COL",26,1073.67,555,61,89.01,92.31,-3.3,95.45,91.47,68.63,-18.34
"CAM.WARD","2010-2011","CAR",35,1494.37,879,58,93.4,92.24,1.16,99.4,93.43,80,10.19
"CAREY.PRICE","2010-2011","MTL",34,1509.55,754,61,91.91,92.02,-0.11,99.01,90.09,79.84,-0.81
"CHAD.JOHNSON","2010-2011","NYR",1,15.85,10,2,80,91.8,-11.8,100,66.67,66.67,-1.18
"CHRIS.MASON","2010-2011","ATL",18,661.93,384,37,90.36,91.53,-1.16,96.08,92.21,75.32,-4.47
"CHRIS.OSGOOD","2010-2011","DET",7,323.65,139,14,89.93,92.93,-3,94.55,88.06,82.35,-4.17
"COREY.CRAWFORD","2010-2011","CHI",27,1234.42,587,44,92.5,92.36,0.14,96.14,91.03,86.67,0.82
"CORY.SCHNEIDER","2010-2011","VAN",15,623.62,310,16,94.84,91.67,3.17,98.26,94.85,88.14,9.82
"CRAIG.ANDERSON","2010-2011","COL/OTT",24,1054.58,593,40,93.25,92.57,0.69,98.73,95.2,71.76,4.07
"CURTIS.MCELHINNEY","2010-2011","ANA/OTT",20,757.97,376,39,89.63,91.88,-2.25,99.22,88.89,70.69,-8.45
"DAN.ELLIS","2010-2011","T.B/ANA",22,866.43,372,39,89.52,92.39,-2.87,96.69,89.02,71.93,-10.68
"DEVAN.DUBNYK","2010-2011","EDM",19,885.13,478,33,93.1,92.15,0.95,99.45,92.09,81.48,4.52
