"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2013-2014","S.J",8,18.55,13,1,92.31,94.69,-2.38,100,83.33,100,-0.31
"AL.MONTOYA","2013-2014","WPG",10,10.75,7,0,100,90.86,9.14,100,100,100,0.64
"ANDERS.LINDBACK","2013-2014","T.B",10,7.6,6,1,83.33,91.33,-8,100,100,50,-0.48
"ANDERS.NILSSON","2013-2014","NYI",9,18.75,7,2,71.43,85.43,-14,NA,100,50,-0.98
"ANDREW.HAMMOND","2013-2014","OTT",1,1.22,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2013-2014","CAR",20,17.17,8,1,87.5,92.62,-5.12,75,100,100,-0.41
"ANTTI.NIEMI","2013-2014","S.J",35,75.07,42,2,95.24,92.21,3.02,100,95,88.89,1.27
"ANTTI.RAANTA","2013-2014","CHI",9,12.07,2,0,100,93,7,100,100,NA,0.14
"BEN.BISHOP","2013-2014","T.B",31,67.48,32,2,93.75,93.53,0.22,100,86.67,100,0.07
"BEN.SCRIVENS","2013-2014","L.A/EDM",19,27.12,19,3,84.21,91.74,-7.53,100,83.33,66.67,-1.43
"BRADEN.HOLTBY","2013-2014","WSH",23,44.47,32,4,87.5,90.75,-3.25,100,82.35,83.33,-1.04
"BRIAN.ELLIOTT","2013-2014","STL",13,24.95,15,0,100,89.13,10.87,100,100,100,1.63
"CALVIN.HEETER","2013-2014","PHI",1,5,4,0,100,96.25,3.75,100,100,NA,0.15
"CAM.TALBOT","2013-2014","NYR",8,18.03,8,0,100,92.88,7.12,100,100,100,0.57
"CAM.WARD","2013-2014","CAR",13,21.87,15,1,93.33,91.6,1.73,100,100,50,0.26
"CAREY.PRICE","2013-2014","MTL",37,50.87,34,2,94.12,90.44,3.68,100,100,77.78,1.25
"CARTER.HUTTON","2013-2014","NSH",15,23.43,12,1,91.67,92.08,-0.42,100,85.71,100,-0.05
"CHAD.JOHNSON","2013-2014","BOS",9,13.28,7,0,100,94.57,5.43,100,100,NA,0.38
"CONNOR.KNAPP","2013-2014","BUF",1,7,2,0,100,97,3,100,NA,NA,0.06
"COREY.CRAWFORD","2013-2014","CHI",32,61.28,20,1,95,95.15,-0.15,90,100,NA,-0.03
"CORY.SCHNEIDER","2013-2014","N.J",20,34.53,15,1,93.33,90.8,2.53,100,100,83.33,0.38
"CRAIG.ANDERSON","2013-2014","OTT",28,40.75,30,2,93.33,93.5,-0.17,100,93.33,50,-0.05
"CURTIS.MCELHINNEY","2013-2014","CBJ",13,18.83,14,1,92.86,91.21,1.64,100,100,66.67,0.23
"DAN.ELLIS","2013-2014","DAL/FLA",10,10.73,9,2,77.78,92.78,-15,100,60,100,-1.35
"DARCY.KUEMPER","2013-2014","MIN",12,21.95,11,0,100,93.18,6.82,100,100,100,0.75
"DEVAN.DUBNYK","2013-2014","EDM/NSH",14,27.27,11,1,90.91,93.36,-2.45,100,100,0,-0.27
"EDDIE.LACK","2013-2014","VAN",17,34.23,15,0,100,90.33,9.67,100,100,100,1.45
"EVGENI.NABOKOV","2013-2014","NYI",23,41.07,25,2,92,90.68,1.32,100,92.86,83.33,0.33
"FREDERIK.ANDERSEN","2013-2014","ANA",14,12.63,4,1,75,90,-15,NA,100,0,-0.6
"HENRIK.LUNDQVIST","2013-2014","NYR",34,49.58,32,4,87.5,87.56,-0.06,100,92.31,75,-0.02
"ILYA.BRYZGALOV","2013-2014","EDM/MIN",12,26.83,16,2,87.5,91.25,-3.75,100,83.33,75,-0.6
"JACOB.MARKSTROM","2013-2014","FLA/VAN",9,21.1,8,2,75,89.88,-14.88,100,100,0,-1.19
"JAMES.REIMER","2013-2014","TOR",17,25,14,0,100,91.5,8.5,100,100,100,1.19
"JAROSLAV.HALAK","2013-2014","STL/WSH",28,50.45,20,1,95,92.3,2.7,87.5,100,100,0.54
"JASON.LABARBERA","2013-2014","EDM",3,5,3,0,100,96.67,3.33,100,100,NA,0.1
"JEAN-SEBASTIEN.GIGUERE","2013-2014","COL",6,4.28,2,0,100,90,10,NA,100,NA,0.2
"JEFF.ZATKOFF","2013-2014","PIT",9,16.8,5,0,100,93.2,6.8,100,100,100,0.34
"JHONAS.ENROTH","2013-2014","BUF",14,17.25,13,4,69.23,91,-21.77,100,71.43,33.33,-2.83
"JIMMY.HOWARD","2013-2014","DET",27,74.32,34,7,79.41,94.29,-14.88,94.44,64.29,50,-5.06
"JOEY.MACDONALD","2013-2014","CGY",5,5.32,4,1,75,85.25,-10.25,100,NA,66.67,-0.41
"JOHN.CURRY","2013-2014","MIN",2,0.15,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2013-2014","ANA",2,1.55,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2013-2014","DET",14,21.08,10,1,90,93.5,-3.5,100,80,100,-0.35
"JONAS.HILLER","2013-2014","ANA",26,54.95,29,1,96.55,87.83,8.72,100,100,90.91,2.53
"JONATHAN.BERNIER","2013-2014","TOR",29,59.73,35,1,97.14,92.66,4.49,100,100,85.71,1.57
"JONATHAN.QUICK","2013-2014","L.A",30,35.2,19,0,100,90.89,9.11,100,100,100,1.73
"JONI.ORTIO","2013-2014","CGY",7,5.57,3,0,100,93,7,NA,100,100,0.21
"JOSH.HARDING","2013-2014","MIN",17,16.28,11,0,100,95.27,4.73,100,100,NA,0.52
"JUSTIN.PETERS","2013-2014","CAR",10,22.55,7,1,85.71,88.14,-2.43,100,100,66.67,-0.17
"KARI.LEHTONEN","2013-2014","DAL",34,63.2,36,2,94.44,91.5,2.94,100,93.33,88.89,1.06
"KARRI.RAMO","2013-2014","CGY",18,32.7,15,0,100,84.4,15.6,100,100,100,2.34
"KEVIN.POULIN","2013-2014","NYI",11,19.72,8,1,87.5,90.75,-3.25,100,80,100,-0.26
"KRISTERS.GUDLEVSKIS","2013-2014","T.B",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2013-2014","PIT",34,61.38,32,2,93.75,91.94,1.81,100,88.24,100,0.58
"MAREK.MAZANEC","2013-2014","NSH",14,18.78,6,2,66.67,84,-17.33,NA,100,50,-1.04
"MARK.VISENTIN","2013-2014","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BRODEUR","2013-2014","N.J",22,34.8,15,1,93.33,92.4,0.93,100,100,80,0.14
"MARTIN.JONES","2013-2014","L.A",7,16.43,3,0,100,96.67,3.33,100,100,NA,0.1
"MATT.HACKETT","2013-2014","BUF",2,0.38,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.HUTCHINSON","2013-2014","WPG",2,6.33,3,0,100,79.33,20.67,NA,100,100,0.62
