"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",11,492.82,255,19,92.55,92.44,0.11,98.52,91.89,76.09,0.28
"ALEX.STALOCK","2017-2018","MIN",12,464.88,264,23,91.29,92.75,-1.46,96.61,91.35,76.19,-3.85
"AL.MONTOYA","2017-2018","MTL/EDM",6,252.02,102,8,92.16,91.05,1.11,100,89.66,79.17,1.13
"ANDERS.NILSSON","2017-2018","VAN",10,439.23,260,15,94.23,92.16,2.07,97.74,95,82.98,5.39
"ANDREI.VASILEVSKIY","2017-2018","T.B",18,849.85,484,26,94.63,92.16,2.47,99.53,93.51,84.52,11.95
"ANTON.FORSBERG","2017-2018","CHI",10,336.6,192,22,88.54,91.39,-2.85,97.33,89.04,72.73,-5.47
"ANTON.KHUDOBIN","2017-2018","BOS",10,423.9,209,10,95.22,92.44,2.78,100,93.85,84.21,5.81
"ANTTI.NIEMI","2017-2018","PIT/MTL",6,239.15,130,13,90,90.35,-0.35,95.35,94.92,71.43,-0.46
"ANTTI.RAANTA","2017-2018","ARI",12,508.4,267,24,91.01,93.04,-2.03,96.99,89.25,75.61,-5.42
"BEN.BISHOP","2017-2018","DAL",15,687.47,318,32,89.94,92.33,-2.39,95.86,88.89,76.79,-7.61
"BRADEN.HOLTBY","2017-2018","WSH",14,595.32,318,33,89.62,91.31,-1.69,98.43,90.4,71.21,-5.36
"BRIAN.ELLIOTT","2017-2018","PHI",19,875.48,462,23,95.02,92.23,2.79,99.53,94.27,85.87,12.88
"CAM.TALBOT","2017-2018","EDM",18,714.77,364,37,89.84,92.62,-2.78,97.7,85.4,75.47,-10.13
"CAM.WARD","2017-2018","CAR",11,503.38,253,18,92.89,92.68,0.2,97.6,89.66,85.37,0.51
"CAREY.PRICE","2017-2018","MTL",14,637.78,339,29,91.45,92.51,-1.07,99.4,86.21,78.18,-3.62
"CARTER.HUTTON","2017-2018","STL",9,363.45,164,7,95.73,92.67,3.06,98.73,96.55,85.19,5.02
"CHAD.JOHNSON","2017-2018","BUF",10,406.17,195,17,91.28,92.83,-1.54,97.09,86.67,81.25,-3.01
"CONNOR.HELLEBUYCK","2017-2018","WPG",19,860.13,418,30,92.82,92.79,0.03,97.72,88.89,84.38,0.13
"COREY.CRAWFORD","2017-2018","CHI",13,551.55,276,20,92.75,90.86,1.89,98.28,91,85,5.22
"CORY.SCHNEIDER","2017-2018","N.J",14,633.22,359,23,93.59,91.61,1.98,98.8,91.6,85.14,7.12
"CRAIG.ANDERSON","2017-2018","OTT",14,608.58,308,31,89.94,90.79,-0.86,92.79,92.25,80.88,-2.64
"DARCY.KUEMPER","2017-2018","L.A",6,239.28,123,4,96.75,91.29,5.46,97.83,95.83,96.55,6.71
"DAVID.RITTICH","2017-2018","CGY",5,232.28,118,5,95.76,92.84,2.92,98.53,96.67,85,3.45
"DEVAN.DUBNYK","2017-2018","MIN",13,600.68,319,28,91.22,92.95,-1.73,95.65,91.3,74.42,-5.51
"FREDERIK.ANDERSEN","2017-2018","TOR",21,1017.4,556,44,92.09,92.63,-0.54,97.36,91.19,76.6,-3.02
"HENRIK.LUNDQVIST","2017-2018","NYR",17,778.87,478,31,93.51,92,1.51,97.74,91.62,86.67,7.22
"JACOB.MARKSTROM","2017-2018","VAN",16,769.6,372,29,92.2,91.91,0.29,95.35,94.35,81.58,1.09
"JAKE.ALLEN","2017-2018","STL",17,793.08,416,32,92.31,92.7,-0.39,97.89,90.32,81.69,-1.63
"JAMES.REIMER","2017-2018","FLA",16,760.75,396,31,92.17,92.16,0.01,98.45,88.89,82.56,0.05
"JAROSLAV.HALAK","2017-2018","NYI",16,700.05,385,30,92.21,92.37,-0.16,95,94.24,80.3,-0.61
"JIMMY.HOWARD","2017-2018","DET",13,547,303,23,92.41,91.95,0.46,97.14,91.84,83.08,1.38
"JOHN.GIBSON","2017-2018","ANA",15,642.55,317,29,90.85,91.9,-1.05,97.76,91.6,75,-3.33
"JONATHAN.BERNIER","2017-2018","COL",7,326.77,162,10,93.83,92.86,0.97,96.39,94,86.21,1.57
"JONATHAN.QUICK","2017-2018","L.A",19,867.92,429,34,92.07,92.08,-0.01,96.55,92.86,77.78,-0.03
"JUUSE.SAROS","2017-2018","NSH",8,392.77,207,15,92.75,91.7,1.06,96.67,94.74,80.49,2.19
"KARI.LEHTONEN","2017-2018","DAL",11,512.05,217,15,93.09,93.59,-0.5,98.4,90.14,71.43,-1.08
"KEITH.KINKAID","2017-2018","N.J",11,434.8,237,25,89.45,91.42,-1.97,97.78,89.69,74,-4.67
"LAURENT.BROSSOIT","2017-2018","EDM",8,366.6,171,14,91.81,92.66,-0.85,97.33,87.14,88.46,-1.45
"LOUIS.DOMINGUE","2017-2018","ARI/T.B",5,240.3,121,13,89.26,91.98,-2.73,96.55,86.11,77.78,-3.3
"MALCOLM.SUBBAN","2017-2018","VGK",6,275.28,143,13,90.91,92.31,-1.41,98.7,88.89,73.33,-2.01
"MARC-ANDRE.FLEURY","2017-2018","VGK",7,313.25,165,6,96.36,91.49,4.87,98.21,100,84.38,8.04
"MARTIN.JONES","2017-2018","S.J",15,644.4,319,24,92.48,90.93,1.55,97.52,93.33,83.33,4.94
"MATTHEW.MURRAY","2017-2018","PIT",16,663.32,311,39,87.46,92.36,-4.9,94.12,86.73,74.19,-15.24
"MAXIME.LAGACE","2017-2018","VGK",11,498.82,231,28,87.88,91.48,-3.61,96.91,90.36,66.67,-8.33
"MIKE.CONDON","2017-2018","OTT",8,332.95,185,13,92.97,91.32,1.65,96.25,92.65,86.49,3.05
"MIKE.SMITH","2017-2018","CGY",15,693.38,410,21,94.88,92.12,2.75,98.46,95.59,84.81,11.29
"PEKKA.RINNE","2017-2018","NSH",15,665.87,338,17,94.97,92.42,2.55,97.62,95.65,85.45,8.63
"PETR.MRAZEK","2017-2018","DET",8,366.2,196,15,92.35,91.26,1.09,96.15,97.53,72.97,2.14
"PHILIPP.GRUBAUER","2017-2018","WSH",11,459.25,235,17,92.77,90.34,2.42,98.88,91.76,85.25,5.69
"ROBERTO.LUONGO","2017-2018","FLA",7,315.98,157,11,92.99,93.2,-0.21,98.84,95.65,68,-0.33
"ROBIN.LEHNER","2017-2018","BUF",18,786.47,429,37,91.38,91.74,-0.37,98.98,89.54,75.95,-1.57
"RYAN.MILLER","2017-2018","ANA",9,407.23,201,10,95.02,92.38,2.65,97.98,97.18,80.65,5.32
"SCOTT.DARLING","2017-2018","CAR",16,799.7,368,36,90.22,91.85,-1.63,96.67,89.51,78.67,-6
"SCOTT.WEDGEWOOD","2017-2018","ARI",10,493.73,297,24,91.92,91.77,0.14,98.48,89.32,82.26,0.43
"SEMYON.VARLAMOV","2017-2018","COL",12,527.37,251,22,91.24,92.1,-0.86,94.64,97.83,70.21,-2.16
"SERGEI.BOBROVSKY","2017-2018","CBJ",20,1004.98,494,37,92.51,91.8,0.71,97.29,92.4,82.35,3.53
"STEVE.MASON","2017-2018","WPG",9,350.55,187,12,93.58,91.63,1.96,97.94,95.92,80.49,3.66
"THOMAS.GREISS","2017-2018","NYI",11,496.23,304,29,90.46,91.81,-1.35,98.43,91.34,68,-4.09
"TRISTAN.JARRY","2017-2018","PIT",7,320.4,156,8,94.87,93.5,1.37,100,89.58,84.21,2.14
"TUUKKA.RASK","2017-2018","BOS",13,589.22,272,23,91.54,91.55,0,100,88.64,75.93,-0.01
