"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"J.F..BERUBE","2017-2018","CHI",1,3.97,1,0,100,92,8,NA,100,NA,0.08
"JIMMY.HOWARD","2017-2018","DET",13,11.4,4,0,100,89,11,100,NA,100,0.44
"JOHN.GIBSON","2017-2018","ANA",15,9.1,3,0,100,91.33,8.67,NA,100,100,0.26
"JONATHAN.BERNIER","2017-2018","COL",7,1.2,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2017-2018","L.A",18,17.4,8,0,100,89.5,10.5,100,100,100,0.84
"JON.GILLIES","2017-2018","CGY",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOONAS.KORPISALO","2017-2018","CBJ",3,1.9,1,0,100,96,4,100,NA,NA,0.04
"JUUSE.SAROS","2017-2018","NSH",8,4.52,6,0,100,90.5,9.5,100,100,100,0.57
"KARI.LEHTONEN","2017-2018","DAL",11,4.83,1,0,100,90,10,NA,100,NA,0.1
"KEITH.KINKAID","2017-2018","N.J",10,5.93,2,1,50,84,-34,NA,100,0,-0.68
"KEN.APPLEBY","2017-2018","N.J",1,0.35,0,0,NA,NA,NA,NA,NA,NA,0
"LAURENT.BROSSOIT","2017-2018","EDM",8,5.97,1,0,100,84,16,NA,NA,100,0.16
"LOUIS.DOMINGUE","2017-2018","ARI/T.B",5,0.52,0,0,NA,NA,NA,NA,NA,NA,0
"MALCOLM.SUBBAN","2017-2018","VGK",6,4.15,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2017-2018","VGK",7,1.13,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.JONES","2017-2018","S.J",14,9.7,2,1,50,93,-43,NA,50,NA,-0.86
"MATTHEW.MURRAY","2017-2018","PIT",16,13.58,5,0,100,73,27,100,NA,100,1.35
"MAXIME.LAGACE","2017-2018","VGK",11,4.78,4,1,75,93.25,-18.25,NA,75,NA,-0.73
"MICHAL.NEUVIRTH","2017-2018","PHI",3,3.85,2,0,100,80,20,NA,100,100,0.4
"MIKE.CONDON","2017-2018","OTT",8,4.27,1,1,0,97,-97,0,NA,NA,-0.97
"MIKE.SMITH","2017-2018","CGY",15,18.17,8,1,87.5,87.12,0.38,NA,100,66.67,0.03
"ONDREJ.PAVELEC","2017-2018","NYR",4,3.98,1,0,100,95,5,NA,100,NA,0.05
"OSCAR.DANSK","2017-2018","VGK",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"PEKKA.RINNE","2017-2018","NSH",15,17.77,12,1,91.67,92.5,-0.83,100,100,66.67,-0.1
"PETER.BUDAJ","2017-2018","T.B",4,13.12,5,1,80,86.6,-6.6,100,100,66.67,-0.33
"PETR.MRAZEK","2017-2018","DET",8,11.47,7,0,100,93.71,6.29,100,100,NA,0.44
"PHILIPP.GRUBAUER","2017-2018","WSH",10,3.38,1,0,100,97,3,100,NA,NA,0.03
"RETO.BERRA","2017-2018","ANA",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2017-2018","FLA",7,7.37,2,0,100,87.5,12.5,NA,100,100,0.25
"ROBIN.LEHNER","2017-2018","BUF",18,7.97,2,0,100,94,6,100,100,NA,0.12
"RYAN.MILLER","2017-2018","ANA",9,8.53,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.DARLING","2017-2018","CAR",16,7.02,4,1,75,88,-13,100,100,50,-0.52
"SCOTT.WEDGEWOOD","2017-2018","ARI",10,9.2,3,0,100,87.67,12.33,NA,100,100,0.37
"SEMYON.VARLAMOV","2017-2018","COL",12,11.25,4,2,50,81,-31,100,NA,0,-1.24
"SERGEI.BOBROVSKY","2017-2018","CBJ",20,17.43,9,1,88.89,85.78,3.11,100,100,80,0.28
"STEVE.MASON","2017-2018","WPG",8,2.38,0,0,NA,NA,NA,NA,NA,NA,0
"THOMAS.GREISS","2017-2018","NYI",10,5.38,2,1,50,97,-47,50,NA,NA,-0.94
"TRISTAN.JARRY","2017-2018","PIT",7,9.65,10,0,100,87.2,12.8,100,100,100,1.28
"TUUKKA.RASK","2017-2018","BOS",13,12.58,5,0,100,91.6,8.4,100,NA,100,0.42
