"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2010-2011","MTL",5,11.3,4,0,100,92,8,100,100,100,0.32
"ALEX.STALOCK","2010-2011","S.J",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2010-2011","NYI",12,31.12,12,1,91.67,90.17,1.5,100,100,50,0.18
"ANDERS.LINDBACK","2010-2011","NSH",8,9.32,2,0,100,98,2,100,NA,NA,0.04
"ANDREW.RAYCROFT","2010-2011","DAL",5,5.4,4,0,100,96.25,3.75,100,100,NA,0.15
"ANTERO.NIITTYMAKI","2010-2011","S.J",12,25.03,15,3,80,88.93,-8.93,100,75,50,-1.34
"ANTON.KHUDOBIN","2010-2011","MIN",2,1.62,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2010-2011","S.J",29,49.87,23,2,91.3,93.35,-2.04,100,91.67,0,-0.47
"BEN.BISHOP","2010-2011","STL",4,6.82,3,0,100,85.33,14.67,NA,100,100,0.44
"BRADEN.HOLTBY","2010-2011","WSH",5,12.95,3,0,100,94.67,5.33,100,100,NA,0.16
"BRENT.JOHNSON","2010-2011","PIT",8,5.95,4,0,100,96,4,100,100,NA,0.16
"BRIAN.BOUCHER","2010-2011","PHI",13,9.22,4,0,100,95,5,100,100,NA,0.2
"BRIAN.ELLIOTT","2010-2011","OTT/COL",29,53.13,42,4,90.48,87.45,3.02,100,94.12,82.35,1.27
"CAM.WARD","2010-2011","CAR",38,68.05,48,3,93.75,92.17,1.58,87.5,100,87.5,0.76
"CAREY.PRICE","2010-2011","MTL",38,70.6,38,2,94.74,90.89,3.84,100,94.12,88.89,1.46
"CEDRICK.DESJARDINS","2010-2011","T.B",2,2.2,1,0,100,95,5,NA,100,NA,0.05
"CHRIS.MASON","2010-2011","ATL",15,31.6,13,0,100,94.15,5.85,100,100,100,0.76
"CHRIS.OSGOOD","2010-2011","DET",4,4.83,2,1,50,85,-35,NA,0,100,-0.7
"COREY.CRAWFORD","2010-2011","CHI",29,30.37,5,2,60,87.2,-27.2,NA,50,66.67,-1.36
"CORY.SCHNEIDER","2010-2011","VAN",10,4.88,2,1,50,86.5,-36.5,NA,0,100,-0.73
"CRAIG.ANDERSON","2010-2011","COL/OTT",27,39.93,21,3,85.71,92.05,-6.33,100,90,33.33,-1.33
"CURTIS.MCELHINNEY","2010-2011","ANA/OTT",8,5.47,5,0,100,96.4,3.6,100,100,NA,0.18
"DAN.ELLIS","2010-2011","T.B/ANA",21,52.83,28,2,92.86,92.75,0.11,100,100,50,0.03
"DAVID.LENEVEU","2010-2011","CBJ",1,2,1,0,100,87,13,NA,NA,100,0.13
"DEVAN.DUBNYK","2010-2011","EDM",15,29.02,18,1,94.44,88.17,6.28,100,88.89,100,1.13
"DWAYNE.ROLOSON","2010-2011","NYI/T.B",30,62.62,44,2,95.45,91.7,3.75,100,95.45,88.89,1.65
"HENRIK.KARLSSON","2010-2011","CGY",5,5.27,3,1,66.67,94,-27.33,NA,66.67,NA,-0.82
"HENRIK.LUNDQVIST","2010-2011","NYR",34,57.18,35,2,94.29,86.89,7.4,100,100,83.33,2.59
"ILYA.BRYZGALOV","2010-2011","ARI",40,53.82,31,4,87.1,92.71,-5.61,100,76.47,100,-1.74
"JAMES.REIMER","2010-2011","TOR",15,37.62,22,2,90.91,91.95,-1.05,100,91.67,75,-0.23
"JAROSLAV.HALAK","2010-2011","STL",32,53.77,30,2,93.33,92.17,1.17,100,95.45,66.67,0.35
"JASON.LABARBERA","2010-2011","ARI",1,3.2,4,1,75,90.75,-15.75,NA,66.67,100,-0.63
"JEAN-SEBASTIEN.GIGUERE","2010-2011","TOR",19,24.97,5,0,100,92.6,7.4,100,100,NA,0.37
"JHONAS.ENROTH","2010-2011","BUF",6,7.43,5,0,100,91.2,8.8,100,100,100,0.44
"JIMMY.HOWARD","2010-2011","DET",35,43.45,24,2,91.67,90.21,1.46,100,100,66.67,0.35
"JOEY.MACDONALD","2010-2011","DET",5,12.12,7,0,100,93.57,6.43,100,100,100,0.45
"JOHAN.HEDBERG","2010-2011","N.J",15,26.67,21,1,95.24,93.38,1.86,100,88.89,100,0.39
"JONAS.GUSTAVSSON","2010-2011","TOR",10,6.93,7,1,85.71,86.71,-1,NA,50,100,-0.07
"JONAS.HILLER","2010-2011","ANA",23,23.15,10,0,100,91.4,8.6,100,100,100,0.86
"JONATHAN.BERNIER","2010-2011","L.A",10,8.37,3,1,66.67,92.33,-25.67,NA,66.67,NA,-0.77
"JONATHAN.QUICK","2010-2011","L.A",33,52.9,22,3,86.36,90.09,-3.73,100,92.31,60,-0.82
"JOSE.THEODORE","2010-2011","MIN",8,1.88,1,1,0,85,-85,NA,NA,0,-0.85
"JUSTIN.PETERS","2010-2011","CAR",3,6.15,2,1,50,90,-40,NA,50,NA,-0.8
"KARI.LEHTONEN","2010-2011","DAL",38,69.92,28,1,96.43,92.04,4.39,100,93.75,100,1.23
"KEVIN.POULIN","2010-2011","NYI",4,6.4,4,0,100,94,6,100,100,NA,0.24
"MARC-ANDRE.FLEURY","2010-2011","PIT",34,73.43,37,2,94.59,93.14,1.46,100,100,60,0.54
"MARK.DEKANICH","2010-2011","NSH",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BIRON","2010-2011","NYR",8,11.5,2,0,100,85,15,NA,100,100,0.3
"MARTIN.BRODEUR","2010-2011","N.J",25,24.25,9,1,88.89,90.22,-1.33,100,83.33,100,-0.12
