"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",11,2.28,5,2,60,76.2,-16.2,NA,NA,60,-0.81
"ADIN.HILL","2017-2018","ARI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2017-2018","MIN",12,3.83,3,2,33.33,72,-38.67,NA,100,0,-1.16
"AL.MONTOYA","2017-2018","MTL/EDM",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2017-2018","VAN",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2017-2018","T.B",18,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2017-2018","CHI",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2017-2018","BOS",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2017-2018","PIT/MTL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2017-2018","ARI",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2017-2018","DAL",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2017-2018","WSH",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2017-2018","PHI",19,2.97,3,1,66.67,83,-16.33,NA,100,50,-0.49
"CALVIN.PICKARD","2017-2018","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2017-2018","EDM",18,0.93,1,0,100,76,24,NA,NA,100,0.24
"CAM.WARD","2017-2018","CAR",11,0.93,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2017-2018","MTL",14,2.97,6,1,83.33,74,9.33,NA,100,80,0.56
"CARTER.HUTTON","2017-2018","STL",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"CASEY.DESMITH","2017-2018","PIT",3,0,0,0,NA,NA,NA,NA,NA,NA,0
