"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2013-2014","S.J",16,25.12,14,0,100,93.21,6.79,100,100,100,0.95
"AL.MONTOYA","2013-2014","WPG",16,44.03,24,2,91.67,94.21,-2.54,100,77.78,100,-0.61
"ANDERS.LINDBACK","2013-2014","T.B",13,18.75,7,1,85.71,90.29,-4.57,100,100,50,-0.32
"ANDERS.NILSSON","2013-2014","NYI",10,22.53,14,1,92.86,92.14,0.71,100,100,50,0.1
"ANTON.KHUDOBIN","2013-2014","CAR",15,31.57,14,1,92.86,93.93,-1.07,100,100,50,-0.15
"ANTTI.NIEMI","2013-2014","S.J",29,45.97,23,1,95.65,94.04,1.61,92.86,100,100,0.37
"ANTTI.RAANTA","2013-2014","CHI",14,15.08,4,1,75,92.75,-17.75,100,50,100,-0.71
"BEN.BISHOP","2013-2014","T.B",30,56.55,29,1,96.55,91.1,5.45,100,94.44,100,1.58
"BEN.SCRIVENS","2013-2014","L.A/EDM",21,27.9,14,2,85.71,89.64,-3.93,100,100,60,-0.55
"BRADEN.HOLTBY","2013-2014","WSH",25,41.17,17,1,94.12,92.88,1.24,100,80,100,0.21
"BRIAN.ELLIOTT","2013-2014","STL",17,23.87,9,1,88.89,93.22,-4.33,80,100,100,-0.39
"CAM.TALBOT","2013-2014","NYR",13,22.15,15,2,86.67,91.87,-5.2,75,100,50,-0.78
"CAM.WARD","2013-2014","CAR",16,20.17,10,3,70,90.1,-20.1,100,100,25,-2.01
"CAREY.PRICE","2013-2014","MTL",22,36.58,12,2,83.33,90.33,-7,100,83.33,75,-0.84
"CARTER.HUTTON","2013-2014","NSH",22,27.33,15,1,93.33,94.87,-1.53,100,85.71,100,-0.23
"CHAD.JOHNSON","2013-2014","BOS",18,25.87,13,2,84.62,91.46,-6.85,100,100,0,-0.89
"CONNOR.KNAPP","2013-2014","BUF",1,0.87,1,0,100,96,4,NA,100,NA,0.04
"COREY.CRAWFORD","2013-2014","CHI",26,43.7,24,4,83.33,90.96,-7.62,100,70,83.33,-1.83
"CORY.SCHNEIDER","2013-2014","N.J",24,44.83,26,3,88.46,92.62,-4.15,87.5,92.31,80,-1.08
"CRAIG.ANDERSON","2013-2014","OTT",23,63.52,37,3,91.89,91.84,0.05,100,95.24,71.43,0.02
"CRISTOPHER.NILSTORP","2013-2014","DAL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2013-2014","CBJ",14,21.82,6,0,100,95.67,4.33,100,100,NA,0.26
"DAN.ELLIS","2013-2014","DAL/FLA",9,8.18,9,0,100,93.22,6.78,100,100,100,0.61
"DARCY.KUEMPER","2013-2014","MIN",14,24.72,13,2,84.62,90.54,-5.92,100,75,75,-0.77
"DEVAN.DUBNYK","2013-2014","EDM/NSH",18,34.67,20,3,85,89.9,-4.9,80,90,80,-0.98
"DREW.MACINTYRE","2013-2014","TOR",2,0.05,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2013-2014","MTL",3,11.17,7,0,100,94.86,5.14,100,100,100,0.36
"EDDIE.LACK","2013-2014","VAN",24,50.2,19,2,89.47,91.16,-1.68,100,87.5,80,-0.32
"EVGENI.NABOKOV","2013-2014","NYI",15,28.63,19,1,94.74,89.63,5.11,100,100,83.33,0.97
"FREDERIK.ANDERSEN","2013-2014","ANA",14,19.97,4,0,100,91,9,NA,100,100,0.36
"HENRIK.LUNDQVIST","2013-2014","NYR",27,38.23,20,2,90,90.3,-0.3,100,85.71,80,-0.06
"ILYA.BRYZGALOV","2013-2014","EDM/MIN",19,29.27,17,4,76.47,89.53,-13.06,100,80,50,-2.22
"JACK.CAMPBELL","2013-2014","DAL",1,2,2,0,100,90,10,NA,100,100,0.2
"JACOB.MARKSTROM","2013-2014","FLA/VAN",7,3.65,1,1,0,83,-83,NA,NA,0,-0.83
"JAMES.REIMER","2013-2014","TOR",18,17.57,19,3,84.21,91.79,-7.58,88.89,100,60,-1.44
"JAROSLAV.HALAK","2013-2014","STL/WSH",24,49.52,22,0,100,86.77,13.23,100,100,100,2.91
"JASON.LABARBERA","2013-2014","EDM",4,7.33,4,0,100,89.25,10.75,100,NA,100,0.43
"JEAN-SEBASTIEN.GIGUERE","2013-2014","COL",16,15,9,1,88.89,91.44,-2.56,100,100,50,-0.23
"JEFF.ZATKOFF","2013-2014","PIT",11,12.8,5,0,100,96,4,100,100,NA,0.2
"JHONAS.ENROTH","2013-2014","BUF",13,10.23,4,1,75,92,-17,100,0,100,-0.68
"JIMMY.HOWARD","2013-2014","DET",24,34.82,17,1,94.12,86.88,7.24,100,100,87.5,1.23
"JOACIM.ERIKSSON","2013-2014","VAN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOEY.MACDONALD","2013-2014","CGY",6,9.5,1,0,100,97,3,100,NA,NA,0.03
"JOHN.GIBSON","2013-2014","ANA",1,4,1,0,100,85,15,NA,NA,100,0.15
"JONAS.GUSTAVSSON","2013-2014","DET",13,25.98,13,0,100,91.62,8.38,100,100,100,1.09
"JONAS.HILLER","2013-2014","ANA",22,43.17,20,0,100,94.95,5.05,100,100,100,1.01
"JONATHAN.BERNIER","2013-2014","TOR",26,48.5,30,2,93.33,91.5,1.83,100,93.75,85.71,0.55
"JONATHAN.QUICK","2013-2014","L.A",19,53.02,17,1,94.12,91.24,2.88,100,100,75,0.49
"JONI.ORTIO","2013-2014","CGY",2,1.27,1,0,100,95,5,NA,100,NA,0.05
"JOSH.HARDING","2013-2014","MIN",12,28.93,15,1,93.33,89.73,3.6,100,100,75,0.54
"JUSTIN.PETERS","2013-2014","CAR",11,21.23,10,2,80,94.4,-14.4,66.67,83.33,100,-1.44
"KARI.LEHTONEN","2013-2014","DAL",31,54.22,36,5,86.11,90.03,-3.92,100,92.86,60,-1.41
"KARRI.RAMO","2013-2014","CGY",21,37.92,19,1,94.74,91.47,3.26,100,91.67,100,0.62
