"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2014-2015","S.J",12,47.22,6,0,100,89.83,10.17,100,100,100,0.61
"AL.MONTOYA","2014-2015","FLA",11,42.8,4,1,75,83,-8,100,100,0,-0.32
"ANDERS.LINDBACK","2014-2015","DAL/BUF",14,51.62,8,1,87.5,92.62,-5.12,100,100,0,-0.41
"ANDREI.VASILEVSKIY","2014-2015","T.B",8,38.63,8,0,100,88.62,11.38,100,100,100,0.91
"ANDREW.HAMMOND","2014-2015","OTT",12,66.95,6,1,83.33,92.5,-9.17,100,100,0,-0.55
"ANDREY.MAKAROV","2014-2015","BUF",1,8,1,0,100,87,13,NA,NA,100,0.13
"ANTON.FORSBERG","2014-2015","CBJ",2,14.2,3,0,100,81.67,18.33,NA,NA,100,0.55
"ANTON.KHUDOBIN","2014-2015","CAR",18,68.68,5,0,100,91,9,100,100,100,0.45
"ANTTI.NIEMI","2014-2015","S.J",29,130.92,26,1,96.15,91.38,4.77,100,100,87.5,1.24
"ANTTI.RAANTA","2014-2015","CHI",4,12.5,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2014-2015","T.B",28,154.78,19,3,84.21,88.53,-4.32,100,71.43,87.5,-0.82
"BEN.SCRIVENS","2014-2015","EDM",24,96.87,12,1,91.67,90.83,0.83,100,100,66.67,0.1
"BRADEN.HOLTBY","2014-2015","WSH",37,157.25,32,1,96.88,93.56,3.31,100,100,75,1.06
"BRIAN.ELLIOTT","2014-2015","STL",22,94.5,12,2,83.33,89.33,-6,100,100,50,-0.72
"CALVIN.PICKARD","2014-2015","COL",7,31.93,2,0,100,93,7,NA,100,NA,0.14
"CAM.TALBOT","2014-2015","NYR",19,93.32,15,2,86.67,95.4,-8.73,100,75,NA,-1.31
"CAM.WARD","2014-2015","CAR",24,124.97,16,3,81.25,88.81,-7.56,100,80,66.67,-1.21
"CAREY.PRICE","2014-2015","MTL",29,131.48,21,0,100,93.14,6.86,100,100,100,1.44
"CARTER.HUTTON","2014-2015","NSH",13,65.87,4,0,100,92.5,7.5,100,100,100,0.3
"CHAD.JOHNSON","2014-2015","NYI",13,67.27,5,0,100,91.8,8.2,100,NA,100,0.41
"COREY.CRAWFORD","2014-2015","CHI",28,153.73,20,1,95,89.45,5.55,100,100,87.5,1.11
"CORY.SCHNEIDER","2014-2015","N.J",35,138.58,31,2,93.55,88,5.55,100,100,80,1.72
"CRAIG.ANDERSON","2014-2015","OTT",18,87.05,12,0,100,90.58,9.42,100,100,100,1.13
"CURTIS.MCELHINNEY","2014-2015","CBJ",19,74.58,6,0,100,96,4,100,100,NA,0.24
"DAN.ELLIS","2014-2015","FLA",3,13.93,1,0,100,97,3,100,NA,NA,0.03
"DARCY.KUEMPER","2014-2015","MIN",16,84.08,10,1,90,89.9,0.1,100,100,75,0.01
"DEVAN.DUBNYK","2014-2015","ARI/MIN",29,105.8,13,1,92.31,92.92,-0.62,100,100,50,-0.08
"DUSTIN.TOKARSKI","2014-2015","MTL",13,64.4,8,0,100,89.75,10.25,100,100,100,0.82
"EDDIE.LACK","2014-2015","VAN",21,87.03,16,0,100,90.75,9.25,100,100,100,1.48
"EVGENI.NABOKOV","2014-2015","T.B",9,30.93,2,1,50,89,-39,NA,0,100,-0.78
"FREDERIK.ANDERSEN","2014-2015","ANA",26,107.7,15,2,86.67,91.07,-4.4,100,83.33,75,-0.66
"HENRIK.LUNDQVIST","2014-2015","NYR",20,77.25,18,1,94.44,88.78,5.67,100,100,83.33,1.02
"ILYA.BRYZGALOV","2014-2015","ANA",6,18.28,3,2,33.33,87.67,-54.33,NA,50,0,-1.63
"JACOB.MARKSTROM","2014-2015","VAN",1,3.73,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2014-2015","STL",19,65.47,8,0,100,89.25,10.75,100,100,100,0.86
"JAMES.REIMER","2014-2015","TOR",21,99.13,12,3,75,91.58,-16.58,100,80,0,-1.99
"JAROSLAV.HALAK","2014-2015","NYI",25,108.17,15,0,100,91.8,8.2,100,100,100,1.23
"JASON.LABARBERA","2014-2015","ANA",2,14.08,5,0,100,92,8,100,100,100,0.4
"JEFF.ZATKOFF","2014-2015","PIT",1,0.52,0,0,NA,NA,NA,NA,NA,NA,0
