"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",9,10.72,3,1,66.67,93,-26.33,100,50,NA,-0.79
"ADIN.HILL","2017-2018","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2017-2018","MIN",7,8.62,3,1,66.67,87.33,-20.67,100,100,0,-0.62
"ANDERS.NILSSON","2017-2018","VAN",6,8.62,2,0,100,95,5,100,100,NA,0.1
"ANDREI.VASILEVSKIY","2017-2018","T.B",21,13.52,7,2,71.43,88.57,-17.14,100,100,33.33,-1.2
"ANTON.FORSBERG","2017-2018","CHI",5,1.42,2,1,50,87.5,-37.5,NA,100,0,-0.75
"ANTON.KHUDOBIN","2017-2018","BOS",7,3.5,2,0,100,71.5,28.5,NA,NA,100,0.57
"ANTTI.NIEMI","2017-2018","FLA/MTL",4,2.88,1,0,100,93,7,NA,100,NA,0.07
"ANTTI.RAANTA","2017-2018","ARI",14,14.18,11,2,81.82,90.91,-9.09,100,50,66.67,-1
"BEN.BISHOP","2017-2018","DAL",22,15.63,5,0,100,87,13,100,100,100,0.65
"BRADEN.HOLTBY","2017-2018","WSH",21,15.37,5,1,80,89.8,-9.8,100,100,0,-0.49
"BRIAN.ELLIOTT","2017-2018","PHI",17,16.78,10,0,100,92.1,7.9,100,100,100,0.79
"CAM.TALBOT","2017-2018","EDM",19,11.48,4,0,100,89.75,10.25,100,100,100,0.41
"CAM.WARD","2017-2018","CAR",10,4.18,2,0,100,94.5,5.5,NA,100,NA,0.11
"CAREY.PRICE","2017-2018","MTL",19,10,7,2,71.43,87.57,-16.14,66.67,50,100,-1.13
"CARTER.HUTTON","2017-2018","STL",9,7.03,4,1,75,93.25,-18.25,0,100,100,-0.73
"CASEY.DESMITH","2017-2018","PIT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2017-2018","BUF",6,0.72,0,0,NA,NA,NA,NA,NA,NA,0
"CHARLIE.LINDGREN","2017-2018","MTL",6,3.72,3,0,100,95.33,4.67,100,100,NA,0.14
"CONNOR.HELLEBUYCK","2017-2018","WPG",20,17.03,9,1,88.89,91.33,-2.44,100,80,100,-0.22
"COREY.CRAWFORD","2017-2018","CHI",15,15.3,9,0,100,91.78,8.22,100,100,100,0.74
"CORY.SCHNEIDER","2017-2018","N.J",19,21.85,8,1,87.5,93.88,-6.38,100,83.33,NA,-0.51
"CRAIG.ANDERSON","2017-2018","OTT",20,17.4,12,1,91.67,94.17,-2.5,100,80,100,-0.3
"CURTIS.MCELHINNEY","2017-2018","TOR",3,3.1,2,1,50,75,-25,NA,NA,50,-0.5
"DARCY.KUEMPER","2017-2018","L.A",5,2.27,1,0,100,96,4,100,NA,NA,0.04
"DEVAN.DUBNYK","2017-2018","MIN",18,4.93,3,0,100,83,17,NA,100,100,0.51
"EDDIE.LACK","2017-2018","CGY",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2017-2018","TOR",19,10.1,4,0,100,93.25,6.75,100,100,NA,0.27
