"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2011-2012","OTT",7,38.77,11,2,81.82,90,-8.18,100,80,80,-0.9
"ALLEN.YORK","2011-2012","CBJ",5,33.45,8,1,87.5,86.75,0.75,100,100,66.67,0.06
"AL.MONTOYA","2011-2012","NYI",16,67.73,13,1,92.31,88.62,3.69,100,100,80,0.48
"ANDERS.LINDBACK","2011-2012","NSH",11,56.1,11,1,90.91,88.45,2.45,100,66.67,100,0.27
"ANDERS.NILSSON","2011-2012","NYI",1,9.47,1,0,100,95,5,NA,100,NA,0.05
"ANDREW.RAYCROFT","2011-2012","DAL",7,29.5,5,0,100,91.4,8.6,100,100,100,0.43
"ANTON.KHUDOBIN","2011-2012","BOS",1,4.85,2,0,100,97.5,2.5,100,NA,NA,0.05
"ANTTI.NIEMI","2011-2012","S.J",33,158.23,16,2,87.5,91.56,-4.06,100,75,100,-0.65
"BEN.BISHOP","2011-2012","OTT",3,8.97,1,0,100,98,2,100,NA,NA,0.02
"BEN.SCRIVENS","2011-2012","TOR",6,19.55,2,0,100,88,12,NA,100,100,0.24
"BRADEN.HOLTBY","2011-2012","WSH",3,14.43,5,0,100,86.2,13.8,NA,100,100,0.69
"BRAD.THIESSEN","2011-2012","PIT",1,4.88,1,1,0,85,-85,NA,NA,0,-0.85
"BRENT.JOHNSON","2011-2012","PIT",12,56.27,10,1,90,92.2,-2.2,100,66.67,100,-0.22
"BRIAN.BOUCHER","2011-2012","CAR",5,19.65,7,1,85.71,88.86,-3.14,100,100,50,-0.22
"BRIAN.ELLIOTT","2011-2012","STL",18,77.98,10,0,100,95.4,4.6,100,100,NA,0.46
"BRIAN.FOSTER","2011-2012","FLA",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2011-2012","CAR",34,180.05,33,0,100,92.73,7.27,100,100,100,2.4
"CAREY.PRICE","2011-2012","MTL",30,151.68,35,2,94.29,88.74,5.54,100,93.33,92.31,1.94
"CHRIS.MASON","2011-2012","WPG",14,46.85,10,1,90,89.5,0.5,100,100,66.67,0.05
"COREY.CRAWFORD","2011-2012","CHI",27,152.42,16,1,93.75,90.38,3.38,100,85.71,100,0.54
"CORY.SCHNEIDER","2011-2012","VAN",19,94.92,12,0,100,95.33,4.67,100,100,NA,0.56
"CRAIG.ANDERSON","2011-2012","OTT",34,153.28,34,2,94.12,88.97,5.15,100,90.91,91.67,1.75
"CURTIS.MCELHINNEY","2011-2012","ARI",2,5.03,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.SANFORD","2011-2012","CBJ",21,135.1,13,1,92.31,91.31,1,100,NA,80,0.13
"DAN.ELLIS","2011-2012","ANA",5,18.15,3,0,100,90.33,9.67,NA,100,100,0.29
"DEVAN.DUBNYK","2011-2012","EDM",24,109.07,15,0,100,89.13,10.87,100,100,100,1.63
"DREW.MACINTYRE","2011-2012","BUF",1,4,1,0,100,85,15,NA,NA,100,0.15
"DUSTIN.TOKARSKI","2011-2012","T.B",1,3.38,0,0,NA,NA,NA,NA,NA,NA,0
"DWAYNE.ROLOSON","2011-2012","T.B",21,90.3,21,3,85.71,90.81,-5.1,100,88.89,66.67,-1.07
"EVGENI.NABOKOV","2011-2012","NYI",25,89.78,11,2,81.82,88.64,-6.82,100,80,75,-0.75
"HENRIK.KARLSSON","2011-2012","CGY",5,16.6,5,0,100,89.2,10.8,100,100,100,0.54
"HENRIK.LUNDQVIST","2011-2012","NYR",29,118.95,17,0,100,92.06,7.94,100,100,100,1.35
"ILYA.BRYZGALOV","2011-2012","PHI",26,145.67,19,1,94.74,87.32,7.42,100,100,85.71,1.41
"JACOB.MARKSTROM","2011-2012","FLA",5,30.43,5,0,100,92.8,7.2,100,100,100,0.36
"JAMES.REIMER","2011-2012","TOR",17,72.07,7,1,85.71,89.57,-3.86,100,100,0,-0.27
"JAROSLAV.HALAK","2011-2012","STL",25,114.32,17,2,88.24,89.53,-1.29,100,100,71.43,-0.22
"JASON.LABARBERA","2011-2012","ARI",11,47.32,10,1,90,93.8,-3.8,100,83.33,100,-0.38
"JEAN-SEBASTIEN.GIGUERE","2011-2012","COL",16,57.62,7,1,85.71,89.43,-3.71,100,100,50,-0.26
"JEFF.DESLAURIERS","2011-2012","ANA",3,16.78,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2011-2012","BUF",13,37.72,7,0,100,91.86,8.14,100,100,100,0.57
"JIMMY.HOWARD","2011-2012","DET",25,140.45,16,5,68.75,85.25,-16.5,100,66.67,50,-2.64
"JOEY.MACDONALD","2011-2012","DET",6,35.23,10,3,70,86.7,-16.7,100,100,40,-1.67
"JOHAN.HEDBERG","2011-2012","N.J",19,90.92,13,2,84.62,87.15,-2.54,100,50,83.33,-0.33
"JONAS.GUSTAVSSON","2011-2012","TOR",22,112.37,19,2,89.47,92.37,-2.89,100,92.31,66.67,-0.55
"JONAS.HILLER","2011-2012","ANA",34,171.97,18,0,100,88.5,11.5,100,100,100,2.07
"JONATHAN.BERNIER","2011-2012","L.A",9,44.23,7,0,100,90.43,9.57,NA,100,100,0.67
"JONATHAN.QUICK","2011-2012","L.A",35,170.23,16,1,93.75,92.69,1.06,100,100,66.67,0.17
"JOSE.THEODORE","2011-2012","FLA",24,125.33,24,2,91.67,88.58,3.08,100,100,66.67,0.74
"JOSH.HARDING","2011-2012","MIN",16,63.68,10,1,90,90.3,-0.3,100,100,66.67,-0.03
"JUSTIN.PETERS","2011-2012","CAR",3,6.65,3,0,100,94.67,5.33,100,100,NA,0.16
"KARI.LEHTONEN","2011-2012","DAL",27,118.28,9,0,100,93.67,6.33,100,100,100,0.57
"KEVIN.POULIN","2011-2012","NYI",2,7.35,1,0,100,80,20,NA,NA,100,0.2
"LELAND.IRVING","2011-2012","CGY",7,23.13,3,0,100,85.67,14.33,100,100,100,0.43
"MARC-ANDRE.FLEURY","2011-2012","PIT",31,162.17,34,4,88.24,85.97,2.26,100,100,77.78,0.77
"MARTIN.BIRON","2011-2012","NYR",13,82.57,14,1,92.86,93.5,-0.64,100,90,100,-0.09
"MARTIN.BRODEUR","2011-2012","N.J",24,113.92,18,3,83.33,90.28,-6.94,100,75,80,-1.25
"MARTY.TURCO","2011-2012","BOS",4,14,0,0,NA,NA,NA,NA,NA,NA,0
"MATHIEU.GARON","2011-2012","T.B",25,97.55,19,3,84.21,88.11,-3.89,100,100,40,-0.74
"MATT.HACKETT","2011-2012","MIN",8,24.3,5,0,100,92.8,7.2,100,100,NA,0.36
"MICHAL.NEUVIRTH","2011-2012","WSH",21,85.53,21,3,85.71,86.76,-1.05,100,100,72.73,-0.22
"MIIKKA.KIPRUSOFF","2011-2012","CGY",31,141.98,17,2,88.24,90.35,-2.12,100,100,50,-0.36
"MIKE.MURPHY","2011-2012","CAR",2,3.62,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2011-2012","ARI",32,140.43,17,2,88.24,90.88,-2.65,100,100,50,-0.45
"NIKLAS.BACKSTROM","2011-2012","MIN",24,120.18,15,2,86.67,92,-5.33,100,100,60,-0.8
"NIKOLAI.KHABIBULIN","2011-2012","EDM",18,90.53,18,1,94.44,91.17,3.28,100,100,83.33,0.59
"ONDREJ.PAVELEC","2011-2012","WPG",32,133.48,19,5,73.68,87.47,-13.79,100,100,44.44,-2.62
"PEKKA.RINNE","2011-2012","NSH",34,127.3,13,2,84.62,89.77,-5.15,100,100,60,-0.67
"PETER.BUDAJ","2011-2012","MTL",11,75.93,21,2,90.48,88,2.48,100,90.91,85.71,0.52
"RAY.EMERY","2011-2012","CHI",18,65.5,6,1,83.33,87.67,-4.33,100,100,66.67,-0.26
"RICHARD.BACHMAN","2011-2012","DAL",12,48.07,10,2,80,87.3,-7.3,100,100,60,-0.73
"RICK.DIPIETRO","2011-2012","NYI",1,4.78,2,0,100,97,3,100,NA,NA,0.06
"ROBERTO.LUONGO","2011-2012","VAN",24,129.18,24,1,95.83,88.92,6.92,100,100,90.91,1.66
"ROBIN.LEHNER","2011-2012","OTT",2,8.25,1,0,100,98,2,100,NA,NA,0.02
"RYAN.MILLER","2011-2012","BUF",32,130.23,27,3,88.89,87.11,1.78,100,100,66.67,0.48
"SCOTT.CLEMMENSEN","2011-2012","FLA",16,82.33,10,1,90,91.4,-1.4,100,100,50,-0.14
"SEBASTIEN.CARON","2011-2012","T.B",2,6.8,1,0,100,95,5,NA,100,NA,0.05
"SEMYON.VARLAMOV","2011-2012","COL",28,112.1,14,2,85.71,89.64,-3.93,100,85.71,75,-0.55
"SERGEI.BOBROVSKY","2011-2012","PHI",16,105.77,12,3,75,88.25,-13.25,100,66.67,33.33,-1.59
"STEVE.MASON","2011-2012","CBJ",20,98.15,17,1,94.12,87.47,6.65,100,100,85.71,1.13
"THOMAS.GREISS","2011-2012","S.J",10,63.68,10,0,100,92.4,7.6,100,100,100,0.76
"TIM.THOMAS","2011-2012","BOS",31,131.15,24,1,95.83,91.88,3.96,100,100,80,0.95
"TOMAS.VOKOUN","2011-2012","WSH",24,89.23,15,2,86.67,89.13,-2.47,100,100,66.67,-0.37
"TUUKKA.RASK","2011-2012","BOS",9,24.27,1,0,100,97,3,100,NA,NA,0.03
"TY.CONKLIN","2011-2012","DET",13,51.52,7,1,85.71,91.29,-5.57,100,100,50,-0.39
