"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2014-2015","S.J",12,24.72,11,0,100,92.36,7.64,100,100,100,0.84
"AL.MONTOYA","2014-2015","FLA",11,10.88,6,0,100,84.5,15.5,100,100,100,0.93
"ANDERS.LINDBACK","2014-2015","DAL/BUF",14,23.9,17,1,94.12,91.88,2.24,100,88.89,100,0.38
"ANDREI.VASILEVSKIY","2014-2015","T.B",8,7.62,5,2,60,86.2,-26.2,NA,50,66.67,-1.31
"ANDREW.HAMMOND","2014-2015","OTT",12,29.13,14,1,92.86,91.71,1.14,100,83.33,100,0.16
"ANDREY.MAKAROV","2014-2015","BUF",1,1.43,1,0,100,67,33,NA,NA,100,0.33
"ANTON.FORSBERG","2014-2015","CBJ",2,2.08,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2014-2015","CAR",18,28.88,22,3,86.36,88.05,-1.68,100,75,87.5,-0.37
"ANTTI.NIEMI","2014-2015","S.J",29,25.22,14,1,92.86,92.93,-0.07,100,75,100,-0.01
"ANTTI.RAANTA","2014-2015","CHI",4,4,1,0,100,97,3,100,NA,NA,0.03
"BEN.BISHOP","2014-2015","T.B",26,39.32,24,2,91.67,94.08,-2.42,100,91.67,0,-0.58
"BEN.SCRIVENS","2014-2015","EDM",24,39.12,23,4,82.61,92.09,-9.48,87.5,90,60,-2.18
"BRADEN.HOLTBY","2014-2015","WSH",36,81.75,32,2,93.75,92.44,1.31,100,100,66.67,0.42
"BRIAN.ELLIOTT","2014-2015","STL",22,41.87,26,1,96.15,91,5.15,100,90.91,100,1.34
"CALVIN.PICKARD","2014-2015","COL",7,16.72,11,2,81.82,88.91,-7.09,66.67,100,75,-0.78
"CAM.TALBOT","2014-2015","NYR",19,17.55,4,0,100,90,10,NA,100,100,0.4
"CAM.WARD","2014-2015","CAR",24,29.32,20,1,95,90.65,4.35,100,100,50,0.87
"CAREY.PRICE","2014-2015","MTL",29,46.37,23,3,86.96,89.39,-2.43,100,80,100,-0.56
"CARTER.HUTTON","2014-2015","NSH",13,36.38,15,0,100,93.6,6.4,100,100,100,0.96
"CHAD.JOHNSON","2014-2015","NYI",13,24.57,17,1,94.12,92.76,1.35,100,80,100,0.23
"COREY.CRAWFORD","2014-2015","CHI",28,42.47,20,1,95,92,3,100,100,75,0.6
"CORY.SCHNEIDER","2014-2015","N.J",33,31.3,18,3,83.33,90.44,-7.11,71.43,85.71,100,-1.28
"CRAIG.ANDERSON","2014-2015","OTT",18,45.57,28,7,75,86.43,-11.43,100,83.33,54.55,-3.2
"CURTIS.MCELHINNEY","2014-2015","CBJ",19,29.05,21,0,100,91.86,8.14,100,100,100,1.71
"DAN.ELLIS","2014-2015","FLA",3,9.63,3,0,100,84.33,15.67,100,100,100,0.47
"DARCY.KUEMPER","2014-2015","MIN",16,28.83,25,0,100,92.4,7.6,100,100,100,1.9
"DEVAN.DUBNYK","2014-2015","ARI/MIN",29,38.82,20,1,95,91.8,3.2,100,83.33,100,0.64
"DUSTIN.TOKARSKI","2014-2015","MTL",13,44.43,25,3,88,90.16,-2.16,100,100,50,-0.54
"EDDIE.LACK","2014-2015","VAN",21,33.22,25,1,96,88.68,7.32,100,92.31,100,1.83
