"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2013-2014","S.J",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2013-2014","WPG",12,1.3,3,0,100,72,28,NA,NA,100,0.84
"ANDERS.LINDBACK","2013-2014","T.B",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2013-2014","NYI",9,2.28,3,1,66.67,76.67,-10,NA,0,100,-0.3
"ANDREW.HAMMOND","2013-2014","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2013-2014","CAR",20,1.2,2,1,50,86,-36,NA,100,0,-0.72
"ANTTI.NIEMI","2013-2014","S.J",35,2.23,2,1,50,58.5,-8.5,NA,NA,50,-0.17
"ANTTI.RAANTA","2013-2014","CHI",9,0.1,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2013-2014","T.B",32,2.15,3,0,100,87.67,12.33,NA,100,100,0.37
"BEN.SCRIVENS","2013-2014","L.A/EDM",19,1.67,1,0,100,86,14,NA,NA,100,0.14
"BRADEN.HOLTBY","2013-2014","WSH",23,0.47,1,1,0,86,-86,NA,NA,0,-0.86
"BRIAN.ELLIOTT","2013-2014","STL",13,1.4,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.HEETER","2013-2014","PHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2013-2014","NYR",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2013-2014","CAR",14,0.18,2,1,50,62.5,-12.5,NA,NA,50,-0.25
"CAREY.PRICE","2013-2014","MTL",37,5.6,6,1,83.33,82.5,0.83,NA,100,80,0.05
"CARTER.HUTTON","2013-2014","NSH",16,1.45,1,0,100,71,29,NA,NA,100,0.29
"CEDRICK.DESJARDINS","2013-2014","T.B",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2013-2014","BOS",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.KNAPP","2013-2014","BUF",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2013-2014","CHI",32,4.55,10,1,90,82.4,7.6,NA,100,87.5,0.76
"CORY.SCHNEIDER","2013-2014","N.J",21,2.15,2,0,100,84.5,15.5,NA,100,100,0.31
"CRAIG.ANDERSON","2013-2014","OTT",29,4.4,12,3,75,83,-8,NA,100,57.14,-0.96
"CURTIS.MCELHINNEY","2013-2014","CBJ",14,1.25,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2013-2014","DAL/FLA",10,2.9,4,0,100,84.25,15.75,NA,100,100,0.63
"DARCY.KUEMPER","2013-2014","MIN",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2013-2014","EDM/NSH",15,2.7,2,0,100,81,19,NA,NA,100,0.38
"EDDIE.LACK","2013-2014","VAN",17,0.83,1,1,0,80,-80,NA,NA,0,-0.8
"EVGENI.NABOKOV","2013-2014","NYI",25,0.12,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2013-2014","ANA",14,2,2,1,50,53.5,-3.5,NA,NA,50,-0.07
"HENRIK.LUNDQVIST","2013-2014","NYR",34,4.02,7,2,71.43,75.86,-4.43,NA,NA,71.43,-0.31
"ILYA.BRYZGALOV","2013-2014","EDM/MIN",13,1.75,1,1,0,64,-64,NA,NA,0,-0.64
"JACOB.MARKSTROM","2013-2014","FLA/VAN",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2013-2014","TOR",18,1.3,4,2,50,71.25,-21.25,NA,NA,50,-0.85
"JAROSLAV.HALAK","2013-2014","STL/WSH",28,2.35,5,2,60,70.4,-10.4,NA,NA,60,-0.52
"JASON.LABARBERA","2013-2014","EDM",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2013-2014","COL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2013-2014","PIT",9,1.82,4,0,100,79.25,20.75,NA,NA,100,0.83
"JHONAS.ENROTH","2013-2014","BUF",14,0.95,1,0,100,79,21,NA,NA,100,0.21
"JIMMY.HOWARD","2013-2014","DET",27,4.27,6,2,66.67,79.5,-12.83,NA,100,50,-0.77
"JOEY.MACDONALD","2013-2014","CGY",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.CURRY","2013-2014","MIN",2,0.58,1,1,0,90,-90,NA,0,NA,-0.9
"JOHN.GIBSON","2013-2014","ANA",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2013-2014","DET",14,3.08,1,0,100,84,16,NA,NA,100,0.16
"JONAS.HILLER","2013-2014","ANA",27,0.65,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2013-2014","TOR",29,2.65,3,2,33.33,75,-41.67,NA,NA,33.33,-1.25
"JONATHAN.QUICK","2013-2014","L.A",30,0.75,1,1,0,49,-49,NA,NA,0,-0.49
"JONI.ORTIO","2013-2014","CGY",7,1.08,0,0,NA,NA,NA,NA,NA,NA,0
"JOSH.HARDING","2013-2014","MIN",17,0.87,3,1,66.67,76.67,-10,NA,100,50,-0.3
"JUSTIN.PETERS","2013-2014","CAR",10,0.27,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2013-2014","DAL",34,2.9,6,0,100,73.5,26.5,NA,NA,100,1.59
"KARRI.RAMO","2013-2014","CGY",18,0,0,0,NA,NA,NA,NA,NA,NA,0
"KEVIN.POULIN","2013-2014","NYI",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"KRISTERS.GUDLEVSKIS","2013-2014","T.B",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MAGNUS.HELLBERG","2013-2014","NSH",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2013-2014","PIT",34,0.8,1,0,100,80,20,NA,NA,100,0.2
"MAREK.MAZANEC","2013-2014","NSH",15,0.28,1,1,0,59,-59,NA,NA,0,-0.59
"MARK.VISENTIN","2013-2014","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BRODEUR","2013-2014","N.J",22,1.83,1,0,100,91,9,NA,100,NA,0.09
"MARTIN.JONES","2013-2014","L.A",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"MATT.HACKETT","2013-2014","BUF",2,0.88,2,1,50,74.5,-24.5,NA,NA,50,-0.49
"MICHAEL.HUTCHINSON","2013-2014","WPG",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2013-2014","WSH",7,0.98,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.MCKENNA","2013-2014","CBJ",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2013-2014","ARI",32,3.32,6,2,66.67,79,-12.33,NA,NA,66.67,-0.74
"NATHAN.LAWSON","2013-2014","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"NATHAN.LIEUWEN","2013-2014","BUF",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"NIKLAS.BACKSTROM","2013-2014","MIN",9,0.8,1,0,100,80,20,NA,NA,100,0.2
"NIKLAS.SVEDBERG","2013-2014","BOS",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"NIKOLAI.KHABIBULIN","2013-2014","CHI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ONDREJ.PAVELEC","2013-2014","WPG",32,1.15,0,0,NA,NA,NA,NA,NA,NA,0
"PEKKA.RINNE","2013-2014","NSH",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"PETER.BUDAJ","2013-2014","MTL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"PETR.MRAZEK","2013-2014","DET",4,0.37,0,0,NA,NA,NA,NA,NA,NA,0
"PHILIPP.GRUBAUER","2013-2014","WSH",8,1.08,4,1,75,85.75,-10.75,NA,100,0,-0.43
"RAY.EMERY","2013-2014","PHI",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"RETO.BERRA","2013-2014","CGY",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"RICHARD.BACHMAN","2013-2014","EDM",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ROBERTO.LUONGO","2013-2014","VAN/FLA",34,0.65,1,0,100,80,20,NA,NA,100,0.2
"ROBIN.LEHNER","2013-2014","OTT",15,5.15,3,0,100,86,14,NA,100,100,0.42
"RYAN.MILLER","2013-2014","BUF/STL",33,2.9,3,1,66.67,69.33,-2.67,NA,NA,66.67,-0.08
"SCOTT.CLEMMENSEN","2013-2014","FLA",5,1.22,4,1,75,66.5,8.5,NA,100,66.67,0.34
"SEMYON.VARLAMOV","2013-2014","COL",37,3.72,6,2,66.67,75.33,-8.67,NA,100,33.33,-0.52
"SERGEI.BOBROVSKY","2013-2014","CBJ",29,3.43,7,0,100,82,18,NA,100,100,1.26
"STEVE.MASON","2013-2014","PHI",35,4.83,7,1,85.71,70.29,15.43,NA,NA,85.71,1.08
"THOMAS.GREISS","2013-2014","ARI",11,0.93,2,1,50,84.5,-34.5,NA,100,0,-0.69
"TIM.THOMAS","2013-2014","FLA/DAL",21,4.7,7,0,100,80.71,19.29,NA,100,100,1.35
"TUUKKA.RASK","2013-2014","BOS",32,7.35,7,1,85.71,85.57,0.14,NA,100,80,0.01
"VIKTOR.FASTH","2013-2014","ANA/EDM",5,0,0,0,NA,NA,NA,NA,NA,NA,0
