"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2015-2016","S.J",7,34.73,7,1,85.71,91,-5.29,100,100,50,-0.37
"AL.MONTOYA","2015-2016","FLA",10,58.43,4,0,100,86.75,13.25,100,100,100,0.53
"ANDERS.LINDBACK","2015-2016","ARI",10,51.55,3,0,100,87,13,NA,100,100,0.39
"ANDERS.NILSSON","2015-2016","EDM/STL",12,58.23,5,0,100,94.2,5.8,100,100,100,0.29
"ANDREI.VASILEVSKIY","2015-2016","T.B",8,43.37,5,2,60,91.6,-31.6,100,100,0,-1.58
"ANDREW.HAMMOND","2015-2016","OTT",11,61.97,5,0,100,94,6,100,100,NA,0.3
"ANTON.FORSBERG","2015-2016","CBJ",1,0.28,1,0,100,69,31,NA,NA,100,0.31
"ANTON.KHUDOBIN","2015-2016","ANA",3,9.9,1,0,100,97,3,100,NA,NA,0.03
"ANTTI.NIEMI","2015-2016","DAL",25,124.62,15,6,60,81.07,-21.07,100,100,25,-3.16
"ANTTI.RAANTA","2015-2016","NYR",12,32.8,7,0,100,78.71,21.29,100,100,100,1.49
"BEN.BISHOP","2015-2016","T.B",33,192.35,25,1,96,93.52,2.48,100,90,100,0.62
"BEN.SCRIVENS","2015-2016","MTL",6,33.55,5,1,80,88.8,-8.8,100,100,50,-0.44
"BRADEN.HOLTBY","2015-2016","WSH",33,150.97,23,1,95.65,93.17,2.48,100,80,100,0.57
"BRIAN.ELLIOTT","2015-2016","STL",22,99.3,17,0,100,89.59,10.41,100,100,100,1.77
"CALVIN.PICKARD","2015-2016","COL",8,29.23,7,0,100,88.71,11.29,100,100,100,0.79
"CAM.TALBOT","2015-2016","EDM",29,142.6,21,2,90.48,88.76,1.71,100,100,75,0.36
"CAM.WARD","2015-2016","CAR",29,121.82,9,2,77.78,87.22,-9.44,100,66.67,66.67,-0.85
"CAREY.PRICE","2015-2016","MTL",5,30.58,9,0,100,92.22,7.78,100,100,100,0.7
"CARTER.HUTTON","2015-2016","NSH",4,15.2,3,1,66.67,95,-28.33,NA,66.67,NA,-0.85
"CHAD.JOHNSON","2015-2016","BUF",22,116.03,13,0,100,89.54,10.46,100,100,100,1.36
"CHRIS.GIBSON","2015-2016","NYI",2,7.63,1,0,100,95,5,NA,100,NA,0.05
"CONNOR.HELLEBUYCK","2015-2016","WPG",17,76.87,5,1,80,92.4,-12.4,100,100,0,-0.62
"COREY.CRAWFORD","2015-2016","CHI",31,139.08,10,0,100,91.6,8.4,100,100,100,0.84
"CORY.SCHNEIDER","2015-2016","N.J",30,162.22,14,1,92.86,94.5,-1.64,85.71,100,100,-0.23
"CRAIG.ANDERSON","2015-2016","OTT",31,149.37,13,0,100,89.69,10.31,100,100,100,1.34
"CURTIS.MCELHINNEY","2015-2016","CBJ",7,22.45,5,0,100,80,20,100,NA,100,1
"DARCY.KUEMPER","2015-2016","MIN",10,42.42,10,2,80,89.9,-9.9,100,80,75,-0.99
"DEVAN.DUBNYK","2015-2016","MIN",34,174.28,24,2,91.67,91.33,0.33,100,100,66.67,0.08
"DUSTIN.TOKARSKI","2015-2016","MTL",3,9.8,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2015-2016","CAR",13,58.75,7,1,85.71,92,-6.29,100,75,100,-0.44
"FREDERIK.ANDERSEN","2015-2016","ANA",19,86.08,5,1,80,89.6,-9.6,100,100,50,-0.48
"GARRET.SPARKS","2015-2016","TOR",11,40.93,4,1,75,95,-20,100,50,NA,-0.8
"HENRIK.LUNDQVIST","2015-2016","NYR",32,159.55,19,2,89.47,91.21,-1.74,100,100,71.43,-0.33
"JACOB.MARKSTROM","2015-2016","VAN",15,83.7,8,1,87.5,90.62,-3.12,100,50,100,-0.25
