"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2012-2013","S.J",1,22.18,5,1,80,95.2,-15.2,100,66.67,NA,-0.76
"AL.MONTOYA","2012-2013","WPG",4,182.88,99,7,92.93,92.56,0.37,100,93.1,78.26,0.37
"ANDERS.LINDBACK","2012-2013","T.B",11,428.93,203,22,89.16,90.97,-1.8,97.5,90,75.47,-3.66
"ANTON.KHUDOBIN","2012-2013","BOS",9,399.33,183,20,89.07,92.13,-3.05,98.77,86.89,73.17,-5.59
"ANTTI.NIEMI","2012-2013","S.J",20,913.9,440,33,92.5,93.25,-0.75,98.26,89.78,79.45,-3.32
"BEN.BISHOP","2012-2013","OTT/T.B",12,545.7,297,27,90.91,92.11,-1.21,95.31,90.57,82.54,-3.58
"BEN.SCRIVENS","2012-2013","TOR",10,419.35,214,16,92.52,93.05,-0.53,98.1,91.3,80,-1.13
"BRADEN.HOLTBY","2012-2013","WSH",17,746.97,388,27,93.04,92.73,0.31,97.06,92.37,81.82,1.2
"BRIAN.BOUCHER","2012-2013","PHI",2,63.27,26,4,84.62,93.77,-9.15,92.31,87.5,60,-2.38
"BRIAN.ELLIOTT","2012-2013","STL",12,460.5,194,12,93.81,93.14,0.67,100,90.16,81.25,1.3
"CAM.WARD","2012-2013","CAR",11,443.32,225,14,93.78,92.67,1.11,96.3,94.44,86.67,2.5
"CAREY.PRICE","2012-2013","MTL",18,792.07,359,30,91.64,92.57,-0.92,96.45,92.97,75.81,-3.32
"CARTER.HUTTON","2012-2013","CHI",1,50.55,21,2,90.48,92.67,-2.19,100,77.78,100,-0.46
"CEDRICK.DESJARDINS","2012-2013","T.B",2,80.28,30,1,96.67,91.43,5.23,100,88.89,100,1.57
"CHAD.JOHNSON","2012-2013","ARI",1,49.07,28,1,96.43,91.93,4.5,100,100,83.33,1.26
"CHRIS.MASON","2012-2013","NSH",9,303.5,157,16,89.81,91.5,-1.69,96.77,95,68.57,-2.66
"COREY.CRAWFORD","2012-2013","CHI",17,740.93,304,19,93.75,92.26,1.49,98.56,93.27,83.61,4.54
"CORY.SCHNEIDER","2012-2013","VAN",15,635.13,312,24,92.31,91.88,0.43,97.83,91.18,83.33,1.35
"CRAIG.ANDERSON","2012-2013","OTT",10,441.35,190,11,94.21,92.75,1.46,100,96.43,76.92,2.78
"CRISTOPHER.NILSTORP","2012-2013","DAL",2,92.62,43,3,93.02,92.86,0.16,96.15,100,75,0.07
"DAN.ELLIS","2012-2013","CAR",7,266.02,145,10,93.1,92.09,1.01,100,95.45,66.67,1.47
"DANIEL.TAYLOR","2012-2013","CGY",1,56,35,4,88.57,92.97,-4.4,95,90.91,50,-1.54
"DARCY.KUEMPER","2012-2013","MIN",5,193.77,77,7,90.91,91.53,-0.62,96.97,88.89,82.35,-0.48
"DEVAN.DUBNYK","2012-2013","EDM",19,828.65,446,33,92.6,92.66,-0.06,98.04,91.02,81.33,-0.27
"EVGENI.NABOKOV","2012-2013","NYI",21,1037.15,487,39,91.99,92.12,-0.13,97.18,92.86,78.26,-0.63
"HENRIK.LUNDQVIST","2012-2013","NYR",20,971.47,446,29,93.5,92.21,1.29,97.26,93.33,84.78,5.75
"ILYA.BRYZGALOV","2012-2013","PHI",18,768.78,362,36,90.06,92.59,-2.54,97.4,88.65,76.12,-9.18
"JACOB.MARKSTROM","2012-2013","FLA",12,507.75,310,27,91.29,91.62,-0.33,95.56,94.29,78.57,-1.03
"JAKE.ALLEN","2012-2013","STL",8,353.17,145,16,88.97,90.73,-1.77,100,89.58,65.62,-2.56
"JAMES.REIMER","2012-2013","TOR",15,702,383,26,93.21,92.14,1.07,98.37,94.31,78.95,4.09
"JAROSLAV.HALAK","2012-2013","STL",9,327.18,108,12,88.89,91.94,-3.06,93.33,93.18,68.42,-3.3
"JASON.LABARBERA","2012-2013","ARI",7,309.65,172,12,93.02,90.89,2.13,100,97.22,75.61,3.67
"JEAN-SEBASTIEN.GIGUERE","2012-2013","COL",11,424.65,214,14,93.46,92.59,0.87,98.92,93.98,78.95,1.86
