"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2016-2017","S.J",11,0.88,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.NEDELJKOVIC","2016-2017","CAR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2016-2017","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2016-2017","MTL",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2016-2017","BUF",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2016-2017","T.B",22,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2016-2017","OTT",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTHONY.STOLARZ","2016-2017","PHI",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTOINE.BIBEAU","2016-2017","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2016-2017","CBJ",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2016-2017","BOS",7,0.53,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2016-2017","DAL",15,1.27,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2016-2017","NYR",17,2.43,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2016-2017","T.B/L.A",21,2.82,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2016-2017","WSH",26,0.68,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2016-2017","CGY",24,1.42,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.PICKARD","2016-2017","COL",25,2.3,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2016-2017","EDM",35,3.13,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2016-2017","CAR",28,0.43,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2016-2017","MTL",25,1.62,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2016-2017","STL",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2016-2017","CGY",17,0.92,0,0,NA,NA,NA,NA,NA,NA,0
"CHARLIE.LINDGREN","2016-2017","MTL",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.DRIEDGER","2016-2017","OTT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2016-2017","WPG",24,1.72,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2016-2017","CHI",28,2.95,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2016-2017","N.J",27,0.67,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2016-2017","OTT",20,2.98,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2016-2017","CBJ/TOR",12,2.52,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2016-2017","MIN",12,0.68,0,0,NA,NA,NA,NA,NA,NA,0
"DAVID.RITTICH","2016-2017","CGY",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2016-2017","MIN",31,2.75,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2016-2017","CAR",11,1.58,0,0,NA,NA,NA,NA,NA,NA,0
"ERIC.COMRIE","2016-2017","WPG",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2016-2017","TOR",31,1.55,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2016-2017","NYR",26,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2016-2017","VAN",15,1.7,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2016-2017","STL",29,3.23,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2016-2017","FLA",21,0.97,0,0,NA,NA,NA,NA,NA,NA,0
"JARED.COREAU","2016-2017","DET",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2016-2017","NYI",14,1.53,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-FRANCOIS.BERUBE","2016-2017","NYI",7,1.43,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2016-2017","L.A",9,0.82,0,0,NA,NA,NA,NA,NA,NA,0
"JEREMY.SMITH","2016-2017","COL",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2016-2017","TOR",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2016-2017","DET",11,1.37,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2016-2017","ANA",26,3.45,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2016-2017","EDM",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2016-2017","ANA",22,1.88,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2016-2017","L.A",7,0,0,0,NA,NA,NA,NA,NA,NA,0
