"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",11,41.2,37,2,94.59,90,4.59,100,95.83,87.5,1.7
"ADIN.HILL","2017-2018","ARI",2,6,2,0,100,79,21,NA,100,100,0.42
"ALEX.STALOCK","2017-2018","MIN",12,81.47,82,8,90.24,88.79,1.45,100,88.46,91.3,1.19
"AL.MONTOYA","2017-2018","MTL/EDM",6,24.05,24,6,75,85.12,-10.12,66.67,87.5,69.23,-2.43
"ANDERS.NILSSON","2017-2018","VAN",10,58.17,57,8,85.96,84.33,1.63,100,83.33,84,0.93
"ANDREI.VASILEVSKIY","2017-2018","T.B",18,87.4,79,7,91.14,89.58,1.56,100,90.7,85.71,1.23
"ANTON.FORSBERG","2017-2018","CHI",10,46.15,35,5,85.71,86.74,-1.03,100,88.24,80,-0.36
"ANTON.KHUDOBIN","2017-2018","BOS",10,41.68,47,5,89.36,87.13,2.23,100,90,85,1.05
"ANTTI.NIEMI","2017-2018","PIT/MTL",6,29.22,31,9,70.97,88.81,-17.84,75,82.35,50,-5.53
"ANTTI.RAANTA","2017-2018","ARI",12,55.45,50,4,92,87.94,4.06,100,100,69.23,2.03
"BEN.BISHOP","2017-2018","DAL",15,84.45,70,9,87.14,86.94,0.2,100,90,80,0.14
"BRADEN.HOLTBY","2017-2018","WSH",14,82.95,81,10,87.65,88.17,-0.52,100,87.76,82.61,-0.42
"BRIAN.ELLIOTT","2017-2018","PHI",19,95.17,82,14,82.93,87.39,-4.46,91.67,87.8,72.41,-3.66
"CALVIN.PICKARD","2017-2018","TOR",1,6,3,0,100,93.33,6.67,NA,100,NA,0.2
"CAM.TALBOT","2017-2018","EDM",18,92.18,67,8,88.06,86.39,1.67,100,94.12,78.57,1.12
"CAM.WARD","2017-2018","CAR",11,40.83,37,6,83.78,88.19,-4.41,100,82.61,71.43,-1.63
"CAREY.PRICE","2017-2018","MTL",14,81.5,85,12,85.88,85.66,0.22,100,90.91,75,0.19
"CARTER.HUTTON","2017-2018","STL",9,32.55,37,4,89.19,85.38,3.81,100,100,71.43,1.41
"CASEY.DESMITH","2017-2018","PIT",3,11.88,10,1,90,73.1,16.9,NA,100,80,1.69
"CHAD.JOHNSON","2017-2018","BUF",10,46.53,40,6,85,86.2,-1.2,0,83.33,93.33,-0.48
"CHARLIE.LINDGREN","2017-2018","MTL",2,11.75,11,0,100,88.09,11.91,100,100,100,1.31
"CONNOR.HELLEBUYCK","2017-2018","WPG",19,99.05,104,9,91.35,87.94,3.4,100,96.55,78.12,3.54
"COREY.CRAWFORD","2017-2018","CHI",13,64.03,64,5,92.19,88.7,3.48,92.31,93.55,90,2.23
