"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2013-2014","S.J",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2013-2014","WPG",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2013-2014","T.B",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2013-2014","NYI",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2013-2014","CAR",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2013-2014","S.J",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2013-2014","CHI",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2013-2014","T.B",20,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.SCRIVENS","2013-2014","L.A/EDM",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2013-2014","WSH",16,0.77,1,0,100,90,10,NA,100,NA,0.1
"BRIAN.ELLIOTT","2013-2014","STL",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2013-2014","NYR",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2013-2014","CAR",9,2,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2013-2014","MTL",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2013-2014","NSH",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2013-2014","BOS",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2013-2014","CHI",18,0,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2013-2014","N.J",16,2.35,3,0,100,90.67,9.33,NA,100,100,0.28
"CRAIG.ANDERSON","2013-2014","OTT",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2013-2014","CBJ",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2013-2014","DAL/FLA",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2013-2014","MIN",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2013-2014","EDM/NSH",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"DREW.MACINTYRE","2013-2014","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2013-2014","MTL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2013-2014","VAN",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"EVGENI.NABOKOV","2013-2014","NYI",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2013-2014","ANA",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2013-2014","NYR",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2013-2014","EDM/MIN",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2013-2014","FLA/VAN",3,0.97,1,0,100,67,33,NA,NA,100,0.33
"JAMES.REIMER","2013-2014","TOR",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2013-2014","STL/WSH",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2013-2014","EDM",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2013-2014","COL",11,0.87,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2013-2014","PIT",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2013-2014","BUF",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2013-2014","DET",17,2,2,0,100,90,10,NA,100,100,0.2
"JOEY.MACDONALD","2013-2014","CGY",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2013-2014","ANA",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2013-2014","DET",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2013-2014","ANA",14,1.2,3,1,66.67,84,-17.33,NA,100,50,-0.52
"JONATHAN.BERNIER","2013-2014","TOR",14,1.05,2,0,100,92,8,NA,100,NA,0.16
"JONATHAN.QUICK","2013-2014","L.A",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONI.ORTIO","2013-2014","CGY",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOSH.HARDING","2013-2014","MIN",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2013-2014","CAR",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2013-2014","DAL",22,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARRI.RAMO","2013-2014","CGY",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"KEVIN.POULIN","2013-2014","NYI",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2013-2014","PIT",26,0.22,0,0,NA,NA,NA,NA,NA,NA,0
"MAREK.MAZANEC","2013-2014","NSH",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BRODEUR","2013-2014","N.J",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.JONES","2013-2014","L.A",8,0.57,1,0,100,91,9,NA,100,NA,0.09
"MATT.HACKETT","2013-2014","BUF",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.HUTCHINSON","2013-2014","WPG",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2013-2014","WSH/BUF",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.MCKENNA","2013-2014","CBJ",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2013-2014","ARI",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"NATHAN.LIEUWEN","2013-2014","BUF",3,0,0,0,NA,NA,NA,NA,NA,NA,0
