"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2010-2011","MTL",5,19.57,3,0,100,88,12,NA,100,100,0.36
"ALEX.STALOCK","2010-2011","S.J",1,2.82,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2010-2011","NYI",13,67.08,6,0,100,92.33,7.67,100,100,100,0.46
"ANDERS.LINDBACK","2010-2011","NSH",9,39.43,4,0,100,94.5,5.5,100,100,NA,0.22
"ANDREW.RAYCROFT","2010-2011","DAL",5,31.72,3,0,100,88.67,11.33,100,100,100,0.34
"ANTERO.NIITTYMAKI","2010-2011","S.J",12,89.9,7,0,100,86.71,13.29,100,100,100,0.93
"ANTON.KHUDOBIN","2010-2011","MIN",2,12.02,3,0,100,96.67,3.33,100,100,NA,0.1
"ANTTI.NIEMI","2010-2011","S.J",29,133.27,22,4,81.82,88.95,-7.14,100,100,33.33,-1.57
"BEN.BISHOP","2010-2011","STL",4,8.23,1,0,100,94,6,NA,100,NA,0.06
"BRADEN.HOLTBY","2010-2011","WSH",6,26.1,5,0,100,89.6,10.4,100,100,100,0.52
"BRENT.JOHNSON","2010-2011","PIT",8,47.95,5,0,100,91.8,8.2,100,100,100,0.41
"BRIAN.BOUCHER","2010-2011","PHI",14,88.53,5,0,100,93.4,6.6,NA,100,NA,0.33
"BRIAN.ELLIOTT","2010-2011","OTT/COL",29,127.75,22,3,86.36,89.18,-2.82,100,85.71,75,-0.62
"CAM.WARD","2010-2011","CAR",39,249.45,32,3,90.62,90.88,-0.25,88.89,94.12,83.33,-0.08
"CAREY.PRICE","2010-2011","MTL",38,203.68,46,1,97.83,91.85,5.98,100,96,100,2.75
"CEDRICK.DESJARDINS","2010-2011","T.B",2,14.43,7,0,100,94.57,5.43,100,100,NA,0.38
"CHRIS.MASON","2010-2011","ATL",15,88.43,7,0,100,90.14,9.86,NA,100,100,0.69
"CHRIS.OSGOOD","2010-2011","DET",4,25,5,1,80,91.6,-11.6,0,100,100,-0.58
"COREY.CRAWFORD","2010-2011","CHI",30,155.08,25,1,96,89.72,6.28,100,100,80,1.57
"CORY.SCHNEIDER","2010-2011","VAN",10,41.78,7,0,100,93.29,6.71,100,100,NA,0.47
"CRAIG.ANDERSON","2010-2011","COL/OTT",27,127.27,15,3,80,91.67,-11.67,100,80,0,-1.75
"CURTIS.MCELHINNEY","2010-2011","ANA/OTT",8,32.43,2,0,100,94.5,5.5,100,100,NA,0.11
"DAN.ELLIS","2010-2011","T.B/ANA",22,132.42,18,1,94.44,91.11,3.33,100,90.91,100,0.6
"DAVID.LENEVEU","2010-2011","CBJ",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2010-2011","EDM",16,68.52,4,0,100,93.5,6.5,100,100,NA,0.26
"DWAYNE.ROLOSON","2010-2011","NYI/T.B",30,199.75,33,4,87.88,92.27,-4.39,88.89,100,62.5,-1.45
"HENRIK.KARLSSON","2010-2011","CGY",5,22,5,1,80,91.6,-11.6,100,50,100,-0.58
"HENRIK.LUNDQVIST","2010-2011","NYR",34,199.75,32,1,96.88,90.06,6.81,100,100,87.5,2.18
"ILYA.BRYZGALOV","2010-2011","ARI",40,206.73,26,2,92.31,92.58,-0.27,100,93.75,75,-0.07
"JAMES.REIMER","2010-2011","TOR",16,87.45,17,2,88.24,92.35,-4.12,100,87.5,66.67,-0.7
"JAROSLAV.HALAK","2010-2011","STL",32,189.27,22,0,100,91.23,8.77,100,100,100,1.93
"JASON.LABARBERA","2010-2011","ARI",2,8.92,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2010-2011","TOR",20,102.1,15,1,93.33,90.87,2.47,100,100,50,0.37
"JHONAS.ENROTH","2010-2011","BUF",6,18.15,4,3,25,93,-68,0,33.33,NA,-2.72
"JIMMY.HOWARD","2010-2011","DET",35,186.37,23,3,86.96,90.35,-3.39,100,85.71,75,-0.78
"JOEY.MACDONALD","2010-2011","DET",6,16.75,2,0,100,86.5,13.5,100,NA,100,0.27
"JOHAN.HEDBERG","2010-2011","N.J",18,50.83,6,2,66.67,87.17,-20.5,100,75,0,-1.23
"JONAS.GUSTAVSSON","2010-2011","TOR",10,48.7,8,0,100,92.62,7.38,100,100,100,0.59
"JONAS.HILLER","2010-2011","ANA",25,125.78,11,1,90.91,89.18,1.73,100,85.71,100,0.19
"JONATHAN.BERNIER","2010-2011","L.A",10,51.2,5,1,80,92.8,-12.8,100,75,NA,-0.64
"JONATHAN.QUICK","2010-2011","L.A",33,218.83,20,2,90,93.25,-3.25,100,86.67,NA,-0.65
"JOSE.THEODORE","2010-2011","MIN",8,29.83,6,0,100,93.67,6.33,100,100,NA,0.38
"JUSTIN.PETERS","2010-2011","CAR",3,18.13,3,1,66.67,89.67,-23,NA,50,100,-0.69
"KARI.LEHTONEN","2010-2011","DAL",38,237.08,47,5,89.36,90.62,-1.26,91.67,92.31,77.78,-0.59
"KEVIN.POULIN","2010-2011","NYI",4,13.32,2,0,100,93.5,6.5,100,100,NA,0.13
"MARC-ANDRE.FLEURY","2010-2011","PIT",36,205.12,25,2,92,91.16,0.84,100,83.33,100,0.21
"MARK.DEKANICH","2010-2011","NSH",1,4.93,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BIRON","2010-2011","NYR",8,46.6,5,1,80,92,-12,100,75,NA,-0.6
"MARTIN.BRODEUR","2010-2011","N.J",25,135.35,17,3,82.35,87.24,-4.88,NA,81.82,83.33,-0.83
"MARTIN.GERBER","2010-2011","EDM",2,12,4,0,100,88.25,11.75,NA,100,100,0.47
"MARTY.TURCO","2010-2011","CHI",12,67.08,8,0,100,93.5,6.5,100,100,NA,0.52
"MATHIEU.GARON","2010-2011","CBJ",16,90.45,11,1,90.91,91.73,-0.82,100,100,50,-0.09
"MICHAL.NEUVIRTH","2010-2011","WSH",23,105.9,14,2,85.71,92.07,-6.36,100,80,66.67,-0.89
