"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2012-2013","S.J",1,2,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2012-2013","WPG",3,12.73,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2012-2013","T.B",13,86.53,14,1,92.86,90,2.86,100,100,80,0.4
"ANTON.KHUDOBIN","2012-2013","BOS",5,22.62,5,0,100,92.4,7.6,100,100,100,0.38
"ANTTI.NIEMI","2012-2013","S.J",23,112.8,18,1,94.44,92.78,1.67,100,100,83.33,0.3
"BEN.BISHOP","2012-2013","OTT/T.B",10,40.42,6,0,100,95.33,4.67,100,100,NA,0.28
"BEN.SCRIVENS","2012-2013","TOR",10,39.55,4,0,100,96.5,3.5,100,100,NA,0.14
"BRADEN.HOLTBY","2012-2013","WSH",19,100.37,17,2,88.24,89.76,-1.53,100,100,66.67,-0.26
"BRIAN.BOUCHER","2012-2013","PHI",2,4,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2012-2013","STL",12,58.75,8,1,87.5,93.25,-5.75,100,80,100,-0.46
"CAM.WARD","2012-2013","CAR",6,47.32,7,1,85.71,82.86,2.86,100,100,66.67,0.2
"CAREY.PRICE","2012-2013","MTL",21,132.25,17,1,94.12,90.18,3.94,100,100,66.67,0.67
"CEDRICK.DESJARDINS","2012-2013","T.B",1,1.68,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2012-2013","ARI",3,18.15,1,0,100,87,13,NA,NA,100,0.13
"CHRIS.MASON","2012-2013","NSH",2,4.87,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2012-2013","CHI",13,65.67,7,2,71.43,91.57,-20.14,100,33.33,100,-1.41
"CORY.SCHNEIDER","2012-2013","VAN",15,77.53,8,1,87.5,94.75,-7.25,100,NA,50,-0.58
"CRAIG.ANDERSON","2012-2013","OTT",14,82.87,8,0,100,90.38,9.62,100,100,100,0.77
"CRISTOPHER.NILSTORP","2012-2013","DAL",3,22,4,0,100,95.25,4.75,100,100,100,0.19
"DAN.ELLIS","2012-2013","CAR",12,48.53,6,1,83.33,85.83,-2.5,100,100,75,-0.15
"DANIEL.TAYLOR","2012-2013","CGY",1,5.7,1,0,100,89,11,NA,100,NA,0.11
"DARCY.KUEMPER","2012-2013","MIN",1,4,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2012-2013","EDM",19,87.5,7,0,100,89,11,100,100,100,0.77
"EVGENI.NABOKOV","2012-2013","NYI",20,113.72,9,0,100,90.78,9.22,100,100,100,0.83
"HENRIK.LUNDQVIST","2012-2013","NYR",23,120.75,19,1,94.74,92.74,2,100,92.31,100,0.38
"ILYA.BRYZGALOV","2012-2013","PHI",22,104.98,14,1,92.86,89.64,3.21,100,80,100,0.45
"JACOB.MARKSTROM","2012-2013","FLA",11,59.3,7,0,100,87.14,12.86,100,NA,100,0.9
"JAKE.ALLEN","2012-2013","STL",7,44.25,6,0,100,86.67,13.33,100,100,100,0.8
"JAMES.REIMER","2012-2013","TOR",18,83.22,14,1,92.86,90.21,2.64,100,100,75,0.37
"JAROSLAV.HALAK","2012-2013","STL",7,33.35,4,1,75,90.5,-15.5,NA,100,0,-0.62
"JASON.LABARBERA","2012-2013","ARI",8,31.75,2,0,100,91.5,8.5,100,NA,100,0.17
"JEAN-SEBASTIEN.GIGUERE","2012-2013","COL",7,32.65,4,1,75,93,-18,NA,75,NA,-0.72
"JHONAS.ENROTH","2012-2013","BUF",7,29.03,7,2,71.43,90.43,-19,100,50,50,-1.33
"JIMMY.HOWARD","2012-2013","DET",24,139.65,19,2,89.47,87.47,2,100,85.71,87.5,0.38
"JOEY.MACDONALD","2012-2013","CGY",9,35.58,3,0,100,93,7,NA,100,NA,0.21
"JOHAN.HEDBERG","2012-2013","N.J",8,36.57,5,1,80,90.2,-10.2,100,100,0,-0.51
"JONAS.GUSTAVSSON","2012-2013","DET",1,4,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2012-2013","ANA",12,49.88,11,2,81.82,86.82,-5,100,100,50,-0.55
