"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2010-2011","MTL",5,25.72,20,2,90,88.6,1.4,100,90,80,0.28
"ALEX.STALOCK","2010-2011","S.J",1,4,5,0,100,87.8,12.2,NA,100,100,0.61
"AL.MONTOYA","2010-2011","NYI",13,69.23,47,6,87.23,85.43,1.81,85.71,94.74,80.95,0.85
"ANDERS.LINDBACK","2010-2011","NSH",9,30.33,22,4,81.82,89.36,-7.55,100,76.92,85.71,-1.66
"ANDREW.RAYCROFT","2010-2011","DAL",5,22.65,13,1,92.31,89.54,2.77,100,100,80,0.36
"ANTERO.NIITTYMAKI","2010-2011","S.J",12,49.55,39,8,79.49,85.56,-6.08,100,78.95,78.95,-2.37
"ANTON.KHUDOBIN","2010-2011","MIN",2,10.28,8,1,87.5,87.62,-0.12,NA,75,100,-0.01
"ANTTI.NIEMI","2010-2011","S.J",29,126.9,116,16,86.21,87.47,-1.26,100,91.04,70.59,-1.46
"BEN.BISHOP","2010-2011","STL",4,15.02,15,3,80,85,-5,100,90,50,-0.75
"BRADEN.HOLTBY","2010-2011","WSH",6,30.07,13,0,100,91.77,8.23,100,100,100,1.07
"BRENT.JOHNSON","2010-2011","PIT",8,49.52,36,4,88.89,90.11,-1.22,100,88.89,80,-0.44
"BRIAN.BOUCHER","2010-2011","PHI",14,85.72,67,5,92.54,87.73,4.81,100,97.44,80,3.22
"BRIAN.ELLIOTT","2010-2011","OTT/COL",29,145.5,137,19,86.13,88.32,-2.19,100,90.54,70.73,-3
"CAM.WARD","2010-2011","CAR",38,191.63,183,16,91.26,87.8,3.45,100,93.86,83.64,6.32
"CAREY.PRICE","2010-2011","MTL",38,233.15,186,22,88.17,88.68,-0.51,100,89.29,80.77,-0.95
"CEDRICK.DESJARDINS","2010-2011","T.B",2,12.12,10,0,100,88.2,11.8,100,100,100,1.18
"CHRIS.MASON","2010-2011","ATL",15,74.77,58,8,86.21,87.83,-1.62,80,88.89,82.35,-0.94
"CHRIS.OSGOOD","2010-2011","DET",4,24.83,15,2,86.67,89.73,-3.07,100,81.82,100,-0.46
"COREY.CRAWFORD","2010-2011","CHI",30,118.52,111,19,82.88,87.52,-4.64,100,83.87,75.68,-5.15
"CORY.SCHNEIDER","2010-2011","VAN",10,52.28,39,5,87.18,89.21,-2.03,71.43,95.45,80,-0.79
"CRAIG.ANDERSON","2010-2011","COL/OTT",27,166.05,149,21,85.91,88,-2.09,96.67,94.44,65.96,-3.12
"CURTIS.MCELHINNEY","2010-2011","ANA/OTT",8,37.3,28,2,92.86,89.46,3.39,100,93.33,85.71,0.95
"DAN.ELLIS","2010-2011","T.B/ANA",22,113.35,77,11,85.71,90.17,-4.45,91.67,87.5,76.47,-3.43
"DAVID.LENEVEU","2010-2011","CBJ",1,2,3,0,100,87,13,NA,100,100,0.39
"DEVAN.DUBNYK","2010-2011","EDM",16,99.75,72,8,88.89,88.49,0.4,100,86.96,88.89,0.29
"DWAYNE.ROLOSON","2010-2011","NYI/T.B",30,166.47,127,17,86.61,88.5,-1.89,100,91.43,70.27,-2.4
"HENRIK.KARLSSON","2010-2011","CGY",5,19.9,23,4,82.61,85.22,-2.61,100,91.67,70,-0.6
"HENRIK.LUNDQVIST","2010-2011","NYR",34,145.55,113,14,87.61,86.52,1.09,100,92.16,80.77,1.23
"ILYA.BRYZGALOV","2010-2011","ARI",40,208.18,200,22,89,89.38,-0.38,100,91.41,77.08,-0.76
"JAMES.REIMER","2010-2011","TOR",16,56.33,45,6,86.67,86.67,0,100,90.62,70,0
"JAROSLAV.HALAK","2010-2011","STL",32,166.62,127,12,90.55,88.15,2.4,100,94.32,78.12,3.05
"JASON.LABARBERA","2010-2011","ARI",2,2.13,5,1,80,91.6,-11.6,100,50,100,-0.58
"JEAN-SEBASTIEN.GIGUERE","2010-2011","TOR",20,88.23,54,9,83.33,90.74,-7.41,90,85.29,70,-4
"JHONAS.ENROTH","2010-2011","BUF",6,16.98,20,1,95,91.15,3.85,100,100,66.67,0.77
"JIMMY.HOWARD","2010-2011","DET",35,161.6,140,16,88.57,86.94,1.64,100,93.94,76,2.29
"JOEY.MACDONALD","2010-2011","DET",6,19.75,14,3,78.57,81.86,-3.29,100,100,40,-0.46
"JOHAN.HEDBERG","2010-2011","N.J",18,60.47,43,5,88.37,88.33,0.05,100,90.91,82.35,0.02
"JONAS.GUSTAVSSON","2010-2011","TOR",10,33.45,29,4,86.21,90.93,-4.72,100,82.35,83.33,-1.37
"JONAS.HILLER","2010-2011","ANA",25,117.8,88,12,86.36,88.77,-2.41,92.31,95.74,67.86,-2.12
"JONATHAN.BERNIER","2010-2011","L.A",10,49.75,38,4,89.47,89.18,0.29,100,86.36,90,0.11
"JONATHAN.QUICK","2010-2011","L.A",33,158.1,119,11,90.76,89.56,1.19,100,90.91,82.14,1.42
"JOSE.THEODORE","2010-2011","MIN",8,34.08,37,5,86.49,89.59,-3.11,100,87.5,76.92,-1.15
"JUSTIN.PETERS","2010-2011","CAR",3,12.55,18,3,83.33,89.11,-5.78,100,77.78,83.33,-1.04
"KARI.LEHTONEN","2010-2011","DAL",38,207.03,169,23,86.39,89.22,-2.83,96.77,88.89,75,-4.79
"KEVIN.POULIN","2010-2011","NYI",4,10.95,8,1,87.5,89.38,-1.88,NA,83.33,100,-0.15
"MARC-ANDRE.FLEURY","2010-2011","PIT",35,188.42,157,15,90.45,89.6,0.85,96.55,95.29,76.74,1.33
"MARK.DEKANICH","2010-2011","NSH",1,4.73,5,1,80,89,-9,100,100,0,-0.45
"MARTIN.BIRON","2010-2011","NYR",8,36.7,22,3,86.36,87.45,-1.09,100,100,62.5,-0.24
"MARTIN.BRODEUR","2010-2011","N.J",25,101.57,62,10,83.87,87.94,-4.06,100,91.89,66.67,-2.52
"MARTIN.GERBER","2010-2011","EDM",2,9.43,7,1,85.71,89.43,-3.71,NA,100,50,-0.26
"MARTY.TURCO","2010-2011","CHI",12,59.73,58,7,87.93,89.34,-1.41,90,94.29,69.23,-0.82
"MATHIEU.GARON","2010-2011","CBJ",16,71.55,64,8,87.5,89.8,-2.3,100,88.57,80,-1.47
"MICHAL.NEUVIRTH","2010-2011","WSH",23,133.7,107,13,87.85,86.71,1.14,93.75,96.43,71.43,1.22
"MIIKKA.KIPRUSOFF","2010-2011","CGY",37,192.42,144,16,88.89,89.42,-0.53,100,89.77,81.08,-0.77
"MIKE.BRODEUR","2010-2011","OTT",2,8.52,5,1,80,80.8,-0.8,100,100,66.67,-0.04
"MIKE.MCKENNA","2010-2011","N.J",1,2.98,4,1,75,81,-6,NA,100,50,-0.24
"MIKE.SMITH","2010-2011","T.B",7,43.67,23,0,100,93.13,6.87,100,100,100,1.58
"MIKKO.KOSKINEN","2010-2011","NYI",2,23.53,21,2,90.48,86.05,4.43,100,100,81.82,0.93
"NATHAN.LAWSON","2010-2011","NYI",3,9.07,6,1,83.33,85.5,-2.17,100,100,66.67,-0.13
"NIKLAS.BACKSTROM","2010-2011","MIN",32,193.22,130,17,86.92,90.14,-3.22,96.43,86.67,77.78,-4.18
"NIKOLAI.KHABIBULIN","2010-2011","EDM",25,128.6,129,19,85.27,87.27,-2,100,86.84,78.57,-2.58
"ONDREJ.PAVELEC","2010-2011","ATL",29,131.35,125,15,88,86.91,1.09,92.31,94.03,77.78,1.36
"PASCAL.LECLAIRE","2010-2011","OTT",7,31.8,42,6,85.71,89.67,-3.95,100,80.95,84.62,-1.66
"PATRICK.LALIME","2010-2011","BUF",4,20.27,15,0,100,90.53,9.47,100,100,100,1.42
"PEKKA.RINNE","2010-2011","NSH",34,191.77,163,9,94.48,88.79,5.69,100,96.15,88.89,9.27
