"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2015-2016","S.J",7,0.65,2,1,50,84,-34,NA,100,0,-0.68
"AL.MONTOYA","2015-2016","FLA",10,0.4,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2015-2016","ARI",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2015-2016","EDM/STL",12,0.88,3,0,100,85,15,NA,100,100,0.45
"ANDREI.VASILEVSKIY","2015-2016","T.B",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2015-2016","OTT",11,0.48,2,1,50,68.5,-18.5,NA,100,0,-0.37
"ANTON.FORSBERG","2015-2016","CBJ",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2015-2016","ANA",4,1.88,3,0,100,74.33,25.67,NA,NA,100,0.77
"ANTTI.NIEMI","2015-2016","DAL",25,2.8,4,0,100,79,21,NA,100,100,0.84
"ANTTI.RAANTA","2015-2016","NYR",12,1.4,3,0,100,85,15,NA,NA,100,0.45
"BEN.BISHOP","2015-2016","T.B",33,0.5,1,1,0,84,-84,NA,NA,0,-0.84
"BEN.SCRIVENS","2015-2016","MTL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2015-2016","WSH",33,4.5,7,1,85.71,76.86,8.86,NA,100,75,0.62
"BRIAN.ELLIOTT","2015-2016","STL",22,1.85,3,1,66.67,62.33,4.33,NA,NA,66.67,0.13
"CALVIN.PICKARD","2015-2016","COL",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2015-2016","EDM",29,4.58,8,1,87.5,76.25,11.25,NA,100,85.71,0.9
"CAM.WARD","2015-2016","CAR",29,3.98,8,1,87.5,72.62,14.88,NA,100,85.71,1.19
"CAREY.PRICE","2015-2016","MTL",5,2.6,9,0,100,74,26,NA,100,100,2.34
"CARTER.HUTTON","2015-2016","NSH",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2015-2016","BUF",22,1.9,2,0,100,88.5,11.5,NA,100,100,0.23
"CHRIS.GIBSON","2015-2016","NYI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2015-2016","WPG",17,3.7,2,1,50,80,-30,NA,NA,50,-0.6
"COREY.CRAWFORD","2015-2016","CHI",31,2,4,1,75,54,21,NA,100,66.67,0.84
"CORY.SCHNEIDER","2015-2016","N.J",30,3.55,5,1,80,79.8,0.2,NA,100,75,0.01
"CRAIG.ANDERSON","2015-2016","OTT",31,1.92,3,1,66.67,73.33,-6.67,NA,NA,66.67,-0.2
"CURTIS.MCELHINNEY","2015-2016","CBJ",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2015-2016","MIN",10,1.78,2,0,100,80,20,NA,NA,100,0.4
"DEVAN.DUBNYK","2015-2016","MIN",34,1.02,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2015-2016","MTL",3,0.57,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2015-2016","CAR",13,0.13,2,1,50,64,-14,NA,100,0,-0.28
"FREDERIK.ANDERSEN","2015-2016","ANA",19,2.47,3,0,100,77.67,22.33,NA,NA,100,0.67
"GARRET.SPARKS","2015-2016","TOR",11,0.7,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2015-2016","NYR",32,1.63,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2015-2016","VAN",15,0.73,1,1,0,80,-80,NA,NA,0,-0.8
"JAKE.ALLEN","2015-2016","STL",23,5.68,11,1,90.91,79.18,11.73,NA,100,87.5,1.29
"JAMES.REIMER","2015-2016","TOR/S.J",20,0.78,2,1,50,69,-19,NA,NA,50,-0.38
"JAROSLAV.HALAK","2015-2016","NYI",16,0.87,3,1,66.67,73,-6.33,NA,NA,66.67,-0.19
"JASON.KASDORF","2015-2016","BUF",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-FRANCOIS.BERUBE","2015-2016","NYI",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.ZATKOFF","2015-2016","PIT",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2015-2016","L.A",3,0.73,1,0,100,88,12,NA,100,NA,0.12
"JIMMY.HOWARD","2015-2016","DET",16,0.73,2,1,50,59.5,-9.5,NA,NA,50,-0.19
"JOHN.GIBSON","2015-2016","ANA",23,0.72,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2015-2016","BOS",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2015-2016","CGY",11,0.52,1,1,0,62,-62,NA,NA,0,-0.62
"JONATHAN.BERNIER","2015-2016","TOR",17,2.92,4,1,75,84.25,-9.25,NA,100,50,-0.37
"JONATHAN.QUICK","2015-2016","L.A",39,4.53,4,0,100,82.75,17.25,NA,100,100,0.69
"JONI.ORTIO","2015-2016","CGY",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOONAS.KORPISALO","2015-2016","CBJ",16,1.05,3,2,33.33,79,-45.67,NA,NA,33.33,-1.37
"JORDAN.BINNINGTON","2015-2016","STL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUUSE.SAROS","2015-2016","NSH",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2015-2016","DAL",22,0.12,0,0,NA,NA,NA,NA,NA,NA,0
"KARRI.RAMO","2015-2016","CGY",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"KEITH.KINKAID","2015-2016","N.J",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"LAURENT.BROSSOIT","2015-2016","EDM",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"LINUS.ULLMARK","2015-2016","BUF",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"LOUIS.DOMINGUE","2015-2016","ARI",24,0.22,1,1,0,73,-73,NA,NA,0,-0.73
"MAGNUS.HELLBERG","2015-2016","NYR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2015-2016","PIT",31,2.73,5,2,60,82.2,-22.2,NA,100,33.33,-1.11
"MARTIN.JONES","2015-2016","S.J",33,1.02,1,1,0,86,-86,NA,NA,0,-0.86
"MATTHEW.MURRAY","2015-2016","PIT",6,1.4,1,0,100,87,13,NA,NA,100,0.13
"MICHAEL.HUTCHINSON","2015-2016","WPG",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.LEIGHTON","2015-2016","CHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2015-2016","PHI",14,0.38,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.CONDON","2015-2016","MTL",30,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2015-2016","ARI",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"NIKLAS.TREUTLE","2015-2016","ARI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ONDREJ.PAVELEC","2015-2016","WPG",18,1.53,4,0,100,83.75,16.25,NA,100,100,0.65
"PEKKA.RINNE","2015-2016","NSH",37,2.37,4,1,75,66,9,NA,NA,75,0.36
"PETR.MRAZEK","2015-2016","DET",28,3.92,10,1,90,84.2,5.8,NA,100,80,0.58
"PHILIPP.GRUBAUER","2015-2016","WSH",11,0.23,1,1,0,65,-65,NA,NA,0,-0.65
"RETO.BERRA","2015-2016","COL",4,0,0,0,NA,NA,NA,NA,NA,NA,0
