"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2014-2015","S.J",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2014-2015","FLA",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2014-2015","DAL/BUF",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2014-2015","T.B",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.HAMMOND","2014-2015","OTT",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2014-2015","CBJ",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2014-2015","CAR",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2014-2015","S.J",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2014-2015","CHI",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2014-2015","T.B",15,2.02,2,0,100,86.5,13.5,NA,100,100,0.27
"BEN.SCRIVENS","2014-2015","EDM",17,0.08,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2014-2015","WSH",26,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2014-2015","STL",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"CALVIN.PICKARD","2014-2015","COL",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2014-2015","NYR",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2014-2015","CAR",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2014-2015","MTL",17,0.23,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2014-2015","NSH",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2014-2015","NYI",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2014-2015","CHI",20,0,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2014-2015","N.J",26,0,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2014-2015","OTT",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2014-2015","CBJ",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2014-2015","FLA",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2014-2015","MIN",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2014-2015","ARI/MIN",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2014-2015","MTL",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2014-2015","VAN",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"EVGENI.NABOKOV","2014-2015","T.B",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2014-2015","ANA",22,0.38,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2014-2015","NYR",13,0.48,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2014-2015","ANA",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2014-2015","VAN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2014-2015","STL",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2014-2015","TOR",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2014-2015","NYI",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2014-2015","ANA",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2014-2015","BUF/DAL",18,0,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2014-2015","DET",14,0.9,0,0,NA,NA,NA,NA,NA,NA,0
"JOHN.GIBSON","2014-2015","ANA",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2014-2015","DET",5,0.2,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2014-2015","CGY",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2014-2015","TOR",15,3,2,0,100,85.5,14.5,NA,100,100,0.29
"JONATHAN.QUICK","2014-2015","L.A",24,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONI.ORTIO","2014-2015","CGY",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSSI.RYNNAS","2014-2015","DAL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2014-2015","WSH",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2014-2015","DAL",21,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARRI.RAMO","2014-2015","CGY",7,0,0,0,NA,NA,NA,NA,NA,NA,0
