"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2013-2014","S.J",8,34.83,4,0,100,95.5,4.5,100,100,NA,0.18
"AL.MONTOYA","2013-2014","WPG",12,56.13,11,2,81.82,88.64,-6.82,100,83.33,75,-0.75
"ANDERS.LINDBACK","2013-2014","T.B",10,39.72,3,0,100,89,11,NA,100,100,0.33
"ANDERS.NILSSON","2013-2014","NYI",9,45.18,11,2,81.82,89,-7.18,100,83.33,75,-0.79
"ANDREW.HAMMOND","2013-2014","OTT",1,6.78,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2013-2014","CAR",20,98.2,15,2,86.67,84.67,2,100,80,83.33,0.3
"ANTTI.NIEMI","2013-2014","S.J",35,222.78,31,2,93.55,88.94,4.61,100,100,81.82,1.43
"ANTTI.RAANTA","2013-2014","CHI",9,51.02,13,0,100,86.54,13.46,100,100,100,1.75
"BEN.BISHOP","2013-2014","T.B",32,173.93,13,2,84.62,89.08,-4.46,100,75,80,-0.58
"BEN.SCRIVENS","2013-2014","L.A/EDM",19,106.75,20,4,80,88.35,-8.35,100,66.67,75,-1.67
"BRADEN.HOLTBY","2013-2014","WSH",23,109.58,19,3,84.21,92,-7.79,100,100,25,-1.48
"BRIAN.ELLIOTT","2013-2014","STL",13,68.37,10,2,80,86.9,-6.9,100,100,50,-0.69
"CALVIN.HEETER","2013-2014","PHI",1,0.73,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2013-2014","NYR",8,29.28,1,0,100,90,10,NA,100,NA,0.1
"CAM.WARD","2013-2014","CAR",14,86.72,12,1,91.67,85.83,5.83,100,100,85.71,0.7
"CAREY.PRICE","2013-2014","MTL",37,202.18,40,3,92.5,91.92,0.58,95,100,77.78,0.23
"CARTER.HUTTON","2013-2014","NSH",16,60.9,3,0,100,96.33,3.67,100,100,NA,0.11
"CEDRICK.DESJARDINS","2013-2014","T.B",1,0.23,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2013-2014","BOS",9,51.53,8,1,87.5,88.75,-1.25,100,100,50,-0.1
"CONNOR.KNAPP","2013-2014","BUF",1,4,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2013-2014","CHI",32,171.43,22,1,95.45,90,5.45,100,85.71,100,1.2
"CORY.SCHNEIDER","2013-2014","N.J",21,107.02,15,0,100,86.93,13.07,100,100,100,1.96
"CRAIG.ANDERSON","2013-2014","OTT",29,147.02,26,5,80.77,90.42,-9.65,100,77.78,57.14,-2.51
"CURTIS.MCELHINNEY","2013-2014","CBJ",14,62.78,7,0,100,93.57,6.43,100,100,100,0.45
"DAN.ELLIS","2013-2014","DAL/FLA",10,55.25,8,0,100,91.25,8.75,100,100,100,0.7
"DARCY.KUEMPER","2013-2014","MIN",12,54.72,4,0,100,88.75,11.25,NA,100,100,0.45
"DEVAN.DUBNYK","2013-2014","EDM/NSH",15,88.85,13,3,76.92,91.38,-14.46,100,71.43,66.67,-1.88
"EDDIE.LACK","2013-2014","VAN",17,74.32,9,2,77.78,91.11,-13.33,100,100,0,-1.2
"EVGENI.NABOKOV","2013-2014","NYI",25,109.83,10,1,90,85.3,4.7,100,100,75,0.47
"FREDERIK.ANDERSEN","2013-2014","ANA",14,59.93,5,0,100,86.4,13.6,100,100,100,0.68
"HENRIK.LUNDQVIST","2013-2014","NYR",34,182.58,33,5,84.85,86.52,-1.67,100,100,68.75,-0.55
"ILYA.BRYZGALOV","2013-2014","EDM/MIN",13,62.7,5,0,100,94,6,100,100,100,0.3
"JACOB.MARKSTROM","2013-2014","FLA/VAN",9,33.88,5,0,100,91,9,100,100,100,0.45
"JAMES.REIMER","2013-2014","TOR",17,53.55,11,0,100,95.82,4.18,100,100,NA,0.46
"JAROSLAV.HALAK","2013-2014","STL/WSH",28,136.17,9,2,77.78,91.56,-13.78,100,80,50,-1.24
"JASON.LABARBERA","2013-2014","EDM",3,14.05,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2013-2014","COL",6,29.17,3,0,100,95.33,4.67,100,100,NA,0.14
"JEFF.ZATKOFF","2013-2014","PIT",9,66.43,8,1,87.5,90.62,-3.12,100,83.33,100,-0.25
"JHONAS.ENROTH","2013-2014","BUF",14,83.53,10,1,90,91.4,-1.4,100,100,50,-0.14
"JIMMY.HOWARD","2013-2014","DET",27,133.22,11,0,100,88.18,11.82,100,100,100,1.3
"JOEY.MACDONALD","2013-2014","CGY",5,26.33,2,0,100,98,2,100,NA,NA,0.04
"JOHN.CURRY","2013-2014","MIN",2,7.85,3,1,66.67,91,-24.33,100,100,0,-0.73
"JOHN.GIBSON","2013-2014","ANA",2,10,1,0,100,98,2,100,NA,NA,0.02
"JONAS.GUSTAVSSON","2013-2014","DET",14,76.58,11,3,72.73,90.27,-17.55,75,66.67,75,-1.93
"JONAS.HILLER","2013-2014","ANA",27,159.97,13,1,92.31,92.08,0.23,100,80,100,0.03
"JONATHAN.BERNIER","2013-2014","TOR",29,134.9,30,1,96.67,93.77,2.9,100,100,80,0.87
"JONATHAN.QUICK","2013-2014","L.A",30,191.32,23,2,91.3,88.35,2.96,100,77.78,100,0.68
"JONI.ORTIO","2013-2014","CGY",7,32.25,7,1,85.71,86.57,-0.86,100,100,50,-0.06
"JOSH.HARDING","2013-2014","MIN",17,88.68,12,0,100,89,11,100,100,100,1.32
"JUSTIN.PETERS","2013-2014","CAR",10,42.75,4,0,100,92,8,100,100,100,0.32
"KARI.LEHTONEN","2013-2014","DAL",34,202.2,35,1,97.14,90.83,6.31,100,94.12,100,2.21
"KARRI.RAMO","2013-2014","CGY",18,74.7,7,2,71.43,91,-19.57,100,33.33,100,-1.37
"KEVIN.POULIN","2013-2014","NYI",11,67.62,5,1,80,85.2,-5.2,100,100,66.67,-0.26
"KRISTERS.GUDLEVSKIS","2013-2014","T.B",1,5.3,5,0,100,94.8,5.2,100,100,100,0.26
"MAGNUS.HELLBERG","2013-2014","NSH",1,2,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2013-2014","PIT",34,147.58,16,2,87.5,93.75,-6.25,100,88.89,0,-1
"MAREK.MAZANEC","2013-2014","NSH",15,59.27,8,0,100,95,5,100,100,100,0.4
"MARK.VISENTIN","2013-2014","ARI",1,2.18,0,0,NA,NA,NA,NA,NA,NA,0
"MARTIN.BRODEUR","2013-2014","N.J",22,101.25,14,4,71.43,89.86,-18.43,75,85.71,33.33,-2.58
"MARTIN.JONES","2013-2014","L.A",7,27.85,2,0,100,82,18,NA,100,100,0.36
"MATT.HACKETT","2013-2014","BUF",2,8.3,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAEL.HUTCHINSON","2013-2014","WPG",2,10,1,0,100,83,17,NA,NA,100,0.17
