"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2016-2017","S.J",11,512.88,268,18,93.28,92.11,1.18,98.47,95.24,77.36,3.15
"ALEX.NEDELJKOVIC","2016-2017","CAR",1,20.48,16,0,100,94.75,5.25,100,100,100,0.84
"ALEX.STALOCK","2016-2017","MIN",1,52.58,29,2,93.1,91.03,2.07,100,90,85.71,0.6
"AL.MONTOYA","2016-2017","MTL",14,697.33,348,33,90.52,92.2,-1.69,96.51,89.72,76.81,-5.87
"ANDERS.NILSSON","2016-2017","BUF",15,702.65,372,31,91.67,91.53,0.13,98.76,91.13,79.31,0.5
"ANDREI.VASILEVSKIY","2016-2017","T.B",22,1004.63,492,36,92.68,92.26,0.43,97.84,92.41,81.37,2.1
"ANDREW.HAMMOND","2016-2017","OTT",5,101.3,42,5,88.1,90.14,-2.05,88.89,90,85.71,-0.86
"ANTHONY.STOLARZ","2016-2017","PHI",4,156.7,70,5,92.86,91.41,1.44,100,95,77.78,1.01
"ANTOINE.BIBEAU","2016-2017","TOR",1,41.62,17,2,88.24,94.24,-6,100,83.33,0,-1.02
"ANTON.FORSBERG","2016-2017","CBJ",1,47.8,25,3,88,92.84,-4.84,100,88.89,50,-1.21
"ANTON.KHUDOBIN","2016-2017","BOS",7,294.4,129,11,91.47,91.6,-0.12,98.11,92.86,79.41,-0.16
"ANTTI.NIEMI","2016-2017","DAL",15,546.07,265,29,89.06,91.57,-2.52,97.37,86.87,75,-6.67
"ANTTI.RAANTA","2016-2017","NYR",17,738.25,387,19,95.09,92.6,2.49,98.32,94.78,87.84,9.64
"BEN.BISHOP","2016-2017","T.B/L.A",21,935.97,441,29,93.42,92.27,1.16,98.47,91.25,85.88,5.11
"BRADEN.HOLTBY","2016-2017","WSH",26,1241.88,614,45,92.67,92.11,0.57,99.28,90.7,80.83,3.47
"BRIAN.ELLIOTT","2016-2017","CGY",24,1109.47,495,44,91.11,91.95,-0.83,96.76,91.62,78,-4.13
"CALVIN.PICKARD","2016-2017","COL",25,1068.33,564,51,90.96,91.93,-0.97,97.64,89.45,78.38,-5.48
"CAM.TALBOT","2016-2017","EDM",35,1643.88,773,57,92.63,91.94,0.68,96.95,94.27,81.33,5.29
"CAM.WARD","2016-2017","CAR",28,1368.63,673,66,90.19,92.23,-2.03,96.98,91.47,70.09,-13.69
"CAREY.PRICE","2016-2017","MTL",25,1224.25,553,38,93.13,92.21,0.92,96.9,90.11,89.38,5.09
"CARTER.HUTTON","2016-2017","STL",17,639.68,283,21,92.58,92.24,0.34,96.88,95.83,77.97,0.95
"CHAD.JOHNSON","2016-2017","CGY",17,762.97,356,27,92.42,92.03,0.38,99.34,93.89,75.34,1.36
"CHARLIE.LINDGREN","2016-2017","MTL",2,111.42,53,3,94.34,92.36,1.98,100,91.3,87.5,1.05
"CHRIS.DRIEDGER","2016-2017","OTT",1,32.22,14,4,71.43,88.86,-17.43,75,75,50,-2.44
"CONNOR.HELLEBUYCK","2016-2017","WPG",24,1115.43,562,50,91.1,92.78,-1.68,97.32,91.18,74.23,-9.43
"COREY.CRAWFORD","2016-2017","CHI",28,1334.6,653,53,91.88,92.1,-0.22,96.6,92.64,79.69,-1.42
"CORY.SCHNEIDER","2016-2017","N.J",27,1260.68,645,56,91.32,92.21,-0.89,98.58,88.09,81.25,-5.75
"CRAIG.ANDERSON","2016-2017","OTT",20,948.28,495,28,94.34,92.55,1.79,97.37,93.41,88.24,8.88
"CURTIS.MCELHINNEY","2016-2017","CBJ/TOR",12,497.4,254,20,92.13,92.36,-0.24,96.67,93.02,79.17,-0.6
"DARCY.KUEMPER","2016-2017","MIN",12,576.82,323,29,91.02,92.74,-1.72,97.02,87.63,79.31,-5.55
"DAVID.RITTICH","2016-2017","CGY",1,18.65,6,0,100,92.67,7.33,100,100,NA,0.44
"DEVAN.DUBNYK","2016-2017","MIN",31,1386.58,738,47,93.63,93.35,0.28,97.35,92.22,83.5,2.08
"EDDIE.LACK","2016-2017","CAR",11,539.23,248,22,91.13,92.56,-1.44,97.44,90.79,78.18,-3.56
"ERIC.COMRIE","2016-2017","WPG",1,52.93,37,4,89.19,89.68,-0.49,93.75,100,72.73,-0.18
"FREDERIK.ANDERSEN","2016-2017","TOR",31,1399.17,782,59,92.46,92.26,0.19,99.19,90.84,77.54,1.49
"HENRIK.LUNDQVIST","2016-2017","NYR",26,1244.7,643,46,92.85,91.72,1.13,98.36,91.37,83.1,7.27
"JACOB.MARKSTROM","2016-2017","VAN",16,681.52,328,26,92.07,92.54,-0.46,97.33,93.16,77.05,-1.52
"JAKE.ALLEN","2016-2017","STL",29,1305.07,639,42,93.43,92.85,0.58,97.8,91.43,84.68,3.68
"JAMES.REIMER","2016-2017","FLA",22,918.47,482,32,93.36,92.5,0.86,98.57,94.71,77.11,4.13
"JARED.COREAU","2016-2017","DET",9,374.43,205,22,89.27,92.42,-3.16,96.91,85.51,76.92,-6.47
"JAROSLAV.HALAK","2016-2017","NYI",14,612.98,347,28,91.93,92.05,-0.12,95.57,94.96,78.57,-0.43
"JEAN-FRANCOIS.BERUBE","2016-2017","NYI",8,175.32,91,8,91.21,92.73,-1.52,97.37,86.11,88.24,-1.38
"JEFF.ZATKOFF","2016-2017","L.A",9,292.98,120,13,89.17,92.83,-3.67,98.28,87.8,66.67,-4.4
"JEREMY.SMITH","2016-2017","COL",7,324.28,170,15,91.18,92.01,-0.83,100,89.09,72.73,-1.41
"JHONAS.ENROTH","2016-2017","TOR",4,193.83,103,14,86.41,90.75,-4.34,95.45,86.49,68.18,-4.47
