"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2011-2012","OTT",7,241.6,117,11,90.6,91.29,-0.69,94.23,95.24,73.91,-0.81
"ALLEN.YORK","2011-2012","CBJ",6,153.57,66,3,95.45,91.86,3.59,100,96.77,80,2.37
"AL.MONTOYA","2011-2012","NYI",15,675.6,311,32,89.71,90.38,-0.67,98.15,89.74,79.07,-2.07
"ANDERS.LINDBACK","2011-2012","NSH",5,162.88,55,7,87.27,92.36,-5.09,100,81.48,75,-2.8
"ANDERS.NILSSON","2011-2012","NYI",3,125.88,62,4,93.55,92.1,1.45,100,93.1,84.62,0.9
"ANDREW.RAYCROFT","2011-2012","DAL",3,149.3,80,8,90,93.16,-3.16,97.78,85.71,71.43,-2.53
"ANTTI.NIEMI","2011-2012","S.J",35,1620.5,759,48,93.68,92.49,1.18,97.89,93.8,81.88,8.98
"BEN.BISHOP","2011-2012","OTT",7,299.07,131,11,91.6,93.19,-1.59,97.22,89.19,77.27,-2.08
"BEN.SCRIVENS","2011-2012","TOR",6,257.2,124,14,88.71,93.25,-4.54,95.16,86.05,73.68,-5.63
"BRADEN.HOLTBY","2011-2012","WSH",4,144.42,73,7,90.41,91.93,-1.52,93.55,92.31,81.25,-1.11
"BRAD.THIESSEN","2011-2012","PIT",4,158.4,61,5,91.8,93.44,-1.64,100,90.91,66.67,-1
"BRENT.JOHNSON","2011-2012","PIT",4,138.35,46,7,84.78,91.61,-6.83,95.45,90,64.29,-3.14
"BRIAN.BOUCHER","2011-2012","CAR",5,192.22,90,7,92.22,91.52,0.7,100,86.49,89.47,0.63
"BRIAN.ELLIOTT","2011-2012","STL",20,913.57,370,22,94.05,92.52,1.53,97.53,95.1,83.08,5.66
"CAM.WARD","2011-2012","CAR",34,1552.68,745,60,91.95,92.36,-0.41,97.78,92.18,76.76,-3.06
"CAREY.PRICE","2011-2012","MTL",35,1602.98,752,59,92.15,92.8,-0.65,98.15,91.4,78.43,-4.86
"CHRIS.MASON","2011-2012","WPG",6,260.45,100,6,94,91.37,2.63,97.78,96.67,84,2.63
"COREY.CRAWFORD","2011-2012","CHI",30,1322.1,622,55,91.16,92.06,-0.91,98.46,93.86,72.59,-5.63
"CORY.SCHNEIDER","2011-2012","VAN",14,600.43,300,19,93.67,92.9,0.76,97.22,94.5,80.85,2.29
"CRAIG.ANDERSON","2011-2012","OTT",29,1250.95,617,53,91.41,92.17,-0.76,97.44,91.62,76.19,-4.69
"CURTIS.SANFORD","2011-2012","CBJ",15,631.78,314,22,92.99,93.87,-0.88,95.65,97.65,73.33,-2.76
"DAN.ELLIS","2011-2012","ANA",5,125.3,59,3,94.92,93.78,1.14,100,84.21,100,0.67
"DEVAN.DUBNYK","2011-2012","EDM",23,992.07,475,37,92.21,91.63,0.58,97.95,91.95,82.08,2.76
"DREW.MACINTYRE","2011-2012","BUF",1,5.97,2,0,100,91,9,NA,100,100,0.18
"DUSTIN.TOKARSKI","2011-2012","T.B",4,151.3,73,7,90.41,93.22,-2.81,100,88.89,66.67,-2.05
"DWAYNE.ROLOSON","2011-2012","T.B",19,796.07,369,34,90.79,92.67,-1.88,99.36,89.1,71.93,-6.94
"EVGENI.NABOKOV","2011-2012","NYI",17,786.35,371,31,91.64,91.5,0.15,97.22,91.67,81.93,0.55
"HENRIK.KARLSSON","2011-2012","CGY",4,123.75,42,1,97.62,88.88,8.74,100,100,92.86,3.67
"HENRIK.LUNDQVIST","2011-2012","NYR",33,1567.7,692,46,93.35,91.15,2.2,98.25,93.33,85.71,15.21
"IIRO.TARKKI","2011-2012","ANA",1,29,9,2,77.78,94.11,-16.33,100,80,0,-1.47
"ILYA.BRYZGALOV","2011-2012","PHI",33,1386.07,643,51,92.07,91.82,0.24,97.62,93.09,78.03,1.57
"JACOB.MARKSTROM","2011-2012","FLA",2,68.63,32,2,93.75,91.84,1.91,100,91.67,83.33,0.61
"JAMES.REIMER","2011-2012","TOR",17,790.03,382,28,92.67,92.69,-0.02,97.78,90,84.72,-0.09
"JAROSLAV.HALAK","2011-2012","STL",21,963.98,394,20,94.92,92.78,2.14,97.28,96.58,84.38,8.43
"JASON.LABARBERA","2011-2012","ARI",8,325.87,151,13,91.39,93.17,-1.78,95.24,93.02,75,-2.69
"JEAN-SEBASTIEN.GIGUERE","2011-2012","COL",16,785.5,384,33,91.41,92.79,-1.38,98.91,86.26,81.16,-5.3
"JEFF.DESLAURIERS","2011-2012","ANA",1,49.25,23,2,91.3,95.48,-4.17,85.71,100,100,-0.96
"JHONAS.ENROTH","2011-2012","BUF",13,585.08,317,17,94.64,93.6,1.04,97.67,93.81,85.42,3.3
"JIMMY.HOWARD","2011-2012","DET",32,1467.37,618,34,94.5,92.62,1.87,99.3,93.4,85,11.58
"JOEY.MACDONALD","2011-2012","DET",8,349.55,144,11,92.36,92.74,-0.38,98.61,92.5,78.12,-0.54
