"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2016-2017","S.J",11,35.25,25,2,92,88.52,3.48,NA,93.75,88.89,0.87
"ALEX.NEDELJKOVIC","2016-2017","CAR",1,5.37,1,0,100,70,30,NA,NA,100,0.3
"ALEX.STALOCK","2016-2017","MIN",1,4,6,0,100,89.83,10.17,NA,100,100,0.61
"AL.MONTOYA","2016-2017","MTL",14,57.17,59,11,81.36,85.69,-4.34,100,90.91,63.64,-2.56
"ANDERS.NILSSON","2016-2017","BUF",15,71.9,84,9,89.29,88.1,1.19,100,94.12,77.78,1
"ANDREI.VASILEVSKIY","2016-2017","T.B",22,96.45,108,8,92.59,88.26,4.33,94.74,92.31,91.89,4.68
"ANDREW.HAMMOND","2016-2017","OTT",5,8.28,5,2,60,88.4,-28.4,NA,75,0,-1.42
"ANTHONY.STOLARZ","2016-2017","PHI",4,22.47,15,2,86.67,89.2,-2.53,NA,91.67,66.67,-0.38
"ANTOINE.BIBEAU","2016-2017","TOR",1,10,8,0,100,93.38,6.62,100,100,100,0.53
"ANTON.FORSBERG","2016-2017","CBJ",1,2.5,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2016-2017","BOS",7,46.45,37,2,94.59,86.97,7.62,100,100,84.62,2.82
"ANTTI.NIEMI","2016-2017","DAL",15,65.02,68,10,85.29,86.25,-0.96,90.91,96.88,68,-0.65
"ANTTI.RAANTA","2016-2017","NYR",16,75.7,64,11,82.81,87.59,-4.78,100,78.57,79.17,-3.06
"BEN.BISHOP","2016-2017","T.B/L.A",21,124.33,103,11,89.32,89.51,-0.19,87.5,88.33,92.59,-0.2
"BRADEN.HOLTBY","2016-2017","WSH",26,128.93,87,15,82.76,84.98,-2.22,100,90,69.44,-1.93
"BRIAN.ELLIOTT","2016-2017","CGY",24,127,102,14,86.27,87.1,-0.82,100,89.8,71.88,-0.84
"CALVIN.PICKARD","2016-2017","COL",25,126.63,117,19,83.76,86.85,-3.09,100,84.75,76.74,-3.62
"CAM.TALBOT","2016-2017","EDM",35,172.1,145,16,88.97,87.52,1.44,93.75,88.61,88,2.09
"CAM.WARD","2016-2017","CAR",28,115.03,58,10,82.76,89.78,-7.02,100,83.33,75,-4.07
"CAREY.PRICE","2016-2017","MTL",25,118.97,101,15,85.15,88.13,-2.98,92.31,86.54,80.56,-3.01
"CARTER.HUTTON","2016-2017","STL",16,76.47,63,5,92.06,89.17,2.89,100,92.31,86.67,1.82
"CHAD.JOHNSON","2016-2017","CGY",17,94.77,77,7,90.91,89.68,1.23,100,90.7,82.35,0.95
"CHARLIE.LINDGREN","2016-2017","MTL",2,1.73,1,0,100,81,19,NA,NA,100,0.19
"CHRIS.DRIEDGER","2016-2017","OTT",1,3.38,1,0,100,96,4,NA,100,NA,0.04
"CONNOR.HELLEBUYCK","2016-2017","WPG",24,122.65,101,16,84.16,90.03,-5.87,93.75,86.44,73.08,-5.93
"COREY.CRAWFORD","2016-2017","CHI",28,126.65,129,17,86.82,87.01,-0.19,100,90.91,73.81,-0.24
"CORY.SCHNEIDER","2016-2017","N.J",27,149.03,117,15,87.18,87.67,-0.49,100,90,78.95,-0.57
"CRAIG.ANDERSON","2016-2017","OTT",20,113.02,110,16,85.45,87.71,-2.25,100,86.57,80,-2.48
"CURTIS.MCELHINNEY","2016-2017","CBJ/TOR",12,42.45,49,6,87.76,89.45,-1.69,100,81.82,100,-0.83
"DARCY.KUEMPER","2016-2017","MIN",12,44.05,40,6,85,86.83,-1.83,100,90.48,71.43,-0.73
"DAVID.RITTICH","2016-2017","CGY",1,1.35,4,1,75,78.25,-3.25,NA,100,50,-0.13
"DEVAN.DUBNYK","2016-2017","MIN",31,136.95,127,15,88.19,87.17,1.02,100,90.48,81.63,1.3
"EDDIE.LACK","2016-2017","CAR",11,51.5,34,7,79.41,86.24,-6.82,100,88.89,58.33,-2.32
"ERIC.COMRIE","2016-2017","WPG",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2016-2017","TOR",31,153.98,121,9,92.56,88.86,3.7,100,90.62,91.67,4.48
"HENRIK.LUNDQVIST","2016-2017","NYR",26,116.78,87,10,88.51,89.39,-0.89,100,91.3,76.92,-0.77
"JACOB.MARKSTROM","2016-2017","VAN",16,76.83,76,9,88.16,87.17,0.99,100,85.37,89.29,0.75
"JAKE.ALLEN","2016-2017","STL",29,125.72,101,10,90.1,88.74,1.36,100,93.48,75.86,1.37
"JAMES.REIMER","2016-2017","FLA",21,105.48,74,11,85.14,88.88,-3.74,100,91.49,69.57,-2.77
"JARED.COREAU","2016-2017","DET",9,33.12,38,5,86.84,84.26,2.58,100,93.75,75,0.98
"JAROSLAV.HALAK","2016-2017","NYI",14,74.28,75,7,90.67,88.65,2.01,100,92.11,80.95,1.51
"JEAN-FRANCOIS.BERUBE","2016-2017","NYI",8,9.97,13,1,92.31,89.46,2.85,100,85.71,100,0.37
"JEFF.ZATKOFF","2016-2017","L.A",9,30.75,21,1,95.24,90,5.24,100,100,87.5,1.1
"JEREMY.SMITH","2016-2017","COL",7,16.82,18,4,77.78,88.89,-11.11,100,90.91,50,-2
"JHONAS.ENROTH","2016-2017","TOR",4,18.62,15,1,93.33,88.47,4.87,100,87.5,100,0.73
"JIMMY.HOWARD","2016-2017","DET",11,50.15,42,3,92.86,86.93,5.93,100,100,80,2.49
"JOHN.GIBSON","2016-2017","ANA",26,149.17,121,9,92.56,87.08,5.48,100,100,80.85,6.63
"JONAS.GUSTAVSSON","2016-2017","EDM",4,16.18,14,3,78.57,90.07,-11.5,100,75,75,-1.61
