"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",9,1.93,4,2,50,78.5,-28.5,NA,NA,50,-1.14
"ALEX.STALOCK","2017-2018","MIN",9,8.43,2,0,100,87.5,12.5,NA,100,100,0.25
"AL.MONTOYA","2017-2018","MTL/EDM",5,1.9,3,0,100,81,19,NA,100,100,0.57
"ANDERS.NILSSON","2017-2018","VAN",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2017-2018","T.B",13,5,2,0,100,84.5,15.5,NA,100,100,0.31
"ANTON.FORSBERG","2017-2018","CHI",6,10.3,8,1,87.5,82.25,5.25,NA,100,83.33,0.42
"ANTON.KHUDOBIN","2017-2018","BOS",7,11.12,6,1,83.33,82.17,1.17,NA,100,75,0.07
"ANTTI.NIEMI","2017-2018","PIT/MTL",4,5,3,0,100,86,14,NA,100,100,0.42
"ANTTI.RAANTA","2017-2018","ARI",7,10.53,9,0,100,82.89,17.11,NA,100,100,1.54
"BEN.BISHOP","2017-2018","DAL",8,8.95,3,0,100,92,8,NA,100,NA,0.24
"BRADEN.HOLTBY","2017-2018","WSH",9,5.87,4,1,75,79.75,-4.75,NA,100,66.67,-0.19
"BRIAN.ELLIOTT","2017-2018","PHI",11,10.9,6,1,83.33,78.17,5.17,NA,100,75,0.31
"CALVIN.PICKARD","2017-2018","TOR",1,1.55,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2017-2018","EDM",8,5.97,6,1,83.33,81,2.33,NA,100,75,0.14
"CAM.WARD","2017-2018","CAR",5,2.62,3,1,66.67,72,-5.33,NA,NA,66.67,-0.16
"CAREY.PRICE","2017-2018","MTL",11,5,4,0,100,85.75,14.25,NA,100,100,0.57
"CARTER.HUTTON","2017-2018","STL",5,6,3,1,66.67,71.33,-4.67,NA,100,50,-0.14
"CASEY.DESMITH","2017-2018","PIT",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2017-2018","BUF",7,3.13,3,1,66.67,87.67,-21,NA,100,0,-0.63
"CONNOR.HELLEBUYCK","2017-2018","WPG",12,16.55,15,3,80,80.4,-0.4,NA,100,72.73,-0.06
"COREY.CRAWFORD","2017-2018","CHI",10,3.17,3,0,100,88.33,11.67,NA,100,100,0.35
"CORY.SCHNEIDER","2017-2018","N.J",11,6.9,8,2,75,80.38,-5.38,NA,100,66.67,-0.43
"CRAIG.ANDERSON","2017-2018","OTT",9,9.95,5,1,80,77.2,2.8,NA,100,75,0.14
"CURTIS.MCELHINNEY","2017-2018","TOR",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2017-2018","L.A",4,9.62,7,2,71.43,82.29,-10.86,NA,100,50,-0.76
"DAVID.RITTICH","2017-2018","CGY",4,6.23,2,0,100,84.5,15.5,NA,100,100,0.31
"DEVAN.DUBNYK","2017-2018","MIN",8,3.72,1,0,100,88,12,NA,NA,100,0.12
"ERIC.COMRIE","2017-2018","WPG",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2017-2018","TOR",12,3.83,4,1,75,88.5,-13.5,NA,66.67,100,-0.54
"HARRI.SATERI","2017-2018","FLA",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2017-2018","NYR",12,16.07,6,0,100,86,14,NA,100,100,0.84
"JACOB.MARKSTROM","2017-2018","VAN",13,11.85,5,1,80,81.2,-1.2,NA,100,66.67,-0.06
