"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.AULD","2011-2012","OTT",7,0.25,0,0,NA,NA,NA,NA,NA,NA,0
"ALLEN.YORK","2011-2012","CBJ",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2011-2012","NYI",15,3.03,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2011-2012","NSH",5,2.42,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2011-2012","NYI",3,1.13,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREW.RAYCROFT","2011-2012","DAL",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2011-2012","S.J",34,6.73,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2011-2012","OTT",7,2.8,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.SCRIVENS","2011-2012","TOR",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2011-2012","WSH",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRAD.THIESSEN","2011-2012","PIT",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRENT.JOHNSON","2011-2012","PIT",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.BOUCHER","2011-2012","CAR",5,0.52,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2011-2012","STL",20,4.42,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2011-2012","CAR",34,3.35,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2011-2012","MTL",35,6.8,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.MASON","2011-2012","WPG",6,1.57,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2011-2012","CHI",30,3.23,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2011-2012","VAN",14,1.55,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2011-2012","OTT",29,3.55,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.SANFORD","2011-2012","CBJ",14,0.9,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2011-2012","ANA",5,0.42,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2011-2012","EDM",23,2.18,0,0,NA,NA,NA,NA,NA,NA,0
"DREW.MACINTYRE","2011-2012","BUF",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DUSTIN.TOKARSKI","2011-2012","T.B",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"DWAYNE.ROLOSON","2011-2012","T.B",19,1.35,0,0,NA,NA,NA,NA,NA,NA,0
"EVGENI.NABOKOV","2011-2012","NYI",17,0.75,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.KARLSSON","2011-2012","CGY",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2011-2012","NYR",33,5.32,0,0,NA,NA,NA,NA,NA,NA,0
"IIRO.TARKKI","2011-2012","ANA",1,0.68,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2011-2012","PHI",33,6.15,1,1,0,78,-78,NA,NA,0,-0.78
"JACOB.MARKSTROM","2011-2012","FLA",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2011-2012","TOR",17,4.72,1,0,100,90,10,NA,100,NA,0.1
"JAROSLAV.HALAK","2011-2012","STL",21,3.08,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2011-2012","ARI",8,1.43,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2011-2012","COL",16,0.42,0,0,NA,NA,NA,NA,NA,NA,0
"JEFF.DESLAURIERS","2011-2012","ANA",1,0.6,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2011-2012","BUF",13,1.87,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2011-2012","DET",32,3.15,0,0,NA,NA,NA,NA,NA,NA,0
"JOEY.MACDONALD","2011-2012","DET",8,0.48,0,0,NA,NA,NA,NA,NA,NA,0
"JOHAN.HEDBERG","2011-2012","N.J",8,0.25,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2011-2012","TOR",20,4.23,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2011-2012","ANA",39,4.38,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.BERNIER","2011-2012","L.A",7,1.17,1,0,100,98,2,100,NA,NA,0.02
"JONATHAN.QUICK","2011-2012","L.A",34,9.4,0,0,NA,NA,NA,NA,NA,NA,0
