"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AARON.DELL","2017-2018","S.J",9,1.27,0,0,NA,NA,NA,NA,NA,NA,0
"ADIN.HILL","2017-2018","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ALEX.STALOCK","2017-2018","MIN",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.NILSSON","2017-2018","VAN",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDREI.VASILEVSKIY","2017-2018","T.B",21,2.8,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.FORSBERG","2017-2018","CHI",6,0.93,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2017-2018","BOS",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2017-2018","FLA/MTL",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.RAANTA","2017-2018","ARI",14,2.5,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2017-2018","DAL",22,2.77,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2017-2018","WSH",21,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2017-2018","PHI",18,1.15,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.TALBOT","2017-2018","EDM",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2017-2018","CAR",10,1.4,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2017-2018","MTL",19,0.88,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2017-2018","STL",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"CASEY.DESMITH","2017-2018","PIT",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2017-2018","BUF",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHARLIE.LINDGREN","2017-2018","MTL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"CONNOR.HELLEBUYCK","2017-2018","WPG",20,0.38,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2017-2018","CHI",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2017-2018","N.J",19,0.33,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2017-2018","OTT",20,0.1,0,0,NA,NA,NA,NA,NA,NA,0
"CURTIS.MCELHINNEY","2017-2018","TOR",3,0.3,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2017-2018","L.A",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAVID.RITTICH","2017-2018","CGY",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2017-2018","MIN",18,2.47,0,0,NA,NA,NA,NA,NA,NA,0
"EDDIE.LACK","2017-2018","CGY",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"FREDERIK.ANDERSEN","2017-2018","TOR",19,3.1,3,1,66.67,67.67,-1,NA,100,50,-0.03
