"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2015-2016",41,195.32,345,36,309,90.55,105.98,11.06,29,2,27,93.55,8.91,0.61,24.49,2.18,22.31,91.83,7.52,0.67,7,3,-4,15.03,91.3,106.33
"ARI","2015-2016",41,235.63,339,53,286,86.48,86.32,13.5,18,10,8,64.29,4.58,2.55,22.6,5.39,17.21,80.74,5.75,1.37,10,7,-3,10.4,76.74,87.15
"BOS","2015-2016",41,185.37,363,43,320,89.41,117.49,13.92,21,1,20,95.45,6.8,0.32,22.53,3.42,19.11,86.82,7.29,1.11,2,3,1,11.93,96.43,108.36
"BUF","2015-2016",41,202.76,329,43,286,88.44,97.36,12.72,21,4,17,84,6.21,1.18,22.49,2.98,19.51,88.3,6.66,0.88,5,5,0,11.86,85.71,97.58
"CAR","2015-2016",41,215.7,354,39,315,90.08,98.47,10.85,19,2,17,90.48,5.29,0.56,19.52,2.88,16.64,87.14,5.43,0.8,6,3,-3,9.69,93.75,103.44
"CBJ","2015-2016",41,192.9,289,38,251,88.38,89.89,11.82,21,3,18,87.5,6.53,0.93,23.35,2.73,20.62,89.53,7.26,0.85,3,7,4,13.38,88.89,102.26
"CGY","2015-2016",41,226.67,347,53,294,86.75,91.85,14.03,22,3,19,88,5.82,0.79,24.68,3.04,21.64,89.03,6.53,0.8,9,7,-2,11.58,91.18,102.76
"CHI","2015-2016",41,192.65,253,27,226,90.36,78.8,8.41,25,0,25,100,7.79,0,19.09,1.93,17.16,90.82,5.95,0.6,10,9,-1,17.99,100,117.99
"COL","2015-2016",41,213.57,316,44,272,87.78,88.78,12.36,20,4,16,83.33,5.62,1.12,20.5,3.94,16.56,83.88,5.76,1.11,5,8,3,11.56,87.5,99.06
"DAL","2015-2016",41,187.44,317,43,274,88.06,101.47,13.76,27,6,21,81.82,8.64,1.92,19.74,4.19,15.55,82.49,6.32,1.34,9,4,-5,15.79,80.65,96.43
"DET","2015-2016",41,203.75,356,46,310,88.56,104.83,13.55,25,1,24,96.15,7.36,0.29,24.48,3.38,21.1,87.87,7.21,1,12,2,-10,13.37,96.55,109.92
"EDM","2015-2016",41,183.05,256,50,206,83.66,83.91,16.39,20,4,16,83.33,6.56,1.31,18.5,4.47,14.03,80.54,6.06,1.47,4,1,-3,15.04,88.89,103.93
"FLA","2015-2016",41,204.47,287,43,244,86.97,84.22,12.62,15,1,14,93.75,4.4,0.29,20.88,2.04,18.84,91.1,6.13,0.6,7,6,-1,10.56,96.55,107.12
"L.A","2015-2016",41,174.67,351,31,320,91.88,120.57,10.65,25,1,24,96.15,8.59,0.34,21.77,2.45,19.32,89.88,7.48,0.84,10,3,-7,12.89,94.12,107
"MIN","2015-2016",41,210.67,356,32,324,91.75,101.39,9.11,23,0,23,100,6.55,0,23.87,1.34,22.53,94.68,6.8,0.38,7,7,0,12.5,100,112.5
"MTL","2015-2016",40,194.8,283,40,243,87.62,87.17,12.32,20,5,15,80,6.16,1.54,20.7,2.93,17.77,87.6,6.38,0.9,12,9,-3,13.42,80,93.42
"N.J","2015-2016",41,199.43,285,52,233,84.57,85.74,15.64,26,5,21,83.87,7.82,1.5,19.44,4.64,14.8,80.73,5.85,1.4,7,7,0,16.35,87.5,103.85
"NSH","2015-2016",41,205.24,329,37,292,89.89,96.18,10.82,24,0,24,100,7.02,0,22.01,2.41,19.6,90.13,6.43,0.7,7,3,-4,13.11,100,113.11
"NYI","2015-2016",41,178.18,281,36,245,88.64,94.62,12.12,18,3,15,85.71,6.06,1.01,19.27,1.98,17.29,90.68,6.49,0.67,9,3,-6,13.53,87.5,101.03
"NYR","2015-2016",41,169.25,302,41,261,88.05,107.06,14.53,16,1,15,94.12,5.67,0.35,19.24,1.97,17.27,90.71,6.82,0.7,4,3,-1,9.88,95.83,105.71
"OTT","2015-2016",41,179.15,257,37,220,87.41,86.07,12.39,22,2,20,91.67,7.37,0.67,14.91,2.31,12.6,86.59,4.99,0.77,6,4,-2,17.19,91.3,108.49
"PHI","2015-2016",41,227.95,374,56,318,86.98,98.44,14.74,27,5,22,84.38,7.11,1.32,23.91,4.62,19.29,83.81,6.29,1.22,4,5,1,12.98,85.71,98.7
"PIT","2015-2016",41,205.55,317,45,272,87.57,92.53,13.14,20,2,18,90.91,5.84,0.58,22.96,3.83,19.13,85.7,6.7,1.12,6,5,-1,11.17,92.86,104.03
"S.J","2015-2016",41,203.68,318,57,261,84.8,93.68,16.79,28,4,24,87.5,8.25,1.18,24.07,2.34,21.73,91.14,7.09,0.69,7,7,0,16.18,87.5,103.68
"STL","2015-2016",41,160.89,239,37,202,86.59,89.13,13.8,22,4,18,84.62,8.2,1.49,13.52,3.23,10.29,80.72,5.04,1.2,5,3,-2,17.6,86.21,103.81
"T.B","2015-2016",41,222.79,338,49,289,87.34,91.03,13.2,14,3,11,82.35,3.77,0.81,20.28,2.39,17.89,89.46,5.46,0.64,10,7,-3,8.28,90,98.28
"TOR","2015-2016",41,221.84,438,33,405,92.99,118.46,8.93,15,3,12,83.33,4.06,0.81,31.51,1.73,29.78,94.8,8.52,0.47,8,3,-5,6.91,85,91.91
"VAN","2015-2016",41,212.26,322,62,260,83.85,91.02,17.53,15,5,10,75,4.24,1.41,22.96,5.06,17.9,81.94,6.49,1.43,9,6,-3,9.04,87.18,96.22
"WPG","2015-2016",41,202.78,282,45,237,86.24,83.44,13.31,18,3,15,85.71,5.33,0.89,16.13,3.48,12.65,82.25,4.77,1.03,13,3,-10,12.16,88.89,101.05
"WSH","2015-2016",41,193.4,337,42,295,88.92,104.55,13.03,26,3,23,89.66,8.07,0.93,25.68,2.42,23.26,91.39,7.97,0.75,7,2,-5,13.61,89.66,103.27
