"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2017-2018",24,127.12,244,25,219,90.71,115.17,11.8,10,0,10,100,4.72,0,18.02,1.66,16.36,91.59,8.51,0.78,5,5,0,7.46,100,107.46
"ARI","2017-2018",22,111.75,186,26,160,87.74,99.87,13.96,8,5,3,61.54,4.3,2.68,11.1,1.82,9.28,85.93,5.96,0.98,5,4,-1,8.89,78.26,87.15
"BOS","2017-2018",24,130.63,198,37,161,84.26,90.94,16.99,18,4,14,81.82,8.27,1.84,14.49,3.02,11.47,82.76,6.65,1.39,6,3,-3,16.82,84,100.82
"BUF","2017-2018",21,118.15,201,31,170,86.64,102.07,15.74,8,3,5,72.73,4.06,1.52,12.95,1.42,11.53,90.13,6.57,0.72,2,2,0,7.62,87.5,95.12
"CAR","2017-2018",21,128.95,282,29,253,90.68,131.21,13.49,16,0,16,100,7.44,0,25.27,2.69,22.58,90.38,11.76,1.25,5,2,-3,10.19,100,110.19
"CBJ","2017-2018",24,120.62,170,30,140,85,84.57,14.92,11,1,10,91.67,5.47,0.5,11.67,2.44,9.23,82.72,5.8,1.21,4,2,-2,11.22,95.24,106.46
"CGY","2017-2018",24,132.77,228,34,194,87.02,103.04,15.37,10,4,6,71.43,4.52,1.81,17.19,2.52,14.67,87.2,7.77,1.14,5,2,-3,8.77,84,92.77
"CHI","2017-2018",23,155.97,246,38,208,86.62,94.64,14.62,10,1,9,90.91,3.85,0.38,15.15,3.64,11.51,80.62,5.83,1.4,9,1,-8,8.06,96.55,104.62
"COL","2017-2018",26,161.07,278,26,252,91.45,103.56,9.69,28,3,25,90.32,10.43,1.12,18.58,2.05,16.54,90.08,6.92,0.76,2,4,2,16.97,78.57,95.54
"DAL","2017-2018",23,122.3,246,40,206,86.01,120.69,19.62,14,3,11,82.35,6.87,1.47,17.83,2.18,15.64,89.09,8.75,1.07,6,3,-3,11.2,90,101.2
"DET","2017-2018",25,127.48,225,18,207,92.59,105.9,8.47,15,2,13,88.24,7.06,0.94,14.92,2.02,12.89,88.06,7.02,0.95,4,10,6,13.64,83.33,96.97
"EDM","2017-2018",23,122.42,221,30,191,88.05,108.32,14.7,10,2,8,83.33,4.9,0.98,15.75,1.8,13.96,89.77,7.72,0.88,2,1,-1,8.85,88.89,97.74
"FLA","2017-2018",21,116.92,223,28,195,88.84,114.44,14.37,10,0,10,100,5.13,0,16.04,1.95,14.1,89.19,8.23,1,1,4,3,7.94,100,107.94
"L.A","2017-2018",24,123.65,233,25,208,90.31,113.06,12.13,16,0,16,100,7.76,0,17.24,1.3,15.95,93,8.37,0.63,4,2,-2,12.6,100,112.6
"MIN","2017-2018",24,118,207,27,180,88.46,105.25,13.73,14,3,11,82.35,7.12,1.53,15.46,1.12,14.34,93.25,7.86,0.57,5,3,-2,12.73,84.21,96.94
"MTL","2017-2018",25,121.05,211,30,181,87.55,104.58,14.87,13,3,10,81.25,6.44,1.49,14.42,1.92,12.49,88.23,7.15,0.95,3,1,-2,11.3,83.33,94.64
"N.J","2017-2018",22,118.08,169,32,137,84.08,85.87,16.26,20,1,19,95.24,10.16,0.51,13.77,2.12,11.64,86.64,7,1.08,5,4,-1,20.83,95.65,116.49
"NSH","2017-2018",22,125.93,216,16,200,93.1,102.91,7.62,23,1,22,95.83,10.96,0.48,14.72,1.18,13.54,92.58,7.02,0.56,3,3,0,18.85,92.31,111.16
"NYI","2017-2018",23,119,179,34,145,84.04,90.25,17.14,17,5,12,77.27,8.57,2.52,14.66,3.87,10.79,79.13,7.39,1.95,1,4,3,16.04,82.14,98.18
"NYR","2017-2018",28,153.53,283,28,255,91,110.59,10.94,19,0,19,100,7.43,0,21.01,1.62,19.39,92.83,8.21,0.63,7,5,-2,13.01,100,113.01
"OTT","2017-2018",24,134.82,228,35,193,86.69,101.47,15.58,12,3,9,80,5.34,1.34,15.19,3.51,11.68,81.24,6.76,1.56,5,1,-4,9.45,90.62,100.07
"PHI","2017-2018",25,128.37,258,29,229,89.9,120.59,13.55,14,1,13,93.33,6.54,0.47,17.91,1.94,15.97,90.24,8.37,0.91,9,2,-7,10,95.65,105.65
"PIT","2017-2018",23,142.1,256,43,213,85.62,108.09,18.16,23,1,22,95.83,9.71,0.42,21.23,3.56,17.67,85.65,8.96,1.5,9,6,-3,15.97,96.43,112.4
"S.J","2017-2018",22,131.32,241,46,195,83.97,110.12,21.02,23,0,23,100,10.51,0,17.75,2.63,15.12,87.08,8.11,1.2,8,3,-5,16.08,100,116.08
"STL","2017-2018",25,142.12,264,31,233,89.49,111.46,13.09,15,2,13,88.24,6.33,0.84,17.8,2.54,15.26,87.5,7.52,1.07,4,3,-1,10.34,92,102.34
"T.B","2017-2018",23,137.47,254,28,226,90.07,110.86,12.22,21,1,20,95.45,9.17,0.44,15.34,1.79,13.55,89.56,6.69,0.78,2,5,3,16.28,94.12,110.4
"TOR","2017-2018",22,115.82,222,41,181,84.41,115.01,21.24,16,2,14,88.89,8.29,1.04,25.35,3.04,22.3,89.28,13.13,1.58,2,4,2,12.7,93.75,106.45
"VAN","2017-2018",21,118.85,194,34,160,85.09,97.94,17.16,14,3,11,82.35,7.07,1.51,12.89,3.49,9.39,78.68,6.51,1.76,8,2,-6,12.73,89.29,102.01
"VGK","2017-2018",22,114.03,193,26,167,88.13,101.55,13.68,15,1,14,93.75,7.89,0.53,11.18,1.68,9.51,86.96,5.88,0.88,1,3,2,15.46,94.12,109.58
"WPG","2017-2018",21,112.52,197,24,173,89.14,105.05,12.8,25,1,24,96.15,13.33,0.53,11.75,1.56,10.19,88.26,6.27,0.83,6,3,-3,22.73,94.44,117.17
"WSH","2017-2018",26,134.55,210,33,177,86.42,93.65,14.72,17,3,14,85,7.58,1.34,12.84,2.05,10.79,86.23,5.73,0.91,5,2,-3,13.6,86.96,100.56
