"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2014-2015",41,199.68,181.2,134.62,46.58,57.37,54.45,40.45,6.68,2.26,4.42,74.72,2.01,0.68,8.36,6.27,2.09,57.14,2.51,1.88,5,1,-4,6.53,97.09,103.62
"ARI","2014-2015",41,196.74,191.28,151.13,40.15,55.86,58.33,46.09,6.73,9.03,-2.3,42.7,2.05,2.75,8.41,7.71,0.7,52.17,2.56,2.35,8,4,-4,7.13,90.97,98.11
"BOS","2014-2015",41,176.25,177.95,120.23,57.72,59.68,60.58,40.93,8.22,4.67,3.55,63.77,2.8,1.59,8.19,6,2.19,57.72,2.79,2.04,9,4,-5,8.56,94.05,102.61
"BUF","2014-2015",41,195.6,129.67,169.09,-39.42,43.4,39.78,51.87,5.86,9.36,-3.5,38.5,1.8,2.87,6.37,8.4,-2.03,43.13,1.95,2.58,8,3,-5,8.06,91.26,99.33
"CAR","2014-2015",41,191.05,172.14,103.43,68.71,62.47,54.06,32.48,7.35,2.45,4.9,75,2.31,0.77,8.86,3.86,5,69.65,2.78,1.21,6,3,-3,8.01,95.32,103.33
"CBJ","2014-2015",41,208.34,168.5,127.89,40.61,56.85,48.53,36.83,10.64,9.43,1.21,53.01,3.06,2.72,9.23,7.47,1.76,55.27,2.66,2.15,8,3,-5,11.15,88.84,99.98
"CGY","2014-2015",41,228.4,206.85,143.22,63.63,59.09,54.34,37.62,9.03,5.38,3.65,62.66,2.37,1.41,9.76,5.02,4.74,66.04,2.56,1.32,8,8,0,8.42,92.85,101.27
"CHI","2014-2015",41,228.93,200.31,152.29,48.02,56.81,52.5,39.91,7.26,14.21,-6.95,33.81,1.9,3.72,8.64,8.17,0.47,51.4,2.26,2.14,4,6,2,6.61,86.02,92.63
"COL","2014-2015",41,208.31,169.96,175.4,-5.44,49.21,48.95,50.52,5.56,0,5.56,100,1.6,0,6.58,7.03,-0.45,48.35,1.9,2.02,7,9,2,5.99,100,105.99
"DAL","2014-2015",41,272.92,237.14,206.67,30.47,53.43,52.13,45.44,9.21,9.98,-0.77,47.99,2.02,2.19,10.35,14.33,-3.98,41.94,2.28,3.15,12,1,-11,7.75,91.95,99.7
"DET","2014-2015",41,240.54,205.11,143.21,61.9,58.89,51.16,35.72,15.05,4.22,10.83,78.1,3.75,1.05,12.44,5.66,6.78,68.73,3.1,1.41,9,3,-6,13.05,94.62,107.67
"EDM","2014-2015",41,202.1,168.29,123.5,44.79,57.68,49.96,36.67,7.24,12.36,-5.12,36.94,2.15,3.67,7.68,6.5,1.18,54.16,2.28,1.93,4,6,2,8.12,81.95,90.06
"FLA","2014-2015",41,227.65,187.6,135.4,52.2,58.08,49.44,35.69,7.5,9.55,-2.05,43.99,1.98,2.52,8.48,8.3,0.18,50.54,2.24,2.19,8,6,-2,6.54,89.32,95.86
"L.A","2014-2015",41,220.7,197.08,135.3,61.78,59.29,53.58,36.78,10.12,0,10.12,100,2.75,0,8.41,5.98,2.43,58.44,2.29,1.63,5,6,1,10.14,100,110.14
"MIN","2014-2015",41,228.51,193.81,144.42,49.39,57.3,50.89,37.92,9.63,2.22,7.41,81.27,2.53,0.58,9.26,6.43,2.83,59.02,2.43,1.69,5,5,0,8.25,97.36,105.61
"MTL","2014-2015",41,200.88,180.59,166.58,14.01,52.02,53.94,49.76,8.94,6.94,2,56.3,2.67,2.07,7.55,9.33,-1.78,44.73,2.26,2.79,8,4,-4,9.45,92.38,101.83
"N.J","2014-2015",41,181.01,121.09,104.87,16.22,53.59,40.14,34.76,7.03,4.19,2.84,62.66,2.33,1.39,6.44,6.2,0.24,50.95,2.13,2.06,3,2,-1,10.58,93.64,104.22
"NSH","2014-2015",41,221.1,184.07,119.79,64.28,60.58,49.95,32.51,6.35,7.25,-0.9,46.69,1.72,1.97,7.3,4.3,3,62.93,1.98,1.17,4,3,-1,6.27,88.34,94.61
"NYI","2014-2015",41,227.1,195.82,121.17,74.65,61.77,51.74,32.01,9.56,4.81,4.75,66.53,2.53,1.27,11.85,10.37,1.48,53.33,3.13,2.74,10,6,-4,8.82,94.4,103.22
"NYR","2014-2015",41,199.4,189.18,129.2,59.98,59.42,56.92,38.88,6.88,4.77,2.11,59.06,2.07,1.44,9.54,6.95,2.59,57.85,2.87,2.09,2,5,3,6.43,94.06,100.49
"OTT","2014-2015",41,252.95,239.86,218.2,21.66,52.36,56.9,51.76,8.07,5.13,2.94,61.14,1.91,1.22,10.58,13.03,-2.45,44.81,2.51,3.09,11,12,1,6.64,95.69,102.33
