"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2017-2018",24,127.12,7.46,100,5.21,100,9.39,92.48,-4.18,7.52,107.46,101.86,5.6,107,5,32,74.31,3.47,22.22,0.96,60.42
"ARI","2017-2018",22,111.75,8.89,78.26,6.2,79.17,8.6,92.43,-2.4,-13.26,87.15,101.03,-13.88,99,8,23,76.15,6.15,17.69,0.93,50
"BOS","2017-2018",24,130.63,16.82,84,11.46,87.88,9.23,90.86,2.24,-2.98,100.82,100.08,0.74,106,10,37,69.28,6.54,24.18,0.91,60.13
"BUF","2017-2018",21,118.15,7.62,87.5,5.19,89.29,8.41,94.94,-3.21,-5.65,95.12,103.34,-8.22,107,10,31,72.3,6.76,20.95,0.91,57.43
"CAR","2017-2018",21,128.95,10.19,100,6.99,100,11.03,88.8,-4.05,11.2,110.19,99.83,10.36,119,9,14,83.8,6.34,9.86,0.93,62.12
"CBJ","2017-2018",24,120.62,11.22,95.24,8.4,96.3,8.91,90.98,-0.51,5.32,106.46,99.88,6.58,91,4,18,80.53,3.54,15.93,0.96,55.75
"CGY","2017-2018",24,132.77,8.77,84,6.13,87.1,10.54,91.86,-4.41,-4.77,92.77,102.41,-9.64,111,3,30,77.08,2.08,20.83,0.97,54.86
"CHI","2017-2018",23,155.97,8.06,96.55,6.06,97.06,9.18,89.29,-3.12,7.77,104.62,98.47,6.15,118,6,28,77.63,3.95,18.42,0.95,55.92
"COL","2017-2018",26,161.07,16.97,78.57,12.73,86.36,8.45,90.7,4.28,-4.33,95.54,99.15,-3.6,132,6,34,76.74,3.49,19.77,0.96,45.93
"DAL","2017-2018",23,122.3,11.2,90,7.73,90.91,9.85,93.38,-2.11,-2.48,101.2,103.23,-2.03,119,6,26,78.81,3.97,17.22,0.95,64.9
"DET","2017-2018",25,127.48,13.64,83.33,8.98,88.24,8.93,88.1,0.05,0.13,96.97,97.04,-0.07,107,5,27,76.98,3.6,19.42,0.96,60.43
"EDM","2017-2018",23,122.42,8.85,88.89,6.1,90.91,9.61,91.84,-3.51,-0.93,97.74,101.44,-3.7,107,4,15,84.92,3.17,11.9,0.96,53.17
"FLA","2017-2018",21,116.92,7.94,100,5.99,100,9.61,91.89,-3.62,8.11,107.94,101.5,6.43,96,9,36,68.09,6.38,25.53,0.91,53.9
"L.A","2017-2018",24,123.65,12.6,100,9.41,100,10.14,94.81,-0.73,5.19,112.6,104.95,7.65,116,7,19,81.69,4.93,13.38,0.94,64.79
"MIN","2017-2018",24,118,12.73,84.21,8.24,87.5,9.1,95.33,-0.86,-7.83,96.94,104.43,-7.49,106,2,22,81.54,1.54,16.92,0.98,56.92
"MTL","2017-2018",25,121.05,11.3,83.33,8.18,88,9.07,92.31,-0.89,-4.31,94.64,101.38,-6.74,106,7,22,78.52,5.19,16.3,0.94,54.07
"N.J","2017-2018",22,118.08,20.83,95.65,14.39,96.43,9.9,92.42,4.48,4.01,116.49,102.32,14.16,99,8,20,77.95,6.3,15.75,0.93,61.42
"NSH","2017-2018",22,125.93,18.85,92.31,14.02,93.75,8.98,92.62,5.05,1.13,111.16,101.6,9.56,100,2,31,75.19,1.5,23.31,0.98,55.64
"NYI","2017-2018",23,119,16.04,82.14,12.5,84.38,10.78,87.92,1.72,-3.54,98.18,98.7,-0.52,95,5,23,77.24,4.07,18.7,0.95,57.72
"NYR","2017-2018",28,153.53,13.01,100,9.05,100,10.01,93.24,-0.96,6.76,113.01,103.25,9.77,134,15,20,79.29,8.88,11.83,0.9,50.3
"OTT","2017-2018",24,134.82,9.45,90.62,7.23,91.18,9.15,89.69,-1.92,1.49,100.07,98.84,1.24,114,5,28,77.55,3.4,19.05,0.96,54.42
"PHI","2017-2018",25,128.37,10,95.65,7.41,96.15,9.48,92.55,-2.07,3.6,105.65,102.03,3.62,117,6,24,79.59,4.08,16.33,0.95,59.18
"PIT","2017-2018",23,142.1,15.97,96.43,11.62,97.37,10.72,90.64,0.9,6.73,112.4,101.36,11.04,117,9,24,78,6,16,0.93,53.33
"S.J","2017-2018",22,131.32,16.08,100,12.71,100,9.81,93.07,2.9,6.93,116.08,102.88,13.21,115,11,25,76.16,7.28,16.56,0.91,58.28
"STL","2017-2018",25,142.12,10.34,92,7.77,92.86,9.22,90.92,-1.45,1.94,102.34,100.14,2.21,126,3,26,81.29,1.94,16.77,0.98,51.61
"T.B","2017-2018",23,137.47,16.28,94.12,10.99,95.65,8.03,92.22,2.96,3.43,110.4,100.25,10.14,119,6,25,79.33,4,16.67,0.95,56.67
"TOR","2017-2018",22,115.82,12.7,93.75,9.52,94.59,15.09,91.78,-5.56,2.82,106.45,106.87,-0.42,102,3,16,84.3,2.48,13.22,0.97,47.93
"VAN","2017-2018",21,118.85,12.73,89.29,9.79,90,9.01,88.36,0.78,1.64,102.01,97.37,4.64,93,7,18,78.81,5.93,15.25,0.93,54.24
"VGK","2017-2018",22,114.03,15.46,94.12,10.49,94.74,7.82,91.18,2.67,3.56,109.58,99,10.58,95,3,17,82.61,2.61,14.78,0.97,56.52
"WPG","2017-2018",21,112.52,22.73,94.44,16.78,95.45,7.89,92.9,8.89,2.56,117.17,100.78,16.39,107,7,27,75.89,4.96,19.15,0.94,59.57
"WSH","2017-2018",26,134.55,13.6,86.96,10.3,89.66,7.78,92.93,2.52,-3.27,100.56,100.71,-0.15,114,5,24,79.72,3.5,16.78,0.96,50.35
