"Team","Season","GP","TOI","OZS","NZS","DZS","OZS%","DZS%","NZS%","ZSR","FOW","FOL","FO%","GVA","TKA","GVA/60","TKA/60","HF","HA","H+/-","HF/60","HA/60"
"ANA","2013-2014",41,1967.97,698,697,639,34.32,31.42,34.27,0.52,1053,981,51.77,298,156,9.09,4.76,1053,961,92,32.1,29.3
"ARI","2013-2014",41,2023.9,631,715,555,33.19,29.2,37.61,0.53,988,913,51.97,143,233,4.24,6.91,1126,957,169,33.38,28.37
"BOS","2013-2014",41,2054.33,699,698,580,35.36,29.34,35.31,0.55,1058,919,53.52,269,255,7.86,7.45,982,911,71,28.68,26.61
"BUF","2013-2014",41,2024.65,569,697,668,29.42,34.54,36.04,0.46,934,1000,48.29,220,204,6.52,6.05,884,592,292,26.2,17.54
"CAR","2013-2014",41,2032.33,704,710,596,35.02,29.65,35.32,0.54,1114,896,55.42,435,472,12.84,13.93,938,932,6,27.69,27.52
"CBJ","2013-2014",41,1963.03,585,682,573,31.79,31.14,37.07,0.51,989,851,53.75,136,210,4.16,6.42,1273,841,432,38.91,25.71
"CGY","2013-2014",41,2086.12,609,711,647,30.96,32.89,36.15,0.48,956,1011,48.6,425,276,12.22,7.94,781,549,232,22.46,15.79
"CHI","2013-2014",41,2067.75,719,754,536,35.79,26.68,37.53,0.57,1092,917,54.36,287,285,8.33,8.27,767,1174,-407,22.26,34.07
"COL","2013-2014",41,2009.8,631,675,608,32.97,31.77,35.27,0.51,957,957,50,196,368,5.85,10.99,939,756,183,28.03,22.57
"DAL","2013-2014",41,1993.7,633,732,563,32.83,29.2,37.97,0.53,1035,893,53.68,414,306,12.46,9.21,804,859,-55,24.2,25.85
"DET","2013-2014",41,2036.21,684,684,565,35.39,29.23,35.39,0.55,1005,928,51.99,277,251,8.16,7.4,798,840,-42,23.51,24.75
"EDM","2013-2014",41,1995.9,562,749,692,28.06,34.55,37.39,0.45,1031,972,51.47,535,296,16.08,8.9,773,762,11,23.24,22.91
"FLA","2013-2014",41,2026.6,619,702,599,32.24,31.2,36.56,0.51,956,964,49.79,148,253,4.38,7.49,983,971,12,29.1,28.75
"L.A","2013-2014",41,1953.93,678,666,498,36.81,27.04,36.16,0.58,989,853,53.69,433,123,13.3,3.78,1340,1079,261,41.15,33.13
"MIN","2013-2014",41,2050.3,604,685,588,32.18,31.33,36.49,0.51,998,879,53.17,177,277,5.18,8.11,590,574,16,17.27,16.8
"MTL","2013-2014",41,1983.85,543,730,698,27.55,35.41,37.04,0.44,993,978,50.38,334,167,10.1,5.05,801,885,-84,24.23,26.77
"N.J","2013-2014",41,2016.28,544,711,510,30.82,28.9,40.28,0.52,843,922,47.76,235,197,6.99,5.86,610,672,-62,18.15,20
"NSH","2013-2014",41,2047.38,627,695,660,31.63,33.3,35.07,0.49,1069,913,53.94,317,284,9.29,8.32,702,650,52,20.57,19.05
"NYI","2013-2014",41,2018.9,632,680,593,33.18,31.13,35.7,0.52,946,959,49.66,410,351,12.18,10.43,971,714,257,28.86,21.22
"NYR","2013-2014",41,2042.54,687,679,601,34.93,30.55,34.52,0.53,988,979,50.23,366,291,10.75,8.55,911,831,80,26.76,24.41
"OTT","2013-2014",41,1985.74,640,748,563,32.8,28.86,38.34,0.53,1064,887,54.54,378,303,11.42,9.16,1260,1008,252,38.07,30.46
"PHI","2013-2014",41,1914.2,596,672,555,32.69,30.44,36.86,0.52,945,878,51.84,251,199,7.87,6.24,1067,1008,59,33.44,31.6
"PIT","2013-2014",41,2061.18,562,751,586,29.59,30.86,39.55,0.49,1005,894,52.92,222,142,6.46,4.13,1047,984,63,30.48,28.64
"S.J","2013-2014",41,2012.32,648,775,672,30.93,32.08,36.99,0.49,1150,945,54.89,504,371,15.03,11.06,850,871,-21,25.34,25.97
"STL","2013-2014",41,1989.35,624,707,563,32.95,29.73,37.33,0.53,1019,875,53.8,126,249,3.8,7.51,813,723,90,24.52,21.81
"T.B","2013-2014",41,2014.83,633,740,569,32.6,29.3,38.11,0.53,991,951,51.03,278,249,8.28,7.42,767,723,44,22.84,21.53
"TOR","2013-2014",41,2094.76,552,772,811,25.85,37.99,36.16,0.4,1074,1061,50.3,510,317,14.61,9.08,1433,1216,217,41.05,34.83
"VAN","2013-2014",41,2032.9,631,693,683,31.44,34.03,34.53,0.48,1063,944,52.96,249,256,7.35,7.56,759,776,-17,22.4,22.9
"WPG","2013-2014",41,2006.97,622,719,554,32.82,29.23,37.94,0.53,923,972,48.71,381,230,11.39,6.88,1087,809,278,32.5,24.19
"WSH","2013-2014",41,2033.33,663,725,615,33.1,30.7,36.2,0.52,1023,980,51.07,306,299,9.03,8.82,953,935,18,28.12,27.59
