"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2015-2016",41,2010.92,7.25,92.78,4.82,95.06,5.6,94.5,-0.78,0.56,100.02,100.1,-0.08,620,591,672,32.93,31.39,35.69,0.51,53.16
"ARI","2015-2016",41,1939.05,8.87,92.93,6,95.37,5.19,95.29,0.81,0.08,101.79,100.48,1.31,590,612,703,30.97,32.13,36.9,0.49,54.44
"BOS","2015-2016",41,2055.53,7.2,91.21,5.36,93.68,4.98,94.92,0.38,-1.24,98.42,99.9,-1.48,680,647,758,32.61,31.03,36.35,0.51,49.98
"BUF","2015-2016",41,2033.22,6.04,91.58,4.4,94.01,4.87,95.12,-0.47,-1.11,97.62,99.99,-2.37,619,630,703,31.71,32.27,36.01,0.5,49.33
"CAR","2015-2016",41,2093.51,7.25,90.55,4.94,93.73,6.02,93.8,-1.08,-0.07,97.79,99.82,-2.03,648,588,721,33.11,30.05,36.84,0.52,54.16
"CBJ","2015-2016",41,2040.8,7.78,91.16,5.65,93.58,7.21,93.82,-1.57,-0.24,98.94,101.03,-2.1,634,692,722,30.96,33.79,35.25,0.48,50.98
"CGY","2015-2016",41,2070.05,8.93,90.82,6.51,93.52,6.13,94.19,0.38,-0.67,99.75,100.31,-0.56,662,672,720,32.23,32.72,35.05,0.5,50.54
"CHI","2015-2016",41,2048.97,7.38,94.55,5.69,95.8,5.52,94.41,0.17,1.39,101.93,99.93,2,657,569,735,33.5,29.02,37.48,0.54,50.54
"COL","2015-2016",41,2015.67,7.29,91.88,5.39,94.14,4.92,94.57,0.47,-0.44,99.17,99.5,-0.33,584,639,706,30.27,33.13,36.6,0.48,51.48
"DAL","2015-2016",41,2015.27,8.25,91.86,5.51,94.43,6.06,94.16,-0.54,0.28,100.11,100.21,-0.11,702,592,736,34.58,29.16,36.26,0.54,52.41
"DET","2015-2016",41,2001.73,7.15,92.38,5.28,94.15,5.99,94.14,-0.7,0.01,99.53,100.13,-0.59,662,517,690,35.42,27.66,36.92,0.56,51.69
"EDM","2015-2016",41,1947.62,7.79,91.51,5.76,93.92,6.07,94.14,-0.32,-0.22,99.3,100.22,-0.91,603,581,697,32.06,30.89,37.05,0.51,51.04
"FLA","2015-2016",41,1998.13,8.53,93.59,6.39,95.22,5.47,94.86,0.92,0.36,102.12,100.32,1.79,631,612,716,32.21,31.24,36.55,0.51,49.26
"L.A","2015-2016",41,2023.25,7.18,92.19,4.72,94.57,5.3,94.46,-0.58,0.12,99.38,99.76,-0.38,768,559,650,38.85,28.28,32.88,0.58,51.49
"MIN","2015-2016",41,2017.43,8.08,93.11,5.8,95.18,5.23,95.46,0.57,-0.28,101.19,100.68,0.51,633,614,686,32.75,31.76,35.49,0.51,52.04
"MTL","2015-2016",41,2018.43,6.51,92.42,4.94,94.44,5.66,94.6,-0.72,-0.16,98.93,100.26,-1.33,685,663,745,32.73,31.68,35.59,0.51,50.65
"N.J","2015-2016",41,2020.08,7.72,92.23,5.73,93.98,5.95,94.36,-0.22,-0.38,99.95,100.31,-0.36,550,609,670,30.07,33.3,36.63,0.47,47.57
"NSH","2015-2016",41,2019.85,8.55,92.75,6.14,94.66,5.31,94.79,0.84,-0.13,101.3,100.1,1.2,665,607,713,33.5,30.58,35.92,0.52,50.18
"NYI","2015-2016",41,2067.15,8.54,92.65,6.13,94.59,6.41,93.41,-0.28,1.18,101.19,99.82,1.36,626,578,645,33.86,31.26,34.88,0.52,52.46
"NYR","2015-2016",41,2041.35,9.85,92.85,6.94,94.97,6.48,93.63,0.46,1.34,102.7,100.12,2.58,583,564,719,31.24,30.23,38.53,0.51,50.7
"OTT","2015-2016",40,2010.45,8.96,93.88,6.52,95.5,5.74,94.86,0.78,0.64,102.84,100.6,2.23,599,593,720,31.33,31.01,37.66,0.5,53.4
"PHI","2015-2016",41,2039.36,6.6,94.09,4.73,95.75,5.87,94.14,-1.14,1.61,100.69,100,0.69,648,592,703,33.35,30.47,36.18,0.52,52.55
"PIT","2015-2016",41,2041.89,7.69,92.59,5.98,94.34,6.05,94.83,-0.07,-0.49,100.27,100.88,-0.61,730,622,753,34.68,29.55,35.77,0.54,51.88
"S.J","2015-2016",41,2007.38,7.1,91.42,5.02,94,6.13,94.53,-1.11,-0.53,98.53,100.66,-2.14,596,536,723,32.13,28.89,38.98,0.53,52.02
"STL","2015-2016",41,2015.41,6.61,92.43,4.75,94.45,5.19,94.64,-0.44,-0.19,99.03,99.83,-0.79,645,645,677,32.79,32.79,34.42,0.5,52.21
"T.B","2015-2016",41,1970.97,7.34,92.32,5.16,94.34,4.91,95.39,0.24,-1.05,99.66,100.31,-0.65,647,573,653,34.54,30.59,34.86,0.53,50.56
"TOR","2015-2016",41,2035.16,6.45,92.11,4.27,94.61,5.26,94.62,-1,0,98.56,99.88,-1.32,666,648,733,32.54,31.66,35.81,0.51,51.78
"VAN","2015-2016",41,2047.16,6.63,91.85,4.91,93.89,5.37,94.5,-0.47,-0.61,98.48,99.87,-1.39,639,609,683,33.09,31.54,35.37,0.51,45.99
"WPG","2015-2016",41,1966.93,7.8,92.61,5.71,94.46,6,93.62,-0.29,0.85,100.41,99.62,0.79,585,525,687,32.55,29.22,38.23,0.53,48.64
"WSH","2015-2016",41,2022.73,8.32,92.41,6.14,94.56,5.19,94.97,0.95,-0.41,100.73,100.17,0.57,632,536,712,33.62,28.51,37.87,0.54,50.21
