"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2017-2018",24,160.17,155.9,141.92,13.98,52.35,58.4,53.16,7.05,4.84,2.2,59.27,2.64,1.81,8.55,7.01,1.54,54.94,3.2,2.63,7,4,-3,7.52,94.23,101.76
"ARI","2017-2018",26,115.67,75.49,97.82,-22.33,43.56,39.16,50.74,0,4.32,-4.32,0,0,2.24,3.08,4.9,-1.82,38.57,1.6,2.54,2,2,0,0,91.94,91.94
"BOS","2017-2018",21,106.53,71.88,94.02,-22.14,43.33,40.48,52.95,0,3.56,-3.56,0,0,2.01,2.62,4.06,-1.44,39.18,1.47,2.29,0,2,2,0,93.64,93.64
"BUF","2017-2018",25,134.78,114.22,128.31,-14.09,47.1,50.85,57.12,8.93,7.4,1.53,54.67,3.97,3.29,10.01,6.21,3.8,61.72,4.46,2.76,4,4,0,15.47,89.25,104.72
"CAR","2017-2018",26,100.62,62.51,87.04,-24.53,41.8,37.28,51.9,4.64,5.06,-0.42,47.84,2.77,3.02,4.42,4.5,-0.08,49.52,2.63,2.68,2,1,-1,11.65,88.21,99.86
"CBJ","2017-2018",23,80,99.65,82.71,16.94,54.64,74.74,62.03,2.43,6.05,-3.62,28.65,1.82,4.54,5.62,4.69,0.92,54.48,4.21,3.52,0,4,4,3.89,88.13,92.02
"CGY","2017-2018",22,134.75,95.15,126.12,-30.97,43,42.37,56.16,2.33,5.42,-3.09,30.06,1.04,2.41,5.67,7.15,-1.48,44.23,2.52,3.18,8,8,0,3.78,92.39,96.18
"CHI","2017-2018",23,136.93,102.07,134.27,-32.2,43.19,44.73,58.83,2.56,5.64,-3.08,31.25,1.12,2.47,5.61,6.4,-0.79,46.73,2.46,2.8,5,9,4,3.93,91.99,95.92
"COL","2017-2018",19,129.27,77.56,132.28,-54.72,36.96,36,61.4,9.29,6.39,2.9,59.26,4.31,2.96,4.61,6.47,-1.86,41.6,2.14,3.01,0,1,1,19.66,90.95,110.61
"DAL","2017-2018",25,147.15,115.15,128,-12.86,47.36,46.95,52.19,2.46,6.8,-4.34,26.58,1,2.77,10.98,6.48,4.5,62.89,4.48,2.64,5,8,3,3.06,90.15,93.21
"DET","2017-2018",19,95.18,112.11,89.53,22.58,55.6,70.67,56.44,7.17,4.72,2.45,60.31,4.52,2.98,5.01,4.3,0.71,53.83,3.16,2.71,3,9,6,11.02,90.2,101.22
"EDM","2017-2018",24,139.42,111.9,109.61,2.29,50.52,48.16,47.17,12.27,3.93,8.34,75.75,5.28,1.69,6.27,5.57,0.7,52.96,2.7,2.4,1,6,5,16.65,92.92,109.57
"FLA","2017-2018",24,116.03,102.7,113.02,-10.32,47.61,53.11,58.44,6.82,4.97,1.85,57.84,3.53,2.57,5.86,6.37,-0.51,47.9,3.03,3.29,2,2,0,11.7,93.1,104.8
"L.A","2017-2018",23,132.33,98.11,127.79,-29.68,43.43,44.48,57.94,2.41,3.23,-0.82,42.75,1.09,1.46,4.41,6.22,-1.81,41.49,2,2.82,1,6,5,3.85,95.23,99.08
"MIN","2017-2018",23,156.93,104.17,156.14,-51.96,40.02,39.83,59.7,6.43,7.19,-0.76,47.2,2.46,2.75,5.55,6.02,-0.47,47.96,2.12,2.3,4,3,-1,9.9,91.43,101.33
"MTL","2017-2018",22,133.85,104.76,143.47,-38.71,42.2,46.96,64.31,6.24,8.54,-2.29,42.24,2.8,3.83,5.84,7.02,-1.18,45.41,2.62,3.15,3,2,-1,8.22,88.9,97.13
"N.J","2017-2018",23,130.48,152.87,107.3,45.56,58.76,70.29,49.34,9.61,4.94,4.66,66.03,4.42,2.27,11.97,5.03,6.94,70.41,5.5,2.31,2,4,2,8.73,91.57,100.3
"NSH","2017-2018",23,154.72,151.61,132.12,19.48,53.43,58.79,51.24,9.79,4.75,5.04,67.34,3.8,1.84,7.98,5.6,2.38,58.76,3.1,2.17,5,14,9,9.46,93.3,102.76
"NYI","2017-2018",25,123.57,61.8,138.42,-76.62,30.87,30.01,67.21,2.39,8.3,-5.91,22.36,1.16,4.03,3.04,6.27,-3.23,32.63,1.47,3.04,7,3,-4,5.88,88.75,94.62
"NYR","2017-2018",20,120.03,92.98,97.89,-4.91,48.71,46.48,48.93,0,5.74,-5.74,0,0,2.87,3.54,5.87,-2.33,37.6,1.77,2.93,2,6,4,0,91.04,91.04
"OTT","2017-2018",20,95.47,80.85,99.63,-18.78,44.8,50.82,62.62,2.55,3.47,-0.92,42.38,1.6,2.18,3.92,5.09,-1.16,43.56,2.47,3.2,2,3,1,4.58,93.75,98.33
"PHI","2017-2018",22,117.67,95.93,100.06,-4.13,48.95,48.92,51.02,0,5.75,-5.75,0,0,2.93,3.1,4.37,-1.28,41.45,1.58,2.23,5,4,-1,0,89.22,89.22
"PIT","2017-2018",26,147,79.82,120.2,-40.38,39.91,32.58,49.06,4.86,5.98,-1.12,44.85,1.99,2.44,3.04,5.63,-2.59,35.08,1.24,2.3,3,4,1,8.6,91.41,100.02
"S.J","2017-2018",24,126.93,93.56,115.29,-21.72,44.8,44.23,54.5,2.56,5.77,-3.2,30.77,1.21,2.73,4.79,5.99,-1.2,44.42,2.26,2.83,7,6,-1,3.56,91.91,95.47
"STL","2017-2018",24,126.48,112.2,113.2,-1,49.78,53.22,53.7,2.47,5.24,-2.77,32.07,1.17,2.49,6.6,5.43,1.16,54.84,3.13,2.58,3,6,3,3.01,91.86,94.88
"T.B","2017-2018",23,119.75,104.07,99.01,5.06,51.25,52.14,49.61,2.7,4.35,-1.65,38.33,1.35,2.18,5.01,4.43,0.59,53.11,2.51,2.22,5,7,2,4.04,92.3,96.35
"TOR","2017-2018",26,139.5,93.19,110.17,-16.98,45.83,40.08,47.38,2.3,3.7,-1.4,38.32,0.99,1.59,4.98,6.15,-1.18,44.71,2.14,2.65,3,2,-1,3.74,94.39,98.13
"VAN","2017-2018",25,133.78,112.57,116.24,-3.67,49.2,50.49,52.13,7.34,8.07,-0.72,47.66,3.29,3.62,6.7,6.73,-0.03,49.9,3.01,3.02,1,6,5,8.45,86.45,94.9
"VGK","2017-2018",24,111.85,77.86,101.62,-23.76,43.38,41.77,54.51,4.6,5.54,-0.94,45.37,2.47,2.97,3.01,5.51,-2.5,35.34,1.62,2.95,2,1,-1,11.19,90.95,102.14
"WPG","2017-2018",27,163.47,135.13,170.06,-34.92,44.28,49.6,62.42,5.02,7.09,-2.07,41.47,1.84,2.6,4.33,7.62,-3.29,36.25,1.59,2.8,4,4,0,7.96,92.29,100.25
"WSH","2017-2018",22,137.02,79.37,133.47,-54.1,37.29,34.76,58.45,4.65,6.25,-1.61,42.63,2.03,2.74,5.09,6.06,-0.97,45.65,2.23,2.65,1,2,1,9.03,91.5,100.53
