"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,225.18,15.63,92.96,11.02,94.98,7.98,93.65,3.04,1.33,108.58,101.63,6.95,16,192,49,6.23,74.71,19.07,0.08,45.53
"ARI","2013-2014",41,195.54,2.93,90.24,2.44,92.86,7.23,94.45,-4.79,-1.59,93.17,101.68,-8.51,14,153,33,7,76.5,16.5,0.08,46
"BOS","2013-2014",41,229.85,6.81,91.93,5.15,93.93,6.36,94.05,-1.2,-0.11,98.74,100.4,-1.66,17,206,47,6.3,76.3,17.41,0.08,51.11
"BUF","2013-2014",41,225.37,15,93.9,9.46,95.39,7.26,94.24,2.2,1.14,108.9,101.5,7.4,5,205,61,1.85,75.65,22.51,0.02,45.39
"CAR","2013-2014",41,181.1,11.17,91.12,8.01,93.96,4.53,93.36,3.48,0.61,102.29,97.89,4.4,11,142,38,5.76,74.35,19.9,0.07,50.79
"CBJ","2013-2014",41,247.41,12.85,94.45,9.67,95.56,7.76,94.52,1.91,1.04,107.3,102.29,5.01,16,219,43,5.76,78.78,15.47,0.07,47.12
"CGY","2013-2014",41,183.6,20.77,94.55,16.67,96,8.97,93.88,7.7,2.12,115.32,102.85,12.46,14,145,35,7.22,74.74,18.04,0.09,46.91
"CHI","2013-2014",41,175.64,18.21,90.32,13.45,92.58,7.6,94.07,5.85,-1.49,108.53,101.67,6.86,13,143,43,6.53,71.86,21.61,0.08,48.24
"COL","2013-2014",41,196.2,6.55,92.56,5.45,94.51,4.24,94.31,1.21,0.19,99.11,98.55,0.55,7,178,37,3.15,80.18,16.67,0.04,45.95
"DAL","2013-2014",41,202.94,14.65,93.01,11.54,95.09,8.51,93.8,3.03,1.29,107.66,102.31,5.35,17,184,46,6.88,74.49,18.62,0.08,44.13
"DET","2013-2014",41,233.54,0,92.33,0,93.81,6.93,93.49,-6.93,0.32,92.33,100.42,-8.09,16,221,36,5.86,80.95,13.19,0.07,45.42
"EDM","2013-2014",41,215.42,4.31,92.77,3.21,95.01,5.26,93.73,-2.05,1.28,97.08,99,-1.91,9,186,33,3.95,81.58,14.47,0.05,46.49
"FLA","2013-2014",41,204.88,9.1,91.57,7.85,93.37,6.1,94.06,1.75,-0.69,100.67,100.15,0.51,12,178,39,5.24,77.73,17.03,0.06,42.36
"L.A","2013-2014",41,232.99,12.87,91.42,7.89,94.5,5.96,95.04,1.93,-0.54,104.29,101,3.29,16,189,46,6.37,75.3,18.33,0.08,49
"MIN","2013-2014",41,192.99,3.87,90.65,3.03,93.04,6.98,94.8,-3.95,-1.76,94.53,101.78,-7.25,14,157,34,6.83,76.59,16.59,0.08,50.24
"MTL","2013-2014",41,233.55,6.08,92.6,4.73,94.6,7.33,93.87,-2.6,0.73,98.69,101.2,-2.51,14,199,49,5.34,75.95,18.7,0.07,51.53
"N.J","2013-2014",41,227.03,18.09,93.9,13.07,95.2,7.15,93.81,5.92,1.4,111.99,100.95,11.04,10,187,39,4.24,79.24,16.53,0.05,52.54
"NSH","2013-2014",41,191.7,8.95,90.49,5.64,93.21,5.91,94.32,-0.28,-1.1,99.43,100.23,-0.8,8,158,38,3.92,77.45,18.63,0.05,55.88
"NYI","2013-2014",41,198.15,7.53,90.61,5.46,93.24,8.54,93.51,-3.08,-0.27,98.14,102.05,-3.91,18,162,44,8.04,72.32,19.64,0.1,42.86
"NYR","2013-2014",41,168.48,12.33,93.86,9.54,94.91,8.85,93.74,0.7,1.17,106.19,102.58,3.61,4,130,30,2.44,79.27,18.29,0.03,43.29
"OTT","2013-2014",41,243,7.99,92.02,6.21,94.1,6.58,94.6,-0.37,-0.5,100.01,101.18,-1.17,21,209,43,7.69,76.56,15.75,0.09,50.18
"PHI","2013-2014",41,257.25,5.43,91.17,4.19,93.54,5.36,93.44,-1.17,0.1,96.6,98.8,-2.2,14,200,57,5.17,73.8,21.03,0.07,48.71
"PIT","2013-2014",41,180.29,13.71,93.55,11.69,94.46,9.95,93.79,1.74,0.68,107.26,103.74,3.52,13,158,32,6.4,77.83,15.76,0.08,52.71
"S.J","2013-2014",41,201.09,14.45,92.66,10.69,94.97,9.05,93.57,1.64,1.4,107.1,102.62,4.48,11,173,34,5.05,79.36,15.6,0.06,53.21
"STL","2013-2014",41,240.33,10.21,91.69,6.4,94.31,4.82,94.07,1.57,0.24,101.9,98.89,3.01,17,184,53,6.69,72.44,20.87,0.08,51.18
"T.B","2013-2014",41,225.03,21.96,92.23,15.71,94.35,6.37,95.22,9.34,-0.87,114.19,101.59,12.61,10,191,44,4.08,77.96,17.96,0.05,47.76
"TOR","2013-2014",41,182.57,3.68,92.04,3.21,93.98,4.32,94.98,-1.11,-1,95.71,99.3,-3.59,7,160,38,3.41,78.05,18.54,0.04,47.8
"VAN","2013-2014",41,204.63,11.69,90.46,8.56,93.65,7.78,94.14,0.79,-0.49,102.15,101.91,0.23,15,156,31,7.43,77.23,15.35,0.09,41.58
"WPG","2013-2014",41,236.43,5.54,91.1,3.66,93.82,9.39,93.2,-5.73,0.62,96.64,102.59,-5.94,17,211,66,5.78,71.77,22.45,0.07,51.7
"WSH","2013-2014",41,234.28,3.91,92.37,2.84,94.6,5.55,94.85,-2.71,-0.25,96.27,100.4,-4.13,11,206,55,4.04,75.74,20.22,0.05,49.63
