"Team","Season","GP","TOI","OZS","NZS","DZS","OZS%","DZS%","NZS%","ZSR","FOW","FOL","FO%","GVA","TKA","GVA/60","TKA/60","HF","HA","H+/-","HF/60","HA/60"
"ANA","2014-2015",41,199.68,183,36,15,78.21,6.41,15.38,0.92,120,114,51.28,49,14,14.72,4.21,24,57,-33,7.21,17.13
"ARI","2014-2015",41,196.74,168,44,14,74.34,6.19,19.47,0.92,130,96,57.52,44,4,13.42,1.22,38,51,-13,11.59,15.55
"BOS","2014-2015",41,176.25,167,39,9,77.67,4.19,18.14,0.95,121,94,56.28,27,4,9.19,1.36,19,38,-19,6.47,12.94
"BUF","2014-2015",41,195.6,156,42,22,70.91,10,19.09,0.88,109,111,49.55,24,3,7.36,0.92,11,23,-12,3.37,7.06
"CAR","2014-2015",41,191.05,174,33,14,78.73,6.33,14.93,0.93,130,91,58.82,45,20,14.13,6.28,19,54,-35,5.97,16.96
"CBJ","2014-2015",41,208.34,184,45,13,76.03,5.37,18.6,0.93,132,110,54.55,30,5,8.64,1.44,23,25,-2,6.62,7.2
"CGY","2014-2015",41,228.4,203,41,13,78.99,5.06,15.95,0.94,137,120,53.31,62,24,16.29,6.3,20,23,-3,5.25,6.04
"CHI","2014-2015",41,228.93,195,46,8,78.31,3.21,18.47,0.96,136,113,54.62,26,12,6.81,3.15,12,52,-40,3.15,13.63
"COL","2014-2015",41,208.31,182,29,16,80.18,7.05,12.78,0.92,121,106,53.3,36,10,10.37,2.88,29,31,-2,8.35,8.93
"DAL","2014-2015",41,272.92,248,52,21,77.26,6.54,16.2,0.92,178,143,55.45,66,23,14.51,5.06,21,56,-35,4.62,12.31
"DET","2014-2015",41,240.54,215,40,13,80.22,4.85,14.93,0.94,158,110,58.96,45,8,11.22,2,18,40,-22,4.49,9.98
"EDM","2014-2015",41,202.1,196,41,6,80.66,2.47,16.87,0.97,113,130,46.5,55,11,16.33,3.27,11,33,-22,3.27,9.8
"FLA","2014-2015",41,227.65,211,46,14,77.86,5.17,16.97,0.94,156,115,57.56,15,9,3.95,2.37,32,54,-22,8.43,14.23
"L.A","2014-2015",41,220.7,197,32,13,81.4,5.37,13.22,0.94,133,109,54.96,53,2,14.41,0.54,24,43,-19,6.52,11.69
"MIN","2014-2015",41,228.51,203,37,12,80.56,4.76,14.68,0.94,135,117,53.57,28,13,7.35,3.41,17,41,-24,4.46,10.77
"MTL","2014-2015",41,200.88,169,31,12,79.72,5.66,14.62,0.93,117,95,55.19,19,10,5.68,2.99,6,51,-45,1.79,15.23
"N.J","2014-2015",41,181.01,154,37,11,76.24,5.45,18.32,0.93,109,93,53.96,45,4,14.92,1.33,9,26,-17,2.98,8.62
"NSH","2014-2015",41,221.1,192,48,8,77.42,3.23,19.35,0.96,116,132,46.77,59,10,16.01,2.71,15,28,-13,4.07,7.6
"NYI","2014-2015",41,227.1,194,34,8,82.2,3.39,14.41,0.96,135,101,57.2,87,24,22.99,6.34,14,50,-36,3.7,13.21
"NYR","2014-2015",41,199.4,173,43,10,76.55,4.42,19.03,0.95,127,99,56.19,53,20,15.95,6.02,13,31,-18,3.91,9.33
"OTT","2014-2015",41,252.95,220,64,15,73.58,5.02,21.4,0.94,161,138,53.85,55,14,13.05,3.32,19,46,-27,4.51,10.91
"PHI","2014-2015",41,202,184,44,12,76.67,5,18.33,0.94,139,101,57.92,23,7,6.83,2.08,22,33,-11,6.53,9.8
"PIT","2014-2015",41,223.33,197,40,14,78.49,5.58,15.94,0.93,142,109,56.57,42,6,11.28,1.61,53,57,-4,14.24,15.31
"S.J","2014-2015",41,207.01,203,44,20,76.03,7.49,16.48,0.91,158,109,59.18,76,19,22.03,5.51,12,34,-22,3.48,9.85
"STL","2014-2015",41,216.78,177,39,22,74.37,9.24,16.39,0.89,147,91,61.76,13,7,3.6,1.94,18,30,-12,4.98,8.3
"T.B","2014-2015",41,221.8,177,40,12,77.29,5.24,17.47,0.94,133,96,58.08,62,10,16.77,2.71,13,27,-14,3.52,7.3
"TOR","2014-2015",41,236,203,55,14,74.63,5.15,20.22,0.94,142,130,52.21,37,18,9.41,4.58,40,63,-23,10.17,16.02
"VAN","2014-2015",41,216.3,183,29,21,78.54,9.01,12.45,0.9,122,111,52.36,30,3,8.32,0.83,11,17,-6,3.05,4.72
"WPG","2014-2015",41,216.3,181,42,13,76.69,5.51,17.8,0.93,124,112,52.54,32,19,8.88,5.27,15,26,-11,4.16,7.21
"WSH","2014-2015",41,190.39,196,42,5,80.66,2.06,17.28,0.98,146,97,60.08,30,22,9.45,6.93,20,21,-1,6.3,6.62
