"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,200.55,2.86,88.96,1.96,92.14,5.45,90.08,-3.49,2.06,91.81,95.53,-3.72,12,167,38,5.53,76.96,17.51,0.07,49.31
"ARI","2014-2015",41,219.52,3.45,85.52,2.94,89.78,9.06,91.51,-6.12,-1.73,88.97,100.57,-11.6,14,193,37,5.74,79.1,15.16,0.07,45.49
"BOS","2014-2015",41,176.77,11.43,86.52,8.51,90.5,7.21,91.43,1.3,-0.93,97.95,98.64,-0.69,16,149,39,7.84,73.04,19.12,0.1,55.39
"BUF","2014-2015",41,203.93,10,87.63,8.7,91.35,7.04,91.63,1.65,-0.28,97.63,98.68,-1.04,9,183,42,3.85,78.21,17.95,0.05,41.88
"CAR","2014-2015",41,151.46,5,86.55,3.57,90.42,6.79,89.28,-3.21,1.14,91.55,96.07,-4.51,10,133,28,5.85,77.78,16.37,0.07,50.88
"CBJ","2014-2015",41,234.85,3.57,87.34,2.94,90.1,7.24,91.58,-4.29,-1.48,90.91,98.82,-7.91,15,212,45,5.51,77.94,16.54,0.07,54.78
"CGY","2014-2015",41,145.27,11.11,84.31,9.09,89.19,8.7,90.57,0.39,-1.38,95.42,99.26,-3.84,17,115,31,10.43,70.55,19.02,0.13,43.56
"CHI","2014-2015",41,161.85,13.04,91.33,11.54,93.09,9.65,92.23,1.88,0.86,104.38,101.88,2.49,9,128,27,5.49,78.05,16.46,0.07,50.61
"COL","2014-2015",41,214.07,4.35,92.23,3.23,94.32,5.32,90.62,-2.1,3.7,96.58,95.94,0.64,10,198,46,3.94,77.95,18.11,0.05,52.36
"DAL","2014-2015",41,199.28,8.11,85.29,5.88,88.99,8.47,89.65,-2.59,-0.66,93.4,98.12,-4.72,11,181,49,4.56,75.1,20.33,0.06,49.38
"DET","2014-2015",41,224.82,0,87.85,0,91.24,8.6,91.24,-8.6,0,87.85,99.84,-11.99,19,191,34,7.79,78.28,13.93,0.09,42.62
"EDM","2014-2015",41,174.7,0,82.78,0,87.38,8.11,90.36,-8.11,-2.99,82.78,98.47,-15.69,7,152,25,3.8,82.61,13.59,0.04,48.91
"FLA","2014-2015",41,187.94,0,87.8,0,90.61,6.75,91.59,-6.75,-0.98,87.8,98.34,-10.54,11,171,47,4.8,74.67,20.52,0.06,48.47
"L.A","2014-2015",41,224.73,6.45,86.75,4.76,91.02,6.62,91.16,-1.86,-0.13,93.2,97.77,-4.58,12,186,39,5.06,78.48,16.46,0.06,46.41
"MIN","2014-2015",41,201.57,6.25,89.86,4.88,92.79,5.85,92.12,-0.98,0.67,96.11,97.97,-1.86,13,166,38,5.99,76.5,17.51,0.07,48.39
"MTL","2014-2015",41,210.63,12,89.84,8.82,92.55,7.24,89.81,1.59,2.74,101.84,97.04,4.8,14,183,42,5.86,76.57,17.57,0.07,56.49
"N.J","2014-2015",41,207.03,11.76,89.06,8.7,91.14,9.52,90.69,-0.83,0.45,100.83,100.21,0.61,11,186,37,4.7,79.49,15.81,0.06,47.86
"NSH","2014-2015",41,181.43,9.52,86.21,7.69,89.9,9.65,89.9,-1.96,0,95.73,99.55,-3.82,7,148,34,3.7,78.31,17.99,0.05,53.97
"NYI","2014-2015",41,168.6,14.63,83.85,13.04,87.68,9.93,89.05,3.11,-1.37,98.49,98.98,-0.5,14,157,38,6.7,75.12,18.18,0.08,47.85
"NYR","2014-2015",41,192.75,14.71,88.28,12.82,91.94,9.49,90.09,3.33,1.85,102.98,99.58,3.4,16,155,43,7.48,72.43,20.09,0.09,47.2
"OTT","2014-2015",41,198.6,11.11,88.17,8.89,91.85,9,91.54,-0.11,0.31,99.28,100.54,-1.26,15,169,37,6.79,76.47,16.74,0.08,41.63
"PHI","2014-2015",41,221.77,3.03,84.42,2.27,89.43,5.64,89.84,-3.36,-0.41,87.45,95.47,-8.03,9,173,49,3.9,74.89,21.21,0.05,51.52
"PIT","2014-2015",41,232.57,9.09,89.86,8.57,92.47,8.2,90.7,0.37,1.77,98.95,98.9,0.05,15,189,48,5.95,75,19.05,0.07,48.81
"S.J","2014-2015",41,173.85,9.38,85.51,7.89,89.36,7.26,91.11,0.63,-1.75,94.88,98.37,-3.49,10,147,29,5.38,79.03,15.59,0.06,52.15
"STL","2014-2015",41,201.3,4.35,86.9,3.33,91.24,5,91.01,-1.67,0.24,91.24,96.01,-4.76,22,181,31,9.4,77.35,13.25,0.11,52.56
"T.B","2014-2015",41,193.69,9.09,90.96,6.45,93.03,7.94,92.42,-1.48,0.61,100.05,100.35,-0.31,8,170,35,3.76,79.81,16.43,0.04,45.54
"TOR","2014-2015",41,222.38,9.52,87.61,8.16,91.59,6.45,90.16,1.71,1.43,97.14,96.6,0.53,19,222,37,6.83,79.86,13.31,0.08,45.68
"VAN","2014-2015",41,197.05,0,88.36,0,91.83,6.03,91.08,-6.03,0.75,88.36,97.1,-8.75,6,181,33,2.73,82.27,15,0.03,38.18
"WPG","2014-2015",41,250.06,5.56,87.44,4.17,90.68,9.94,88.7,-5.77,1.98,93,98.64,-5.64,13,220,62,4.41,74.58,21.02,0.06,48.47
"WSH","2014-2015",41,219.48,2.38,88.44,1.92,92.48,6.52,91.52,-4.6,0.97,90.82,98.03,-7.21,11,190,42,4.53,78.19,17.28,0.05,48.56
