"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2015-2016",41,1999.64,1736,1650,86,51.27,52.09,49.51,63,75,-12,45.65,1.89,2.25,69.3,65.96,3.34,51.23,2.08,1.98,174,143,-31,6.59,91.58,98.17
"ARI","2015-2016",41,1948,1644,1888,-244,46.55,50.64,58.15,62,81,-19,43.36,1.91,2.49,65.1,79.48,-14.38,45.03,2.01,2.45,164,144,-20,6.95,92.23,99.18
"BOS","2015-2016",41,2011.94,1819,1892,-73,49.02,54.25,56.42,88,69,19,56.05,2.62,2.06,73.62,77.75,-4.13,48.64,2.2,2.32,160,128,-32,8.51,93.11,101.62
"BUF","2015-2016",41,2053,1722,1970,-248,46.64,50.33,57.57,70,74,-4,48.61,2.05,2.16,70.04,80.27,-10.23,46.6,2.05,2.35,129,124,-5,7.39,93.06,100.46
"CAR","2015-2016",41,2079.46,1763,1771,-8,49.89,50.87,51.1,66,82,-16,44.59,1.9,2.37,74.54,81.11,-6.57,47.89,2.15,2.34,106,124,18,6.93,91.72,98.64
"CBJ","2015-2016",41,1984.95,1628,1909,-281,46.03,49.21,57.7,70,77,-7,47.62,2.12,2.33,70.37,79.15,-8.78,47.06,2.13,2.39,165,140,-25,7.77,92.41,100.18
"CGY","2015-2016",41,2003.2,1756,1991,-235,46.86,52.6,59.63,72,88,-16,45,2.16,2.64,69.36,83.42,-14.06,45.4,2.08,2.5,138,137,-1,7.82,91.15,98.96
"CHI","2015-2016",41,2046.82,1847,1864,-17,49.77,54.14,54.64,69,92,-23,42.86,2.02,2.7,75.18,87.83,-12.65,46.12,2.2,2.57,121,115,-6,6.97,90.85,97.82
"COL","2015-2016",41,1961.47,1535,2038,-503,42.96,46.95,62.34,72,66,6,52.17,2.2,2.02,63.98,79.78,-15.8,44.5,1.96,2.44,126,130,4,8.3,93.49,101.8
"DAL","2015-2016",41,2023.02,1952,1893,59,50.77,57.89,56.14,83,89,-6,48.26,2.46,2.64,81.18,83.67,-2.49,49.24,2.41,2.48,126,124,-2,7.97,91.08,99.05
"DET","2015-2016",41,2027.07,1795,1859,-64,49.12,53.13,55.03,67,78,-11,46.21,1.98,2.31,72.37,85.23,-12.86,45.92,2.14,2.52,122,125,3,7.24,92.54,99.78
"EDM","2015-2016",41,2068.74,1870,1979,-109,48.58,54.24,57.4,67,91,-24,42.41,1.94,2.64,78.19,81.29,-3.1,49.03,2.27,2.36,121,115,-6,6.84,91.43,98.27
"FLA","2015-2016",41,2009.53,1633,1796,-163,47.62,48.76,53.62,82,68,14,54.67,2.45,2.03,66.06,76.33,-10.27,46.39,1.97,2.28,146,140,-6,9.15,92.97,102.12
"L.A","2015-2016",41,2041.54,2136,1729,407,55.27,62.78,50.81,80,64,16,55.56,2.35,1.88,82.06,73.48,8.58,52.76,2.41,2.16,136,108,-28,7.36,93.33,100.69
"MIN","2015-2016",41,2014.18,1689,1933,-244,46.63,50.31,57.58,66,74,-8,47.14,1.97,2.2,69.87,79.15,-9.28,46.89,2.08,2.36,103,120,17,7.25,92.36,99.62
"MTL","2015-2016",40,1978.91,1796,1769,27,50.38,54.45,53.64,83,91,-8,47.7,2.52,2.76,72.67,79.86,-7.19,47.64,2.2,2.42,142,131,-11,8.65,90.88,99.54
"N.J","2015-2016",41,1992.61,1525,1897,-372,44.56,45.92,57.12,54,67,-13,44.63,1.63,2.02,63.23,78.52,-15.29,44.61,1.9,2.36,141,117,-24,6.98,92.98,99.96
"NSH","2015-2016",41,2021.11,1827,1756,71,50.99,54.24,52.13,57,84,-27,40.43,1.69,2.49,70.52,67.18,3.34,51.21,2.09,1.99,145,139,-6,6.01,90.8,96.81
"NYI","2015-2016",41,2106.6,1864,2074,-210,47.33,53.09,59.07,76,82,-6,48.1,2.16,2.34,75.87,87.34,-11.47,46.49,2.16,2.49,123,115,-8,8.02,92.4,100.42
"NYR","2015-2016",41,2080.93,1759,2072,-313,45.91,50.72,59.74,77,71,6,52.03,2.22,2.05,71.44,86.99,-15.55,45.09,2.06,2.51,130,113,-17,8.15,93.52,101.67
"OTT","2015-2016",41,2033.6,1693,2000,-307,45.84,49.95,59.01,72,86,-14,45.57,2.12,2.54,70.12,86.78,-16.66,44.69,2.07,2.56,142,121,-21,7.91,92.27,100.18
"PHI","2015-2016",41,1982.25,1766,1765,1,50.01,53.45,53.42,70,74,-4,48.61,2.12,2.24,67.94,74.31,-6.37,47.76,2.06,2.25,158,152,-6,7.64,92.59,100.23
"PIT","2015-2016",41,2019.68,1898,1790,108,51.46,56.39,53.18,77,68,9,53.1,2.29,2.02,80.9,69.62,11.28,53.75,2.4,2.07,146,133,-13,7.62,92.81,100.44
"S.J","2015-2016",41,2048.67,1723,1815,-92,48.7,50.46,53.16,79,68,11,53.74,2.31,1.99,74.02,71.74,2.28,50.78,2.17,2.1,121,126,5,8.55,93,101.55
"STL","2015-2016",41,2059.13,1951,1859,92,51.21,56.85,54.17,85,63,22,57.43,2.48,1.84,88.67,79.73,8.94,52.65,2.58,2.32,142,114,-28,7.76,93.71,101.48
"T.B","2015-2016",41,1978.2,1776,1796,-20,49.72,53.87,54.47,84,63,21,57.14,2.55,1.91,66.27,72.29,-6.02,47.83,2.01,2.19,132,140,8,8.87,93.35,102.22
"TOR","2015-2016",41,1970.08,1786,1847,-61,49.16,54.39,56.25,59,90,-31,39.6,1.8,2.74,72.66,78.32,-5.66,48.13,2.21,2.39,156,141,-15,6.26,91.57,97.84
"VAN","2015-2016",41,2032.66,1749,1970,-221,47.03,51.63,58.15,69,76,-7,47.59,2.04,2.24,70.9,92.24,-21.34,43.46,2.09,2.72,131,133,2,7.21,92.83,100.04
"WPG","2015-2016",41,2014.55,1832,1752,80,51.12,54.56,52.18,73,77,-4,48.67,2.17,2.29,75.35,73.94,1.41,50.47,2.24,2.2,158,146,-12,7.6,91.59,99.19
"WSH","2015-2016",41,2043.93,1832,1797,35,50.48,53.78,52.75,85,65,20,56.67,2.5,1.91,78.85,76.33,2.52,50.81,2.31,2.24,137,128,-9,8.7,92.96,101.66
