"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2014-2015",41,2032.89,9.41,91.74,6.75,93.96,5.96,94.06,0.79,-0.1,101.15,100.02,1.13,655,638,733,32.33,31.49,36.18,0.51,50.69
"ARI","2014-2015",41,2040.58,6.53,90.3,4.8,92.96,5.77,93.86,-0.97,-0.9,96.83,99.63,-2.8,639,651,802,30.54,31.12,38.34,0.5,50.72
"BOS","2014-2015",41,2050.66,8.51,91.29,6.13,93.83,5.48,94.6,0.65,-0.76,99.8,100.08,-0.27,592,638,691,30.82,33.21,35.97,0.48,50.44
"BUF","2014-2015",41,2063.97,7.47,92.1,5.57,94.35,5.93,94.19,-0.36,0.15,99.57,100.12,-0.55,487,762,671,25.36,39.69,34.95,0.39,44.32
"CAR","2014-2015",41,2047.95,7.14,88.63,5.4,91.77,5.45,93.85,-0.05,-2.09,95.78,99.3,-3.53,609,597,725,31.54,30.92,37.55,0.5,51.27
"CBJ","2014-2015",41,1988.65,8.57,92.21,6.32,94.26,5.95,93.93,0.37,0.33,100.78,99.87,0.91,613,689,680,30.93,34.76,34.31,0.47,47.07
"CGY","2014-2015",41,2087.71,8.96,92.79,6.54,94.9,6.01,94.05,0.53,0.85,101.75,100.06,1.69,616,757,731,29.28,35.98,34.74,0.45,44.3
"CHI","2014-2015",41,2027.22,7.57,92.74,5.52,94.71,5.79,93.46,-0.27,1.26,100.32,99.25,1.07,682,597,695,34.55,30.24,35.21,0.53,50.35
"COL","2014-2015",41,2063.1,7.17,92.28,5.52,94.53,6.09,93.79,-0.57,0.74,99.45,99.87,-0.43,599,724,671,30.04,36.31,33.65,0.45,49.2
"DAL","2014-2015",41,2022.83,9.07,90.02,6.59,92.66,5.87,93.9,0.72,-1.24,99.09,99.77,-0.67,664,647,803,31.41,30.61,37.98,0.51,50.38
"DET","2014-2015",41,1982.07,8.1,92.33,5.78,94.29,5.48,94.23,0.3,0.06,100.43,99.71,0.72,650,567,706,33.8,29.49,36.71,0.53,51.85
"EDM","2014-2015",41,2114.95,7.19,88.21,5.31,91.7,5.85,93.81,-0.54,-2.11,95.4,99.66,-4.26,660,663,779,31.4,31.54,37.06,0.5,45.96
"FLA","2014-2015",41,2054.61,6.81,92.39,5.02,94.49,5.73,94.41,-0.71,0.09,99.2,100.13,-0.94,647,678,753,31.14,32.63,36.24,0.49,45.86
"L.A","2014-2015",41,2080.81,7.77,91.26,5.79,93.59,5.49,94.37,0.3,-0.78,99.04,99.86,-0.82,711,600,713,35.13,29.64,35.23,0.54,49.85
"MIN","2014-2015",41,2062.95,8.39,92.5,6.25,94.45,6.16,94.7,0.09,-0.24,100.9,100.86,0.04,655,657,702,32.52,32.62,34.86,0.5,45.98
"MTL","2014-2015",41,2039.98,7.76,92.97,5.66,94.87,5.76,94.11,-0.11,0.76,100.74,99.87,0.86,645,745,730,30.42,35.14,34.43,0.46,49.34
"N.J","2014-2015",41,2011.54,7.6,91.65,5.4,93.79,5.82,94.16,-0.43,-0.37,99.25,99.98,-0.73,530,621,685,28.87,33.82,37.31,0.46,45.1
"NSH","2014-2015",41,2013.63,8.51,92.54,6.18,94.76,5.64,94.45,0.54,0.3,101.05,100.09,0.96,663,680,693,32.56,33.4,34.04,0.49,46.86
"NYI","2014-2015",41,2063.47,8.19,90.77,5.75,93.55,5.94,94.01,-0.18,-0.46,98.96,99.95,-0.98,664,578,721,33.83,29.44,36.73,0.53,47.22
"NYR","2014-2015",41,2056.76,9.46,92.73,7.14,94.79,6.03,93.7,1.11,1.09,102.19,99.73,2.46,619,642,726,31.15,32.31,36.54,0.49,45.09
"OTT","2014-2015",41,2035.89,7.18,93.52,5.21,95.18,5.5,94.31,-0.29,0.86,100.71,99.81,0.9,621,666,682,31.54,33.82,34.64,0.48,46.22
"PHI","2014-2015",41,2024.86,7.44,91.11,5.44,93.54,5.55,94.21,-0.11,-0.67,98.55,99.76,-1.21,702,588,683,35.58,29.8,34.62,0.54,49.47
"PIT","2014-2015",41,2031.55,7.46,91.71,5.44,93.85,5.84,93.92,-0.4,-0.07,99.17,99.76,-0.59,684,542,717,35.2,27.9,36.9,0.56,47.5
"S.J","2014-2015",41,2021.16,7.56,91.86,5.47,94.1,5.91,94.2,-0.44,-0.1,99.42,100.11,-0.69,644,736,705,30.89,35.3,33.81,0.47,49.64
"STL","2014-2015",41,2057.49,7.85,92,5.79,94.11,5.64,93.81,0.16,0.31,99.85,99.44,0.41,660,693,715,31.91,33.51,34.57,0.49,51.74
"T.B","2014-2015",41,1997.64,9.14,89.66,6.69,92.73,6.48,94,0.21,-1.27,98.8,100.48,-1.68,583,520,738,31.67,28.25,40.09,0.53,47.85
"TOR","2014-2015",41,2013.67,6.54,91.2,4.88,93.37,5.63,93.62,-0.75,-0.25,97.73,99.26,-1.52,610,711,699,30.2,35.2,34.6,0.46,48.12
"VAN","2014-2015",41,1972.42,9.03,91.13,6.62,93.6,5.63,93.97,0.99,-0.37,100.17,99.6,0.57,602,635,709,30.94,32.63,36.43,0.49,45.99
"WPG","2014-2015",41,1951.52,7.16,92.58,5.13,94.63,5.63,94.34,-0.5,0.29,99.73,99.97,-0.24,637,608,667,33.32,31.8,34.88,0.51,45.45
"WSH","2014-2015",41,2020.64,8.67,91.72,6.3,94.04,5.81,94.38,0.49,-0.34,100.38,100.19,0.2,604,547,716,32.35,29.3,38.35,0.52,49.28
