"Team","Season","GP","TOI","OZS","NZS","DZS","OZS%","DZS%","NZS%","ZSR","FOW","FOL","FO%","GVA","TKA","GVA/60","TKA/60","HF","HA","H+/-","HF/60","HA/60"
"ANA","2017-2018",24,1146.72,317,399,364,29.35,33.7,36.94,0.47,531,549,49.17,142,132,7.43,6.91,542,460,82,28.36,24.07
"ARI","2017-2018",26,1292.73,417,455,490,30.62,35.98,33.41,0.46,621,741,45.59,187,137,8.68,6.36,549,476,73,25.48,22.09
"BOS","2017-2018",21,1013.12,347,373,285,34.53,28.36,37.11,0.55,494,511,49.15,157,115,9.3,6.81,464,547,-83,27.48,32.4
"BUF","2017-2018",25,1192.63,355,411,373,31.17,32.75,36.08,0.49,551,588,48.38,141,110,7.09,5.53,570,520,50,28.68,26.16
"CAR","2017-2018",26,1303.08,427,447,341,35.14,28.07,36.79,0.56,609,606,50.12,165,134,7.6,6.17,383,500,-117,17.64,23.02
"CBJ","2017-2018",23,1161.98,384,406,367,33.19,31.72,35.09,0.51,547,610,47.28,115,139,5.94,7.18,502,480,22,25.92,24.79
"CGY","2017-2018",22,1023.05,291,341,349,29.66,35.58,34.76,0.45,492,489,50.15,137,103,8.03,6.04,420,380,40,24.63,22.29
"CHI","2017-2018",23,1071.38,426,392,301,38.07,26.9,35.03,0.59,531,588,47.45,164,136,9.18,7.62,334,460,-126,18.7,25.76
"COL","2017-2018",19,854.13,235,304,258,29.49,32.37,38.14,0.48,335,462,42.03,101,98,7.09,6.88,320,349,-29,22.48,24.52
"DAL","2017-2018",25,1199.52,369,453,425,29.59,34.08,36.33,0.46,635,612,50.92,108,120,5.4,6,470,477,-7,23.51,23.86
"DET","2017-2018",19,913.2,309,325,311,32.7,32.91,34.39,0.5,438,507,46.35,147,120,9.66,7.88,377,350,27,24.77,23
"EDM","2017-2018",24,1161.12,377,391,356,33.54,31.67,34.79,0.51,522,602,46.44,167,124,8.63,6.41,529,443,86,27.34,22.89
"FLA","2017-2018",24,1152.12,344,413,398,29.78,34.46,35.76,0.46,597,558,51.69,163,148,8.49,7.71,478,417,61,24.89,21.72
"L.A","2017-2018",23,1107.2,323,374,338,31.21,32.66,36.14,0.49,512,523,49.47,156,123,8.45,6.67,540,547,-7,29.26,29.64
"MIN","2017-2018",23,1065.57,297,390,339,28.95,33.04,38.01,0.47,525,501,51.17,143,114,8.05,6.42,436,418,18,24.55,23.54
"MTL","2017-2018",22,1039.83,327,418,346,29.97,31.71,38.31,0.49,514,577,47.11,164,120,9.46,6.92,443,495,-52,25.56,28.56
"N.J","2017-2018",23,1098.6,335,388,377,30.45,34.27,35.27,0.47,520,580,47.27,155,104,8.47,5.68,407,530,-123,22.23,28.95
"NSH","2017-2018",23,1058.63,325,378,350,30.86,33.24,35.9,0.48,533,520,50.62,102,113,5.78,6.4,470,470,0,26.64,26.64
"NYI","2017-2018",25,1196.28,351,425,405,29.72,34.29,35.99,0.46,534,647,45.22,184,118,9.23,5.92,506,500,6,25.38,25.08
"NYR","2017-2018",20,964.37,301,337,296,32.23,31.69,36.08,0.5,458,476,49.04,123,122,7.65,7.59,385,415,-30,23.95,25.82
"OTT","2017-2018",20,941.53,296,330,283,32.56,31.13,36.3,0.51,453,456,49.83,155,90,9.88,5.74,370,348,22,23.58,22.18
"PHI","2017-2018",22,1031.37,306,370,361,29.51,34.81,35.68,0.46,522,515,50.34,155,110,9.02,6.4,374,418,-44,21.76,24.32
"PIT","2017-2018",26,1200.07,395,450,377,32.32,30.85,36.82,0.51,588,634,48.12,193,118,9.65,5.9,489,561,-72,24.45,28.05
"S.J","2017-2018",24,1137.22,321,419,302,30.81,28.98,40.21,0.52,507,535,48.66,168,108,8.86,5.7,346,484,-138,18.26,25.54
"STL","2017-2018",24,1156.53,361,387,380,32,33.69,34.31,0.49,543,585,48.14,161,115,8.35,5.97,492,546,-54,25.52,28.33
"T.B","2017-2018",23,1075.9,354,396,346,32.3,31.57,36.13,0.51,493,603,44.98,171,107,9.54,5.97,409,450,-41,22.81,25.1
"TOR","2017-2018",26,1249.12,392,500,440,29.43,33.03,37.54,0.47,671,661,50.38,173,147,8.31,7.06,489,530,-41,23.49,25.46
"VAN","2017-2018",25,1208.83,380,408,387,32.34,32.94,34.72,0.5,561,614,47.74,190,136,9.43,6.75,454,478,-24,22.53,23.73
"VGK","2017-2018",24,1117.53,358,413,358,31.71,31.71,36.58,0.5,547,582,48.45,159,121,8.54,6.5,425,484,-59,22.82,25.99
"WPG","2017-2018",27,1253.62,389,448,419,30.97,33.36,35.67,0.48,671,585,53.42,153,139,7.32,6.65,553,512,41,26.47,24.51
"WSH","2017-2018",22,1054.57,288,427,293,28.57,29.07,42.36,0.5,478,530,47.42,171,122,9.73,6.94,479,456,23,27.25,25.94
