"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2017-2018",24,127.12,5.1,100,3.59,100,6.49,93.81,-2.9,6.19,105.1,100.31,4.79,107,5,32,74.31,3.47,22.22,0.96,60.42
"ARI","2017-2018",22,111.75,6.43,83.14,4.55,84.62,5.93,94.2,-1.37,-9.58,89.57,100.13,-10.56,99,8,23,76.15,6.15,17.69,0.93,50
"BOS","2017-2018",24,130.63,10.62,87.27,7.21,90.55,6.3,92.77,0.91,-2.22,97.89,99.08,-1.19,106,10,37,69.28,6.54,24.18,0.91,60.13
"BUF","2017-2018",21,118.15,5.54,89.42,3.85,91.46,6.16,95.93,-2.31,-4.47,94.97,102.09,-7.13,107,10,31,72.3,6.76,20.95,0.91,57.43
"CAR","2017-2018",21,128.95,6.86,100,4.75,100,7.71,90.66,-2.96,9.34,106.86,98.37,8.49,119,9,14,83.8,6.34,9.86,0.93,62.12
"CBJ","2017-2018",24,120.62,7.58,96.17,5.8,97.12,5.97,92.82,-0.17,4.31,103.76,98.79,4.97,91,4,18,80.53,3.54,15.93,0.96,55.75
"CGY","2017-2018",24,132.77,5.75,87.97,4.05,90.51,7.19,93.87,-3.14,-3.36,93.72,101.07,-7.35,111,3,30,77.08,2.08,20.83,0.97,54.86
"CHI","2017-2018",23,155.97,5.34,97,4.08,97.54,6.2,91.42,-2.12,6.12,102.33,97.62,4.71,118,6,28,77.63,3.95,18.42,0.95,55.92
"COL","2017-2018",26,161.07,10.91,81.09,8.35,88.71,5.62,92.23,2.73,-3.52,92,97.85,-5.85,132,6,34,76.74,3.49,19.77,0.96,45.93
"DAL","2017-2018",23,122.3,7.73,91.16,5.35,92.34,6.53,94.68,-1.18,-2.34,98.89,101.21,-2.32,119,6,26,78.81,3.97,17.22,0.95,64.9
"DET","2017-2018",25,127.48,8.6,85.48,5.85,90.07,5.7,90.43,0.14,-0.36,94.08,96.13,-2.05,107,5,27,76.98,3.6,19.42,0.96,60.43
"EDM","2017-2018",23,122.42,6.32,91.37,4.47,93.26,6.68,93.55,-2.21,-0.29,97.69,100.23,-2.54,107,4,15,84.92,3.17,11.9,0.96,53.17
"FLA","2017-2018",21,116.92,5.64,100,4.36,100,6.76,93.54,-2.4,6.46,105.64,100.29,5.35,96,9,36,68.09,6.38,25.53,0.91,53.9
"L.A","2017-2018",24,123.65,8.81,100,6.68,100,7.24,96.1,-0.56,3.9,108.81,103.34,5.48,116,7,19,81.69,4.93,13.38,0.94,64.79
"MIN","2017-2018",24,118,8.84,87.02,5.85,90.23,6.37,96.36,-0.51,-6.12,95.86,102.73,-6.87,106,2,22,81.54,1.54,16.92,0.98,56.92
