"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"MTL","2017-2018",25,121.05,7.19,86.51,5.3,90.78,6.38,93.81,-1.08,-3.03,93.7,100.19,-6.49,106,7,22,78.52,5.19,16.3,0.94,54.07
"N.J","2017-2018",22,118.08,13.86,96.56,9.87,97.3,6.92,94,2.94,3.3,110.43,100.92,9.51,99,8,20,77.95,6.3,15.75,0.93,61.42
"NSH","2017-2018",22,125.93,12.78,93.45,9.69,94.86,5.99,94.25,3.71,0.61,106.23,100.24,5.99,100,2,31,75.19,1.5,23.31,0.98,55.64
"NYI","2017-2018",23,119,10.08,85.19,7.95,87.62,7.26,90.38,0.69,-2.76,95.27,97.64,-2.37,95,5,23,77.24,4.07,18.7,0.95,57.72
"NYR","2017-2018",28,153.53,8.56,100,6.11,100,6.86,94.64,-0.75,5.36,108.56,101.5,7.06,134,15,20,79.29,8.88,11.83,0.9,50.3
"OTT","2017-2018",24,134.82,7.32,92.21,5.72,93.01,6.38,91.91,-0.66,1.1,99.53,98.3,1.24,114,5,28,77.55,3.4,19.05,0.96,54.42
"PHI","2017-2018",25,128.37,6.71,96.87,5.04,97.37,6.44,92.51,-1.4,4.86,103.59,98.94,4.64,117,6,24,79.59,4.08,16.33,0.95,59.18
"PIT","2017-2018",23,142.1,9.25,97.03,6.81,97.92,6.72,92.54,0.1,5.38,106.28,99.25,7.03,117,9,24,78,6,16,0.93,53.33
"S.J","2017-2018",22,131.32,10.14,100,8.15,100,6.4,94.5,1.75,5.5,110.14,100.91,9.23,115,11,25,76.16,7.28,16.56,0.91,58.28
"STL","2017-2018",25,142.12,6.76,93.68,5.16,94.62,6.16,92.73,-1,1.89,100.44,98.88,1.55,126,3,26,81.29,1.94,16.77,0.98,51.61
"T.B","2017-2018",23,137.47,10.75,94.7,7.4,96.25,5.25,93.81,2.16,2.44,105.44,99.06,6.39,119,6,25,79.33,4,16.67,0.95,56.67
"TOR","2017-2018",22,115.82,8.19,93.57,6.26,94.54,10.21,92.75,-3.95,1.79,101.76,102.96,-1.2,102,3,16,84.3,2.48,13.22,0.97,47.93
"VAN","2017-2018",21,118.85,8.56,91.07,6.73,92.09,6.33,90.4,0.4,1.68,99.63,96.74,2.89,93,7,18,78.81,5.93,15.25,0.93,54.24
"VGK","2017-2018",22,114.03,10.43,94.6,7.2,95.39,5.22,92.63,1.98,2.77,105.03,97.84,7.18,95,3,17,82.61,2.61,14.78,0.97,56.52
"WPG","2017-2018",21,112.52,14.97,94.69,11.17,95.9,5.46,94.29,5.71,1.61,109.66,99.74,9.92,107,7,27,75.89,4.96,19.15,0.94,59.57
"WSH","2017-2018",26,134.55,8.81,89.54,6.82,92.13,5.28,94.52,1.54,-2.39,98.35,99.8,-1.45,114,5,24,79.72,3.5,16.78,0.96,50.35
