"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2013-2014",41,1967.97,9.07,93.68,6.44,95.66,5.89,94.54,0.55,1.11,102.75,100.43,2.32,698,639,697,34.32,31.42,34.27,0.52,51.77
"ARI","2013-2014",41,2023.9,7.38,93.49,5.27,95.37,4.8,95.31,0.47,0.06,100.87,100.11,0.76,631,555,715,33.19,29.2,37.61,0.53,51.97
"BOS","2013-2014",41,2054.33,8.57,95.44,6.18,96.63,5.22,95.49,0.96,1.14,104.01,100.72,3.3,699,580,698,35.36,29.34,35.31,0.55,53.52
"BUF","2013-2014",41,2024.65,6.74,91.93,4.94,94.18,5.26,95.23,-0.32,-1.05,98.67,100.5,-1.82,569,668,697,29.42,34.54,36.04,0.46,48.29
"CAR","2013-2014",41,2032.33,6.85,92.48,4.69,94.9,5.82,94.04,-1.13,0.85,99.33,99.86,-0.53,704,596,710,35.02,29.65,35.32,0.54,55.42
"CBJ","2013-2014",41,1963.03,8.53,92.38,6.39,94.09,5.12,95.45,1.26,-1.36,100.92,100.58,0.34,585,573,682,31.79,31.14,37.07,0.51,53.75
"CGY","2013-2014",41,2086.12,8.21,89.85,5.91,92.82,5.5,94.4,0.42,-1.59,98.06,99.9,-1.84,609,647,711,30.96,32.89,36.15,0.48,48.6
"CHI","2013-2014",41,2067.75,8.63,92.37,6.68,94.19,5.9,94.76,0.78,-0.57,101,100.66,0.34,719,536,754,35.79,26.68,37.53,0.57,54.36
"COL","2013-2014",41,2009.8,8.78,93.44,6.61,95.19,5.2,94.86,1.41,0.33,102.23,100.05,2.17,631,608,675,32.97,31.77,35.27,0.51,50
"DAL","2013-2014",41,1993.7,8.81,92.7,5.99,95.11,6.12,94.15,-0.13,0.97,101.51,100.27,1.24,633,563,732,32.83,29.2,37.97,0.53,53.68
"DET","2013-2014",41,2036.21,7.37,91.46,5.38,93.36,5.23,94.72,0.15,-1.36,98.84,99.95,-1.11,684,565,684,35.39,29.23,35.39,0.55,51.99
"EDM","2013-2014",41,1995.9,7.64,90.91,5.42,93.7,5.94,94.28,-0.51,-0.58,98.55,100.22,-1.67,562,692,749,28.06,34.55,37.39,0.45,51.47
"FLA","2013-2014",41,2026.6,6.25,91.17,4.57,93.41,4.94,94.95,-0.37,-1.55,97.42,99.89,-2.47,619,599,702,32.24,31.2,36.56,0.51,49.79
"L.A","2013-2014",41,1953.93,6.53,92.64,4.4,95.1,5.15,94.72,-0.75,0.38,99.18,99.87,-0.69,678,498,666,36.81,27.04,36.16,0.58,53.69
"MIN","2013-2014",41,2050.3,8.9,93.05,6.42,95.15,5.2,95.91,1.22,-0.75,101.95,101.11,0.84,604,588,685,32.18,31.33,36.49,0.51,53.17
"MTL","2013-2014",41,1983.85,7.39,94.13,5.26,95.67,5.7,94.46,-0.44,1.21,101.53,100.16,1.37,543,698,730,27.55,35.41,37.04,0.44,50.38
"N.J","2013-2014",41,2016.28,8.37,92.06,6.21,93.91,5.87,94.82,0.34,-0.91,100.43,100.68,-0.25,544,510,711,30.82,28.9,40.28,0.52,47.76
"NSH","2013-2014",41,2047.38,7.58,91.01,5.67,93.51,5.38,95.33,0.29,-1.82,98.58,100.71,-2.12,627,660,695,31.63,33.3,35.07,0.49,53.94
"NYI","2013-2014",41,2018.9,6.74,90.7,5,93.44,6.79,93.06,-1.79,0.39,97.44,99.85,-2.41,632,593,680,33.18,31.13,35.7,0.52,49.66
"NYR","2013-2014",41,2042.54,6.59,93.51,4.92,95.25,6.05,93.52,-1.13,1.73,100.1,99.57,0.53,687,601,679,34.93,30.55,34.52,0.53,50.23
"OTT","2013-2014",41,1985.74,7.39,91.15,5.32,93.46,5.37,94.25,-0.05,-0.79,98.54,99.63,-1.09,640,563,748,32.8,28.86,38.34,0.53,54.54
"PHI","2013-2014",41,1914.2,8.53,93.05,6.06,94.83,5.46,94.67,0.61,0.16,101.57,100.13,1.45,596,555,672,32.69,30.44,36.86,0.52,51.84
"PIT","2013-2014",41,2061.18,8.8,92.73,6.75,94.9,5.41,95.27,1.34,-0.37,101.53,100.68,0.85,562,586,751,29.59,30.86,39.55,0.49,52.92
"S.J","2013-2014",41,2012.32,8.07,92.89,5.67,95.02,6.52,94.54,-0.85,0.48,100.96,101.06,-0.1,648,672,775,30.93,32.08,36.99,0.49,54.89
"STL","2013-2014",41,1989.35,9.98,92.22,6.95,94.37,5.25,94.95,1.7,-0.58,102.2,100.2,2,624,563,707,32.95,29.73,37.33,0.53,53.8
"T.B","2013-2014",41,2014.83,8.53,92.73,6.01,94.95,4.65,95.6,1.36,-0.65,101.26,100.25,1.01,633,569,740,32.6,29.3,38.11,0.53,51.03
"TOR","2013-2014",41,2094.76,9.2,92.12,6.34,94.78,5.34,94.98,1,-0.2,101.32,100.32,1,552,811,772,25.85,37.99,36.16,0.4,50.3
"VAN","2013-2014",41,2032.9,7.49,93.33,5.35,95.13,5.37,94.6,-0.02,0.54,100.81,99.96,0.85,631,683,693,31.44,34.03,34.53,0.48,52.96
"WPG","2013-2014",41,2006.97,8.06,90.98,5.82,93.5,6.56,93.62,-0.74,-0.13,99.04,100.18,-1.15,622,554,719,32.82,29.23,37.94,0.53,48.71
"WSH","2013-2014",41,2033.33,7.59,93.09,5.36,94.87,5.44,94.84,-0.08,0.03,100.68,100.28,0.4,663,615,725,33.1,30.7,36.2,0.52,51.07
