"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2017-2018",24,160.17,9.38,90.85,7.32,93.27,8.55,90.43,-1.24,2.84,100.22,98.99,1.24,17,131,37,9.19,70.81,20,0.11,45.95
"ARI","2017-2018",26,115.67,0,87.76,0,91.84,6.39,90.97,-6.39,0.87,87.76,97.35,-9.6,9,101,17,7.09,79.53,13.39,0.08,45.67
"BOS","2017-2018",21,106.53,0,90.38,0,92.48,6.41,91.77,-6.41,0.71,90.38,98.18,-7.8,5,96,16,4.27,82.05,13.68,0.05,51.28
"BUF","2017-2018",25,134.78,19.05,83.72,11.76,88.52,13.19,90.12,-1.43,-1.59,102.77,103.31,-0.54,6,101,22,4.65,78.29,17.05,0.06,45.74
"CAR","2017-2018",26,100.62,14.29,82.5,12.5,88.14,12.26,89.45,0.24,-1.32,96.79,101.71,-4.92,3,76,14,3.23,81.72,15.05,0.04,48.39
"CBJ","2017-2018",23,80,4.55,81.72,3.57,85.71,7.87,89.19,-4.3,-3.48,86.27,97.06,-10.8,4,75,21,4,75,21,0.05,46
"CGY","2017-2018",22,134.75,4.76,88.89,4.17,92.42,9.77,89.91,-5.6,2.51,93.65,99.68,-6.03,7,118,37,4.32,72.84,22.84,0.06,41.36
"CHI","2017-2018",23,136.93,4.35,88.15,3.57,91.84,8.56,90.5,-4.99,1.33,92.5,99.06,-6.57,9,118,22,6.04,79.19,14.77,0.07,46.98
"COL","2017-2018",19,129.27,23.53,86.15,19.05,90.32,9.42,90.2,9.63,0.13,109.68,99.62,10.07,5,113,27,3.45,77.93,18.62,0.04,33.79
"DAL","2017-2018",25,147.15,3.7,85.6,3.23,89.83,12.49,90.36,-9.27,-0.53,89.3,102.85,-13.55,5,118,33,3.21,75.64,21.15,0.04,44.23
"DET","2017-2018",19,95.18,13.64,84.27,10.34,89.55,6.83,91.11,3.52,-1.56,97.91,97.94,-0.04,5,90,19,4.39,78.95,16.67,0.05,48.25
